step,layer,delta_rms,frac_along_PM,frac_along_PD,frac_probe_span,signed_mean_proj_PM,signed_mean_proj_PD
0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.6968439533378633,5.517846875419157e-05,0.00017499315817997262,0.001140170348866695,0.012244346260900747,-0.04872587764497895
1,1,0.9730478654077558,0.00021634962185424362,9.929721307783217e-05,0.0011968698069810106,0.054658846455580376,0.0010339105607038372
1,2,1.454638191529815,6.602568608436967e-05,8.951531732900706e-05,0.00041260302399069424,-0.11004911234964306,0.054600435226033195
2,0,1.125857910527248,3.864918159584219e-05,0.00019698634724625742,0.0010115232364598045,0.0008331576364120204,-0.050705666406766686
2,1,1.6332188588365617,0.00025965978528937967,9.422507369104516e-05,0.001121052693325462,0.07509997106510233,-0.07883582058538915
2,2,2.443905855306092,4.795883274338818e-05,2.6649543850948764e-05,0.0006068826550040358,-0.1424033052053299,0.06503116577877625
3,0,1.588524271420968,6.970045342100093e-05,0.00021013017451981757,0.0012799366219222914,0.027539081364835665,-0.07448299004673567
3,1,2.406088752169255,0.0002397678515863159,8.967188318342852e-05,0.000957341633730508,0.13627156009148614,-0.09876520285269993
3,2,3.7210314719182875,2.1608313675172493e-05,1.7645271818473625e-05,0.0004965509191437377,-0.11377373109366107,0.09542515536162095
5,0,2.4855150453858963,7.532023480519757e-05,0.00019540405974840267,0.0015219706297759216,0.08526646545822111,-0.13262200254150244
5,1,4.0930933527107545,0.00015703093038668618,7.047065492132515e-05,0.0006782970890947075,0.26861224620144036,-0.05998863185385249
5,2,6.773277197392718,4.327002024904281e-06,1.6565089433774122e-05,0.00030709762233281646,-0.04187590297586035,0.18376448136433868
7,0,3.3353194385299196,6.446051438042235e-05,0.00016671249040053223,0.0015279325822835615,0.15276153537101475,-0.1756849068038828
7,1,6.190763134776735,0.00011561341754595947,4.83370153913246e-05,0.0005421407183470339,0.4220270136715065,-0.009615777747029316
7,2,10.961227677342126,2.167782093505843e-06,1.530637936245363e-05,0.00021012305490586509,0.014164221497848944,0.33857624144591614
9,0,4.222820474354032,3.631559981621546e-05,0.00013624152717940663,0.0016296925587366928,0.15334618503427622,-0.22939021972827636
9,1,8.333938521813144,9.556223243562576e-05,3.5685113548642766e-05,0.0004440837693197492,0.5448635951395745,0.04402521066274804
9,2,14.31282312768569,2.208903256212218e-06,1.5408609942255102e-05,0.00017386194059805773,0.01693126648987743,0.4864786329043765
11,0,4.75813876638786,1.9393978999990307e-05,0.0001197963761377981,0.001767388142485256,0.11191368933961225,-0.2415869390763523
11,1,9.520629203674911,9.057283826174834e-05,3.5790652088334835e-05,0.00043512857731398623,0.6092489745663995,0.07603763076195834
11,2,16.068351420563676,2.6605287018503898e-06,1.7813221767674927e-05,0.00015475882933633397,-0.033957803360281175,0.6294654864580256
14,0,5.251704277791808,1.882116416128389e-05,9.585876552717227e-05,0.0016586779769872616,0.05849536858215424,-0.19227878365211018
14,1,10.667609150038738,9.17835063286549e-05,3.897222596310924e-05,0.0004765554291923082,0.7124299130714874,0.11931649826241726
14,2,17.761457622800535,3.0884795616236107e-06,2.1456920404883727e-05,0.0001482090012482038,-0.024834016466898777,0.780464910192206
18,0,5.669936666570426,4.671054224607997e-05,7.073038096036092e-05,0.0014529868628864984,-0.012210402330093451,-0.10580587667915677
18,1,11.482606068079242,9.680096093016096e-05,4.6923228220992456e-05,0.0006280096787754848,0.8304326976754891,0.1827478731575479
18,2,19.426731801778782,3.4657009387118617e-06,3.0173605503537003e-05,0.00016522649528982167,-0.02100241782471705,1.0092903929413817
