step,layer,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,r2_MD,r2_MO,r2_AD,r2_AO,r2_P_M,r2_P_D,r2_chi,r2_det,cos_persona_contrast_D_vs_O,cos_domain_contrast_M_vs_A,cos_PM_vs_PD,n_PM_given_D,npos_PM_given_D,r2_PM_given_D,n_PM_given_O,npos_PM_given_O,r2_PM_given_O,n_PD_given_M,npos_PD_given_M,r2_PD_given_M,n_PD_given_A,npos_PD_given_A,r2_PD_given_A,cos_wPM_D_vs_O,r2_PM_D_to_O,corr_PM_D_to_O,r2_PM_O_to_D,corr_PM_O_to_D,cos_wPD_M_vs_A,r2_PD_M_to_A,corr_PD_M_to_A,r2_PD_A_to_M,corr_PD_A_to_M,rot_cos_MD,rot_cos_MO,rot_cos_AD,rot_cos_AO,rot_cos_P_M,rot_cos_P_D,rot_cos_chi,rot_cos_det
0,0,0.00017983237921725959,1.9782906424126168e-09,0.001110379584133625,1.519400993910125e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0,0.00390625,0.0,0.0,0.99609375,0.0,0.8493310463697775,0.9615196294246133,0.9953752774972329,0.9951080553209505,0.9996448563225934,0.9980117801721491,0.9788303580894548,0.9852136444420136,-0.9876453745634788,-0.6019425533824653,-0.01014999334888396,207226,4344,0.9987106942522067,201838,16440,0.9995339834931534,25631,4344,0.9609192381214644,465889,280491,0.9969805898932055,0.5361227048157498,-1.8467117431810212,0.48672861643754795,-59.96092373015516,0.13549271823375386,0.46110066578210823,-4.688527893334566,0.5015434119570599,-2.4413699313605224,0.5301453148144631,0.9999999999999939,0.9999999999999941,0.9999999999999919,0.9999999999999919,0.9999999999996475,0.9999999999999913,0.9999999999999997,0.9999999572949014
0,1,0.00017983237921725959,1.9782906424126168e-09,0.001110379584133625,1.519400993910125e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0,0.00390625,0.0,0.0,0.99609375,0.0,0.99639704918052,0.9991040684258455,0.9998868551061645,0.9998738619103072,0.9996087103760004,0.9999490890283382,0.9995800370081525,0.985287422572295,-0.8315521839421557,-0.8353818169471616,-0.09658966528971692,207226,4344,0.9991586342760143,201838,16440,0.9995989226751879,25631,4344,0.9996640504460235,465889,280491,0.9999582843654294,0.42278922050158824,-4.321392422979363,0.2982332241022161,-51.22087694691346,0.2712071833071704,-0.011028228058848009,0.7214728464404184,0.9217110172592223,0.20116963852772463,0.8514187427852343,0.999999999999221,0.9999999999995105,0.9999999999988719,0.999999999999355,0.9999999999981037,0.9999999999978393,0.9999999999999479,0.9999998497975726
0,2,0.00017983237921725959,1.9782906424126168e-09,0.001110379584133625,1.519400993910125e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0,0.00390625,0.0,0.0,0.99609375,0.0,0.9986045942996709,0.9994078002315321,0.9999289390597456,0.9998971557764537,0.9996014016115619,0.9999757406832214,0.9997753894475708,0.9828118166573152,-0.459449488725446,-0.7436555220009303,-0.10609321692380672,207226,4344,0.9995914297759835,201838,16440,0.9996416170557153,25631,4344,0.9998256369448183,465889,280491,0.9999786044869219,0.09912236880649415,-0.6116252242258453,0.7903252904573214,-81.73407056746197,0.07639068518522442,0.22176980442444738,0.0999277143740368,0.6174122344084609,0.8910919181922008,0.9556347896181199,0.999999999992377,0.9999999999970101,0.9999999999931306,0.999999999996852,0.9999999999959635,0.9999999999885454,0.999999999999579,0.9999996761561093
1,0,0.00034777578548528254,2.5813553516940146e-09,0.002101282123476267,1.694791806894358e-10,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0,0.0,0.0068359375,0.0,0.0,0.990234375,0.0029296875,0.8472934483970462,0.9619074403995646,0.9953453162170427,0.9950605091496325,0.9996063998047909,0.9981441290814508,0.9786527684399333,0.9817946588282139,-0.991422658354871,-0.744710717840229,-0.17523738419582308,207226,4344,0.9980979879041735,201838,16440,0.9995001948420186,25631,4344,0.9674481363858266,465889,280491,0.9973502291406907,0.5923590112191378,-2.569476093779527,0.4797013397387924,-46.689585651093736,0.1540302014893037,0.4792849340166491,-4.167617269706594,0.43571580765450785,-5.206868484247599,0.40380366750248503,0.8589354166482266,0.8587269484282195,0.9114508230131569,0.9029672695491613,0.9000641449995344,0.9304274297763578,0.8738093008921085,0.7709410670448223
1,1,0.00034777578548528254,2.5813553516940146e-09,0.002101282123476267,1.694791806894358e-10,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0,0.0,0.0068359375,0.0,0.0,0.990234375,0.0029296875,0.9949383071459899,0.9989513207317264,0.9998405230304984,0.9998506575364285,0.9995450350641705,0.9999512929142254,0.9994352206302866,0.9799665764130806,-0.8358845816633819,-0.8736150941129126,0.0915044151603957,207226,4344,0.9989804844541901,201838,16440,0.9994853976838088,25631,4344,0.9996921952208462,465889,280491,0.9999596024349352,0.40526931905202135,-8.688739561473467,0.24303427395821986,-59.13365603345841,0.27547463175098263,0.04656272125556598,0.8471881382767991,0.9280945225160397,0.5804354023463769,0.8905612840153424,0.8796682506660827,0.9159950040987462,0.8502023547570652,0.921796292608819,0.9580560589246754,0.9090488869181024,0.8896878682350662,0.7912765086827975
1,2,0.00034777578548528254,2.5813553516940146e-09,0.002101282123476267,1.694791806894358e-10,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0,0.0,0.0068359375,0.0,0.0,0.990234375,0.0029296875,0.9980076932179914,0.9993022945897811,0.999898344483578,0.9998684784401497,0.9995760865342137,0.9999718842333047,0.9996781072799977,0.9789702044885161,-0.40481538309431025,-0.8224851803679394,-0.10300780447682881,207226,4344,0.9994769710232139,201838,16440,0.9995630674226469,25631,4344,0.9998646607277096,465889,280491,0.9999725002735459,0.14568440645894648,-6.984869853082696,0.7198805786972926,-93.21062532668392,0.05522365616449188,0.2603975885950139,0.40065818782547746,0.6949081511695036,0.7305623704613635,0.8924099550224485,0.7730446934341818,0.90665848022124,0.7153539463233367,0.8890803036959883,0.931563227336582,0.8728500509601858,0.7877599884857953,0.8742469983921268
2,0,0.0013380127493292093,3.62285268451501e-09,0.0036970474757254124,1.914637198785485e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0107421875,0.0,0.0,0.9892578125,0.0,0.8383141316315142,0.9601417484395565,0.9951082309911878,0.9948372682028315,0.9995581353830548,0.9981695844957839,0.9775447003871822,0.978756390481844,-0.9939951903612205,-0.7957162460480937,-0.13921981494777763,207226,4344,0.9978160830549091,201838,16440,0.9994957186371061,25631,4344,0.9671349113569481,465889,280491,0.9974412360570146,0.5712812762883366,-2.4872730811704105,0.48091209777484717,-27.26276153184328,0.20144929405695508,0.5073357871501106,-6.702474479980752,0.3514907854287979,-4.880134418855089,0.47064150046273884,0.7545124199439005,0.7544482031194248,0.7486514400735221,0.7287723731204256,0.750532988912975,0.8055842990690908,0.739661813981592,0.46774934036998495
2,1,0.0013380127493292093,3.62285268451501e-09,0.0036970474757254124,1.914637198785485e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0107421875,0.0,0.0,0.9892578125,0.0,0.9941384266901475,0.9986839942078131,0.9997939988868828,0.9998106526775564,0.9994931699931267,0.9999410508930573,0.9992778581895122,0.9792195856792988,-0.8457226890707277,-0.8766404161834394,0.13504592284010833,207226,4344,0.9986594338734567,201838,16440,0.9994802871725117,25631,4344,0.9995779746809812,465889,280491,0.9999455503680159,0.43056371095870744,-6.732660647603104,0.27547320934679603,-35.214570266333425,0.2536048148792143,0.014542003568347705,0.8230196545860864,0.9327683015483133,0.6493256166109693,0.9011752480804512,0.8167592733778337,0.8054775370613088,0.7489539610409481,0.7554079074519898,0.8466610965440636,0.8660664303592376,0.7684340036105458,0.523547498003668
2,2,0.0013380127493292093,3.62285268451501e-09,0.0036970474757254124,1.914637198785485e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0107421875,0.0,0.0,0.9892578125,0.0,0.9962516435270078,0.9989180873378344,0.9998365302079745,0.9998182967273351,0.9994850858607519,0.9999671446198858,0.9994408108103047,0.9759265818036902,-0.47485701646685496,-0.8282929034118792,-0.12205642881399617,207226,4344,0.9990694852136943,201838,16440,0.9995358429042251,25631,4344,0.9998281006171419,465889,280491,0.9999625049954248,0.2552005814253755,-10.811718141726532,0.8037403814028133,-22.723646251529555,0.266768609458485,0.26954028395715846,0.4888509283028917,0.8099082578257696,0.6769901767246383,0.9127269144060093,0.5578747873535381,0.8069140738594752,0.5786704639966058,0.7993729318191108,0.8429130912794939,0.7819534167044919,0.6120376038132813,0.7075846868583854
3,0,0.007978898473083973,8.810457252650394e-09,0.0067891706712543964,2.1753329693119383e-10,0.0205078125,0.0,0.0,0.0,0.9794921875,0.0,0.0,0.0166015625,0.0,0.0,0.9814453125,0.001953125,0.823465123982459,0.956434059993762,0.9943770537090988,0.9941774501166939,0.9994690890531798,0.9980851397665914,0.9746225191212261,0.9705503586469196,-0.9925184778312883,-0.8092285143280901,0.001266698788436185,207226,4344,0.9976137192326777,201838,16440,0.9994356457863233,25631,4344,0.9672206844867055,465889,280491,0.9973529813190202,0.5961084569299716,-3.738475703362111,0.4178422266915375,-12.981279206112315,0.28686522241249424,0.5457715557786151,-6.7999183572944535,0.3417761234562297,-2.7320180976846498,0.5911952832155074,0.6990509186594472,0.6920929563081725,0.5639280385100276,0.5375526791732752,0.5843994369271718,0.7216798522825466,0.6272020898279812,0.28136091310019856
