step,layer,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,D_set_rollout_MD,D_set_rollout_MO,D_set_rollout_AD,D_set_rollout_AO,D_set_rollout_no_sector,D_set_rollout_incoherent,D_set_rollout_MO_bp_std,O_set_rollout_MD,O_set_rollout_MO,O_set_rollout_AD,O_set_rollout_AO,O_set_rollout_no_sector,O_set_rollout_incoherent,O_set_rollout_MO_bp_std,r2_MD,r2_MO,r2_AD,r2_AO,r2_P_M,r2_P_D,r2_chi,r2_det,cos_persona_contrast_D_vs_O,cos_domain_contrast_M_vs_A,cos_PM_vs_PD,n_PM_given_D,npos_PM_given_D,r2_PM_given_D,n_PM_given_O,npos_PM_given_O,r2_PM_given_O,n_PD_given_M,npos_PD_given_M,r2_PD_given_M,n_PD_given_A,npos_PD_given_A,r2_PD_given_A,cos_wPM_D_vs_O,r2_PM_D_to_O,corr_PM_D_to_O,r2_PM_O_to_D,corr_PM_O_to_D,cos_wPD_M_vs_A,r2_PD_M_to_A,corr_PD_M_to_A,r2_PD_A_to_M,corr_PD_A_to_M,rot_cos_MD,rot_cos_MO,rot_cos_AD,rot_cos_AO,rot_cos_P_M,rot_cos_P_D,rot_cos_chi,rot_cos_det
0,0,0.0006554807769134641,1.0265586991575759e-10,0.0002374024479649961,7.400659945977495e-11,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6411484600243604,0.6497958975920998,0.9946660910612226,0.9943936598523462,0.9988754797536443,0.9579217391835818,0.9452928627733651,,-0.9741342533344198,-0.412086795140386,0.04097270911717841,53361,2862,0.9969927756984169,49881,3016,0.9981180807222918,6888,2862,0.28441267276965276,115992,52547,0.9674165125202507,0.7011439822996546,0.9667009136449104,0.9960763184378545,-0.3001696164175667,0.6887541606654249,0.42585381423817065,-18.018349332381252,0.1959050589251766,-6.198320959053346,0.04270163266843645,0.9999999999999981,0.9999999999999981,0.9999999999999986,0.9999999999999986,0.9999999999999589,0.9999999999999986,1.0000000000000002,0.0
0,1,0.0006554807769134641,1.0265586991575759e-10,0.0002374024479649961,7.400659945977495e-11,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9977237291568153,0.99785062654248,0.9998040575569331,0.999811698900331,0.999542281903671,0.9999574693471143,0.9992226487955455,,-0.7345461719575669,-0.9075210612522031,-0.09811078443664967,53361,2862,0.9992792438303493,49881,3016,0.9993052553827386,6888,2862,0.9998910529581021,115992,52547,0.9999597443887931,0.4433433810264585,-9.438517598800164,0.9873898582049497,-20.701488920221923,0.36968570734870027,-0.1342682707327886,0.9005068408534975,0.9734949748467397,0.8997701273171896,0.9693675706256611,0.999999999999757,0.9999999999997846,0.9999999999997011,0.9999999999997252,0.999999999999502,0.9999999999985466,0.9999999999999808,0.0
0,2,0.0006554807769134641,1.0265586991575759e-10,0.0002374024479649961,7.400659945977495e-11,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9986058078354922,0.9990524067742812,0.999839961206926,0.9998838501893206,0.9996145074194547,0.999981304708868,0.9995607657010965,,-0.6817972337429627,-0.880905092062966,-0.0010314912008590122,53361,2862,0.9992895391861821,49881,3016,0.999534901388775,6888,2862,0.9998799623729483,115992,52547,0.9999872334278483,0.4591620557298832,-3.13464137230672,0.9614059531037709,-5.284144156695546,0.5924940724581707,0.16228099529357168,0.9127367624408558,0.9902658715344543,0.8926506452326909,0.9892610543947151,0.9999999999990811,0.9999999999987716,0.9999999999987678,0.9999999999981356,0.9999999999980159,0.9999999999946952,0.9999999999999027,0.0
1,0,0.004417162388563156,1.790628895159685e-10,0.0008327999385073781,1.1279093631300086e-10,0.0048828125,0.0,0.0,0.0,0.9931640625,0.001953125,0.0,0.0009765625,0.0,0.0,0.99609375,0.0029296875,0.00390625,0.0,0.0,0.0,0.9931640625,0.0029296875,0.0,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386,0.6595113777714767,0.6436184263360496,0.9946855547369643,0.994564640791807,0.9987824496336785,0.9600796975483024,0.9476226224709794,,-0.9492583590379658,-0.49205715486458906,-0.028724650862960766,53361,2862,0.9967323830314618,49881,3016,0.9981344644389769,6888,2862,0.28553709201091915,115992,52547,0.967550904891634,0.6624630093701488,0.5978261107802939,0.889854928807017,-4.414506210321546,0.4147962860320908,0.48565290527684074,-53.692432408062174,0.22033143010444223,-2.166778040967334,0.108395351659772,0.7127815297139191,0.7739691987764689,0.9367094753468175,0.9455127373038983,0.8458986422304271,0.8756100570574267,0.8664301836765124,0.0
1,1,0.004417162388563156,1.790628895159685e-10,0.0008327999385073781,1.1279093631300086e-10,0.0048828125,0.0,0.0,0.0,0.9931640625,0.001953125,0.0,0.0009765625,0.0,0.0,0.99609375,0.0029296875,0.00390625,0.0,0.0,0.0,0.9931640625,0.0029296875,0.0,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386,0.9971372820504235,0.9976026990775186,0.999791307086783,0.999794149008427,0.9994856416619299,0.9999574572373154,0.9991235957118471,,-0.8099882230336304,-0.9240780016872229,-0.033087533152727035,53361,2862,0.9991923061772693,49881,3016,0.9990274978977189,6888,2862,0.9995040550047216,115992,52547,0.9999601130906656,0.3303875636529824,-8.066564366977087,0.9607952888929936,-40.531753307915345,0.26621427403764636,0.008718961660675493,0.8936669635111119,0.9680320617062453,0.9212767014964808,0.992202842512744,0.8390330562757328,0.9230792641593581,0.8257910436480633,0.9141842960897008,0.8513055932506094,0.943346276635019,0.8779143265079539,0.0
1,2,0.004417162388563156,1.790628895159685e-10,0.0008327999385073781,1.1279093631300086e-10,0.0048828125,0.0,0.0,0.0,0.9931640625,0.001953125,0.0,0.0009765625,0.0,0.0,0.99609375,0.0029296875,0.00390625,0.0,0.0,0.0,0.9931640625,0.0029296875,0.0,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386,0.998352490338664,0.9988676268828134,0.9998174277318624,0.9998635776289116,0.9994448238713732,0.9999804550338409,0.999510313243659,,-0.7418345812003889,-0.9352813537686451,0.24182557664611085,53361,2862,0.9990866217512187,49881,3016,0.999282666698056,6888,2862,0.9998989813482078,115992,52547,0.999984793163524,0.36657493180813866,-44.36280199980131,0.9654520299183843,-10.472190845206056,0.5875362681611491,0.2129225723362573,0.8959037818828578,0.9874847401097574,0.9068245072369896,0.9891641554440365,0.8956282811969797,0.8911761872947181,0.8123475066083538,0.9026993413032721,0.7791558571219632,0.8379854437272438,0.8963931331162676,0.0
2,0,0.013219496235251427,2.778561547511771e-10,0.0036558981519192457,2.0117470189706665e-10,0.03125,0.0,0.0,0.0,0.96875,0.0,0.0,0.0107421875,0.0,0.0,0.98828125,0.0009765625,0.013671875,0.0,0.0,0.0,0.984375,0.001953125,0.0,0.0,0.0009765625,0.0,0.0,0.9970703125,0.001953125,0.007751224544134543,0.643406142055412,0.6632353459454476,0.9948510443279742,0.9947700991691956,0.9987273524442162,0.9587478316484412,0.9476000939103109,,-0.9636527521909566,-0.5470706317836179,-0.027267232284086656,53361,2862,0.9964380713603226,49881,3016,0.9977963356293614,6888,2862,0.27807675384136665,115992,52547,0.9679078177053134,0.6088095781758813,-1.1229558314652852,0.6168657761854185,-11.462353200037379,0.28015398982913253,0.46069227261285206,-26.970885152746963,0.2630865735766452,-4.034281415234625,0.15461986710125072,0.4810276911145785,0.5302770923429658,0.8880264326175744,0.895355270562554,0.7803394312310731,0.7089455157438641,0.7527079790173493,0.0
2,1,0.013219496235251427,2.778561547511771e-10,0.0036558981519192457,2.0117470189706665e-10,0.03125,0.0,0.0,0.0,0.96875,0.0,0.0,0.0107421875,0.0,0.0,0.98828125,0.0009765625,0.013671875,0.0,0.0,0.0,0.984375,0.001953125,0.0,0.0,0.0009765625,0.0,0.0,0.9970703125,0.001953125,0.007751224544134543,0.996441517123627,0.9968679712602464,0.9997153965426909,0.9997543917048196,0.9991176721648514,0.9999536247104779,0.9989494153700568,,-0.7960057083344368,-0.94301840245889,0.016830405035787657,53361,2862,0.998912972630212,49881,3016,0.9988989777837999,6888,2862,0.9998740787995218,115992,52547,0.9999557904959803,0.2690486466420338,-21.299570335063144,0.904123131979673,-51.67832649475695,0.23962711024467212,0.05467447649921329,0.8409388568715486,0.9816492717161803,0.9305298835289689,0.9971557903051568,0.6743441381788641,0.8204576442232255,0.6553673179622808,0.8301116125191974,0.7197225296743979,0.8496488006430775,0.746277666017065,0.0
2,2,0.013219496235251427,2.778561547511771e-10,0.0036558981519192457,2.0117470189706665e-10,0.03125,0.0,0.0,0.0,0.96875,0.0,0.0,0.0107421875,0.0,0.0,0.98828125,0.0009765625,0.013671875,0.0,0.0,0.0,0.984375,0.001953125,0.0,0.0,0.0009765625,0.0,0.0,0.9970703125,0.001953125,0.007751224544134543,0.9979919648168457,0.9986099881632009,0.9997734839836085,0.9998399066579999,0.9992211096008932,0.999982290973619,0.9994267651536686,,-0.7232113221217898,-0.960454095732794,0.35554003850479005,53361,2862,0.9987243015461224,49881,3016,0.9990274865595772,6888,2862,0.9998235754116687,115992,52547,0.9999837804969187,0.32985306181695884,-89.77521763228056,0.9526294073795533,-10.156886118576093,0.5526421133126307,0.20077195720863317,0.9400380516337491,0.9890665151280909,0.9240554355369922,0.9916278025194615,0.7185789001429768,0.7051752222184462,0.654806898160322,0.7625939494968129,0.5791745557506973,0.7227469383404808,0.7331024495244688,0.0
3,0,0.03569154068827629,4.5711859297803414e-10,0.015484834089875221,3.2633390434355647e-10,0.060546875,0.0,0.0,0.0,0.9365234375,0.0029296875,0.0,0.0126953125,0.0,0.0,0.986328125,0.0009765625,0.02734375,0.0,0.0,0.0,0.97265625,0.0,0.0,0.0,0.001953125,0.0,0.0,0.9970703125,0.0009765625,0.010874539771152386,0.6577971973184551,0.6648611575805358,0.9938782611114814,0.993536954352815,0.9984129122994074,0.9608299439346073,0.9459697395399141,,-0.9740582630568059,-0.5477336400803889,-0.10616172450622018,53361,2862,0.9956038380454815,49881,3016,0.9975966988113791,6888,2862,0.3035160406320583,115992,52547,0.9701755126596463,0.5510649320135759,-0.030008430685050103,0.7542281290562219,-12.81496261139836,0.263723818896043,0.47346973508781237,-5.81791527594759,0.36584208399002854,-4.041820106678788,0.19909947993050606,0.3011970772673668,0.27980403992512387,0.8384210496236931,0.8290321918132089,0.4599430667672988,0.47768388399652006,0.6321866242692432,0.0
