seed,step,layer,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,r2_MD,r2_MO,r2_AD,r2_AO,r2_P_M,r2_P_D,r2_chi,r2_det,cos_persona_contrast_D_vs_O,cos_domain_contrast_M_vs_A,cos_PM_vs_PD,n_PM_given_D,npos_PM_given_D,r2_PM_given_D,n_PM_given_O,npos_PM_given_O,r2_PM_given_O,n_PD_given_M,npos_PD_given_M,r2_PD_given_M,n_PD_given_A,npos_PD_given_A,r2_PD_given_A,cos_wPM_D_vs_O,r2_PM_D_to_O,corr_PM_D_to_O,r2_PM_O_to_D,corr_PM_O_to_D,cos_wPD_M_vs_A,r2_PD_M_to_A,corr_PD_M_to_A,r2_PD_A_to_M,corr_PD_A_to_M,rot_cos_MD,rot_cos_MO,rot_cos_AD,rot_cos_AO,rot_cos_P_M,rot_cos_P_D,rot_cos_chi,rot_cos_det
0,0,0,0.0023348447866737,5.252582258030714e-10,7.449543045368046e-05,5.28118937470623e-10,0.005859375,0.0,0.0,0.0,0.9931640625,0.0009765625,0.0,0.0,0.0,0.0,1.0,0.0,0.9057017255996548,0.5200457434268919,0.9981333591785414,0.998158448001304,0.9995132560035532,0.9825800239144168,0.978468177343989,0.9947732027504514,-0.9421945540747902,-0.2030686883539037,-0.2241439555899181,208283,17145,0.99959772118185,200781,3639,0.9977090703363216,25631,21992,0.4535371007829543,465889,191138,0.9963898334956904,0.4946073625331216,-7.239239214998784,0.3344146187153979,0.5577313793551443,0.881549744023352,0.3863424957632051,-90.45272828071292,0.1539319440507743,-16.459258815251562,0.1004314253669694,0.9999999999999748,0.9999999999999774,0.9999999999999716,0.999999999999971,0.9999999999996362,0.9999999999999832,0.9999999999999972,0.9999999448969048
0,0,1,0.0023348447866737,5.252582258030714e-10,7.449543045368046e-05,5.28118937470623e-10,0.005859375,0.0,0.0,0.0,0.9931640625,0.0009765625,0.0,0.0,0.0,0.0,1.0,0.0,0.9754630503029078,0.8801589998969269,0.9998536507747802,0.9998445218260684,0.9995748626189936,0.9956734531891078,0.9952147885888928,0.9923703930406054,-0.9712803840322504,0.1484536637257108,0.1814097975071309,208283,17145,0.999845555571838,200781,3639,0.9994622362675776,25631,21992,0.8558053689228807,465889,191138,0.9997693156395764,0.2626616335225679,-6.436498695714237,0.5295116463519944,-15.386006948072186,-0.5390092690555317,0.0888006546610983,-192.0716244316338,-0.7117480957340118,-1.853302296861595,-0.1066211286401502,0.999999999999982,0.9999999999999812,0.9999999999986324,0.99999999999885,0.9999999999987502,0.9999999999999823,0.9999999999999952,0.9999995916960026
0,0,2,0.0023348447866737,5.252582258030714e-10,7.449543045368046e-05,5.28118937470623e-10,0.005859375,0.0,0.0,0.0,0.9931640625,0.0009765625,0.0,0.0,0.0,0.0,1.0,0.0,0.9995615810391284,0.9992297466715758,0.999928922703592,0.9999033403134308,0.9996155517698998,0.9999414564319318,0.9998692493880816,0.9910991710741998,-0.1622477239154494,-0.5011070217117336,0.5620399100340585,208283,17145,0.999827941055009,200781,3639,0.9998599236879592,25631,21992,0.9998704804289325,465889,191138,0.9999478887451512,0.2119226410161483,-71.57001015161147,-0.1532485637331789,-5.415424290250154,0.1837764483883703,0.0962668425612305,-3.2818521892946313,0.518191982798481,-1.0772248503402118,0.989385160999918,0.9999999999934738,0.9999999999856728,0.9999999999939464,0.999999999996252,0.9999999999955284,0.9999999999917436,0.999999999999194,0.9999988582648408
0,1,0,0.0078145684674382,6.677765007623292e-10,0.0002217207511421,7.045707905994901e-10,0.0146484375,0.0,0.0,0.0,0.9853515625,0.0,0.0,0.001953125,0.0,0.0,0.9951171875,0.0029296875,0.8998628523319165,0.4931912337237959,0.9981364134833248,0.9981760904413406,0.9994314633467248,0.9814554105820854,0.977481572598491,0.9956382190481516,-0.9335496920426554,-0.2952725320173858,-0.2558183834613704,208283,17145,0.9995292642921544,200781,3639,0.9977534942027424,25631,21992,0.4328341964484834,465889,191138,0.9965084838807542,0.5104919282737872,-33.46402248249011,0.1792102976106721,-1.9743448023401624,0.5826879241912581,0.3687613428695272,-81.22470579058133,0.1569076747886219,-9.488801200539438,0.1175947007963712,0.8755801565332008,0.8856424184503029,0.9283509335934522,0.9213011279683198,0.9689570498746968,0.9380407498222022,0.8767258712577648,0.7922146040645439
0,1,1,0.0078145684674382,6.677765007623292e-10,0.0002217207511421,7.045707905994901e-10,0.0146484375,0.0,0.0,0.0,0.9853515625,0.0,0.0,0.001953125,0.0,0.0,0.9951171875,0.0029296875,0.9777196107587064,0.8915514720592173,0.9998268453933764,0.9998406614602005,0.999495052127206,0.996162439355282,0.9955292382142048,0.9936702255948148,-0.9632751893029065,0.164373479806019,0.0648599998739971,208283,17145,0.999810842766934,200781,3639,0.999182029581942,25631,21992,0.8692262505275161,465889,191138,0.9997778924572626,0.2845963184542952,-4.179266620614352,0.2853863627826538,-16.682094918079144,-0.6087072133078792,0.1509259922299835,-193.112317707874,0.1779406643717692,-0.6899756796889511,-0.0360134775509772,0.8362742642834182,0.8401925067371183,0.8878687385776562,0.8917771480021776,0.9638627160698016,0.8504207959056796,0.8245913821950234,0.8360240139369607
0,1,2,0.0078145684674382,6.677765007623292e-10,0.0002217207511421,7.045707905994901e-10,0.0146484375,0.0,0.0,0.0,0.9853515625,0.0,0.0,0.001953125,0.0,0.0,0.9951171875,0.0029296875,0.9995399651539272,0.9991085006416116,0.9999122885296464,0.9999031283461596,0.9995680926471244,0.9999485877697368,0.999847774613331,0.9930188508127036,-0.3232867550564781,-0.6762850680471799,0.4522947174812041,208283,17145,0.9998025678729512,200781,3639,0.999781648957492,25631,21992,0.9998781676320262,465889,191138,0.9999479362501128,0.1420837877753659,-61.78869243323329,-0.1083150523910302,-5.561024538749468,-0.1087863948103794,0.1700416434789125,-2.468138558967208,0.6847333460528254,-0.8404647392752254,0.9829738258260696,0.8990018469419463,0.910116758954452,0.9189447496494054,0.9155842033620586,0.9014703686672352,0.9214502139004992,0.9206624068632412,0.5360119675599343
0,2,0,0.02395461499691,1.1140365296924415e-09,0.0005550897330977,8.43365044467248e-10,0.048828125,0.0009765625,0.0,0.0,0.94921875,0.0009765625,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.9072277232212076,0.5142444382651765,0.9980832517138072,0.9981337199551062,0.999348521319996,0.9829946249939796,0.9787029669310447,0.9939904144848044,-0.9311533167832472,-0.2908087797418164,-0.2063747962738637,208283,17145,0.9994922199551712,200781,3639,0.9975456692775816,25631,21992,0.4455454792288682,465889,191138,0.9965023968151572,0.5443597601804088,-46.6689524036602,0.1573534181009246,-3.8851007687286385,0.4923672009149163,0.3635121951436469,-49.40829542312123,0.2163079627506204,-8.687303001464889,0.1195859184351778,0.8153713378044629,0.8490945579514748,0.8247352269837422,0.803042112061744,0.8884289148635705,0.8250725021652441,0.8232786050465216,0.1660806465585684
0,2,1,0.02395461499691,1.1140365296924415e-09,0.0005550897330977,8.43365044467248e-10,0.048828125,0.0009765625,0.0,0.0,0.94921875,0.0009765625,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.9770769887802316,0.8884421499806133,0.9998191704667456,0.9998411467018714,0.999381142800287,0.9961085217382608,0.9953808508294874,0.9933307816416592,-0.9536639448297328,0.0606659047107839,0.0434496630069374,208283,17145,0.999764147843531,200781,3639,0.9990836999642986,25631,21992,0.8908374738025084,465889,191138,0.9997813296217634,0.3162768830639495,-6.788043523306757,0.1643595446716735,-13.348623968460622,-0.3737193052489052,0.1503712018714086,-193.5625953930764,0.2006737395235066,-0.4685021479649891,-0.013921880473098,0.7507498842328005,0.7629931097327424,0.673114427300197,0.7306801593068991,0.9124792027279812,0.7914722491127127,0.7153905331432653,0.514770330574739
0,2,2,0.02395461499691,1.1140365296924415e-09,0.0005550897330977,8.43365044467248e-10,0.048828125,0.0009765625,0.0,0.0,0.94921875,0.0009765625,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.9994178062131104,0.9989868946227342,0.9998879477846944,0.9999030170667182,0.9994607433159022,0.9999472899974702,0.9998231766150912,0.9927977406343258,-0.3975282326760041,-0.6868161635795547,0.4266313220806793,208283,17145,0.9997798278794616,200781,3639,0.9997349554614106,25631,21992,0.9998370590603228,465889,191138,0.9999424990804696,0.1325851546843564,-51.26683833371897,0.0185291355338533,-5.148168091244597,-0.166477590812573,0.061786291585593,-2.1316694659886615,0.7643849115101925,-0.2816564536918819,0.9861924157510537,0.7798565943869904,0.7804581155834653,0.8026422454574625,0.7970405471369266,0.7774131073889581,0.8462670906112241,0.7940113388062743,0.4145470689662415
0,3,0,0.0544907301664352,1.4902562517349336e-09,0.0014469176530838,9.03214725234136e-10,0.1162109375,0.0,0.0,0.0,0.8837890625,0.0,0.0,0.0009765625,0.0,0.0,0.9970703125,0.001953125,0.9046441655149672,0.5225952414386658,0.9980476523637902,0.9980209176664444,0.999187118344024,0.9823584661033576,0.977757391838366,0.9927325150008424,-0.9004420089595693,-0.2915573701923729,0.0487936104223349,208283,17145,0.9994524642039716,200781,3639,0.997071860175299,25631,21992,0.4642334554830053,465889,191138,0.9965242978432362,0.5891301886842295,-45.3099953870391,0.1607711246886308,-5.546346376420377,0.4423249170722208,0.3884934770788694,-13.985475002972244,0.3391922249046548,-9.113955351554328,0.1411284463468319,0.8019642994972976,0.8181372818018182,0.6246447623633773,0.4970540664569521,0.6758289028167483,0.6289047040628244,0.7135644644036695,0.0627888132866004
0,3,1,0.0544907301664352,1.4902562517349336e-09,0.0014469176530838,9.03214725234136e-10,0.1162109375,0.0,0.0,0.0,0.8837890625,0.0,0.0,0.0009765625,0.0,0.0,0.9970703125,0.001953125,0.9773124283239472,0.8925395203333917,0.999801824812771,0.9998289325257248,0.9992602224066718,0.996123418036341,0.9953204203868082,0.9910075760250174,-0.9358589993066788,-0.1271728363546943,-0.0012554483727252,208283,17145,0.9997062004075048,200781,3639,0.998928453459564,25631,21992,0.9071434509629016,465889,191138,0.99979174365454,0.2805150449864812,-12.371209609899326,0.1437721909810887,-11.56617537484083,0.3311755195047313,0.1481672122997292,-137.07391659942277,0.22152167355527,-1.3682881470315134,-0.0838696871253664,0.7189152720876169,0.7351279183368434,0.3727561441073157,0.538612120584635,0.818110593645328,0.7893833540121135,0.6507564574567685,0.0328655829541091
0,3,2,0.0544907301664352,1.4902562517349336e-09,0.0014469176530838,9.03214725234136e-10,0.1162109375,0.0,0.0,0.0,0.8837890625,0.0,0.0,0.0009765625,0.0,0.0,0.9970703125,0.001953125,0.9992855334163876,0.9989297024807796,0.9998692367173616,0.9998982042726172,0.99933610334749,0.9999401221699704,0.9998089158058788,0.9890005870989992,-0.3584529811959546,-0.7111574075852586,0.3002093895340356,208283,17145,0.9997387152486136,200781,3639,0.9995717306907952,25631,21992,0.9998649503040408,465889,191138,0.9999363314469322,0.0455992469251136,-32.68029748223579,0.0298943686993549,-4.639574344025888,-0.2440314380757821,-0.0798875173305326,-1.3320436523218642,0.8484096449366442,0.0384865431011385,0.993089279280428,0.6434100269367703,0.5647185376564965,0.639235851752686,0.579151058030165,0.5801356474591286,0.6953420905833548,0.6063883855417691,0.2827393772633087
0,5,0,0.1466847062110901,1.6150054626962172e-09,0.0069826170802116,6.689552245475737e-10,0.3447265625,0.001953125,0.0,0.0,0.6533203125,0.0,0.0,0.0087890625,0.0,0.0,0.990234375,0.0009765625,0.905111228945206,0.5292257682312431,0.997890338585534,0.9979241871338396,0.9989471240500708,0.9825210170722164,0.9774292550376704,0.9830801866262404,-0.8505239770303347,-0.3404085157313147,-0.1656381904718268,208283,17145,0.9988244343912916,200781,3639,0.9961976039265,25631,21992,0.4684209297961973,465889,191138,0.9962748192509217,0.593753609918442,-113.74078108052534,0.1100206232489302,-13.604160632137516,0.3124100614332567,0.4585484441286205,0.386792941093553,0.7798134279771274,-4.03064901551369,0.2370015906025072,0.4498717980187082,0.3995835308918824,0.6134367710663297,0.4388831844291856,0.5951598349223522,0.4472927236889488,0.489715781548964,0.1219259437200431
