step,layer,delta_rms,frac_along_PM,frac_along_PD,frac_probe_span,signed_mean_proj_PM,signed_mean_proj_PD
0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.5205837525941481,0.00025505529162472867,0.0001606129410885551,0.0021622539309690885,-0.00042195544547083845,-0.04981548992938955
1,1,0.5634967277867303,9.944870462110146e-05,0.000601165769811861,0.0015579293142127036,0.0318794077518151,-0.11924135442581758
1,2,0.9325229615144924,0.0008856145443128453,0.00023333367152618458,0.0017626049931965203,0.12263655423114564,0.10084599960004983
2,0,1.0476661910784697,9.176973126836674e-05,0.00023240852197713738,0.0015497816046462665,-0.027049286004542795,-0.12198340962838188
2,1,1.1337274271301694,6.530428084608385e-05,0.0005346254743435078,0.001017218683144893,0.009330627948491994,-0.22854382380085017
2,2,1.8102384204451771,0.0006585127619957189,0.0002045882626120574,0.0013439490520636397,0.20179174477035305,0.16511554639611634
3,0,1.5821609533333372,6.836713342599049e-05,0.00022781197352920708,0.0015704768702635803,-0.03674874006248009,-0.19444692367404065
3,1,1.7263263531067432,6.000780194333484e-05,0.00047750103582162835,0.0008196739814589993,-0.015975918063434093,-0.3291268028653037
3,2,2.7174025724684463,0.0006504778062230121,0.00016966656331545836,0.001267012807074024,0.33318377064103083,0.2110099924902494
5,0,2.6475849435134853,5.696269150395402e-05,0.0002119926242487789,0.001724105460307978,-0.050680989979202354,-0.3340917738519743
5,1,2.940824905388506,6.046464245783485e-05,0.000379635674415559,0.0006327092803223531,-0.07017574579047878,-0.4954383851032295
5,2,5.842898456000564,0.00042002801157721404,8.584901115473355e-05,0.00075762863447101,0.7280404597697565,0.3192019976831492
7,0,3.7148763369947644,4.4102719505977536e-05,0.00018219872028898507,0.0017567043324812832,-0.05015192206667442,-0.46465575362314826
7,1,4.162606199648426,5.792144025615326e-05,0.00030762511063237914,0.0005156730878772274,-0.122493722487322,-0.6224356709404781
7,2,14.480621051165048,0.00013924726968386904,3.303626568351724e-05,0.0002927204512327235,1.4321748160353012,0.5315755217049846
9,0,4.757989080836856,3.947316407356284e-05,0.00014263877191382477,0.0018625831127306656,-0.018400065494676106,-0.5521873921888949
9,1,5.329419676382454,5.11136336152632e-05,0.00022566098050077351,0.00042622327599649214,-0.129948008072873,-0.683730008629617
9,2,16.607713473190916,0.00013099109473064844,3.109709900932169e-05,0.0002928097866382395,1.5789831448535798,0.419690509191309
11,0,5.779343875152386,3.5755162063601206e-05,0.00010644874268726105,0.0019513120524848359,0.04303910789305146,-0.6004608056884616
11,1,6.4398121732167475,2.369483699700764e-05,0.00015900327609005385,0.0003709956806183712,-0.08313769247083842,-0.7094574966748671
11,2,17.537912534095454,0.0001247474311583923,2.8636723290991755e-05,0.00032828326279036316,1.5847040371034737,0.36932946146474716
14,0,6.978644130908591,3.816166679903056e-05,7.809154867466178e-05,0.002073373934961811,0.12484805726312602,-0.6437595205796645
14,1,7.839653710208962,6.804566846916149e-06,0.00015233243553187302,0.00040316479072189596,0.00613441495154362,-0.8687336741074219
14,2,18.863520857814514,0.00017371749245985563,2.5284810868722496e-05,0.0005041075451019366,2.0198536494185557,0.2571881163112238
18,0,7.5094317970687,5.0538320887065606e-05,7.942366199275026e-05,0.0021280477178687806,0.2738631288687923,-0.7045675056034065
18,1,8.435598221821612,4.427984615607274e-06,0.00020188891443855944,0.0006113047475056044,0.14838083210320685,-1.0627069435639234
18,2,19.38168784629665,0.00018517472972830475,2.3164190057985914e-05,0.0006410624579481748,2.032299694061256,0.1061066460269052
