key_feature,paired_feature,abs_interaction_score,signed_interaction_sum,pair_count
628,0,0.0,0.0,0
628,1,0.0,0.0,0
628,2,0.0,0.0,0
628,3,0.0,0.0,0
628,4,0.0,0.0,0
628,5,0.0,0.0,0
628,6,0.0,0.0,0
628,7,0.0,0.0,0
628,8,0.0,0.0,0
628,9,0.0,0.0,0
628,10,0.0,0.0,0
628,11,0.0,0.0,0
832,0,0.0,0.0,0
832,1,0.0,0.0,0
832,2,0.0,0.0,0
832,3,0.0,0.0,0
832,4,0.0,0.0,0
832,5,0.0,0.0,0
832,6,0.0,0.0,0
832,7,0.0,0.0,0
832,8,0.0,0.0,0
832,9,0.0,0.0,0
832,10,0.0,0.0,0
832,11,0.0,0.0,0
1307,327,0.00257875001989305,0.00257875001989305,8
1307,1439,0.001278385054320097,0.001278385054320097,2
1307,2108,0.001160513493232429,0.001160513493232429,6
1307,880,0.0010171376634389162,0.0010171376634389162,4
1307,41,0.0009081721655093133,0.0009081721655093133,15
1307,1993,0.0008777552284300327,0.0007789125083945692,11
1307,2114,0.0006675750482827425,0.0005129764904268086,4
1307,3054,0.0006163672660477459,0.0006163672660477459,9
1307,2444,0.0005777099286206067,-0.0005777099286206067,76
1307,3044,0.0005604327307082713,0.0005604327307082713,25
1307,1186,0.0005200095474720001,0.0005200095474720001,6
1307,1137,0.000507672259118408,-0.000507672259118408,2
2801,1210,0.007557074073702097,-0.0040136948227882385,54
2801,327,0.006135198753327131,0.005879548843950033,8
2801,739,0.0043454947881400585,0.0018820007098838687,95
2801,25,0.0037014330737292767,0.0037014330737292767,6
2801,880,0.003551474306732416,0.003551474306732416,4
2801,2108,0.0033762389793992043,0.0033762389793992043,6
2801,704,0.0026511047035455704,0.0026511047035455704,3
2801,41,0.002635817276313901,0.002635817276313901,15
2801,1993,0.0023324196226894855,0.0023324196226894855,11
2801,1641,0.0021949782967567444,0.0021949782967567444,6
2801,925,0.002119163516908884,0.002119163516908884,6
2801,2114,0.002009105868637562,0.002009105868637562,4
