pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.04,0.01,0.46,0.49",0,sgd_accum,0,all,61440,-8.468721885558956e-05,-0.00044214916607747824,6.97665831247659e-05,0.0007431595216802134,1.770657016447706e-05,3.87006782696633e-05,-2.785934433821738e-06,-6.081973009682738e-06,-1.4920635730814258e-05,-6.881544772954084e-05,-6.698064869090481e-05,-0.0001465222614669876,-0.00017494630657937136,-0.00019149080943666797,6.5860073475133835e-09,5.2210391790498966e-05
"0.04,0.01,0.46,0.49",0,sgd_accum,0,Octx,24616,-2.1895058809414816e-05,-0.00011431337720876333,1.8703747309290232e-05,0.00019923389223666166,1.0792792574479525e-05,2.3589457990803326e-05,-7.60148107509726e-06,-1.659479209958818e-05,-3.1913115003531217e-06,-1.4718644279190378e-05,-1.1102266233976229e-05,-2.4286554218332967e-05,-5.899307976801401e-05,-6.457199821371339e-05,1.4147896965787944e-09,1.1215706339506162e-05
"0.04,0.01,0.46,0.49",0,sgd_accum,0,Dctx,26554,-1.5159208847810961e-05,-7.914572754931786e-05,1.3037666293878243e-05,0.00013887831986063466,1.98840210903299e-06,4.345986239999654e-06,1.3314044533328395e-07,2.9065888456798706e-07,-2.1215425539420137e-06,-9.78476409187331e-06,-1.3170806739147707e-05,-2.8811551193988502e-05,-3.005213680680544e-05,-3.2894138292801304e-05,4.224579414082861e-09,3.3490236910018045e-05
"0.04,0.01,0.46,0.49",0,sgd_accum,1,all,61440,-3.7299568903290975e-05,-0.00019473981444309804,3.536767147610896e-05,0.000376739416492905,-2.5393668965372327e-06,-5.5502121731446705e-06,4.471264323675523e-06,9.761216418308547e-06,-1.931897427152131e-06,-8.910102010094901e-06,-3.9838935799800016e-05,-8.714891661862134e-05,-6.565660915916641e-05,-7.186569112879011e-05,2.4086281993437662e-09,1.909433368805189e-05
"0.04,0.01,0.46,0.49",0,sgd_accum,1,Octx,24616,-2.0065966028505906e-05,-0.0001047637443516934,1.9605470213519708e-05,0.00020883912058784613,-1.0958882197834766e-06,-2.3952474713844144e-06,1.5563840348006432e-06,3.397741733416659e-06,-4.6049581501845975e-07,-2.1238522446218692e-06,-2.1161854248480336e-05,-4.6292217258611814e-05,-3.701916398757975e-05,-4.052003048966492e-05,3.261450394415171e-09,2.5855058142621884e-05
"0.04,0.01,0.46,0.49",0,sgd_accum,1,Dctx,26554,-1.992294190186839e-06,-1.0401702012132786e-05,7.410503537784456e-07,7.893730806195198e-06,5.298727425443246e-07,1.158125732007211e-06,7.213710938424197e-07,1.5748251177240883e-06,-1.2512438364084183e-06,-5.770860328923445e-06,-1.462421447601828e-06,-3.1990926022420253e-06,-2.5418461924919112e-06,-2.782226126294124e-06,3.78351827481676e-09,2.9993736880551568e-05
"0.04,0.01,0.46,0.49",0,sgd_accum,2,all,61440,4.120220217074163e-06,2.1511533353591375e-05,2.657582768662492e-07,2.830879556840017e-06,-1.2396819396442583e-06,-2.709532758587836e-06,-3.1462965543142516e-06,-6.868679496360861e-06,4.385978493951604e-06,2.0228566613290385e-05,2.8805382774412674e-06,6.301267469065685e-06,1.947847325528969e-06,2.1320533615001878e-06,-1.4373635412688272e-09,-1.1394659871334437e-05
"0.04,0.01,0.46,0.49",0,sgd_accum,2,Octx,24616,2.538312954915021e-06,1.3252447906845636e-05,2.3454302466703351e-07,2.4983720603497445e-06,-4.111304322094489e-07,-8.985945011375618e-07,-2.361725547416577e-06,-5.155882658717627e-06,2.772855979604633e-06,1.2788686029775095e-05,2.127182522719928e-06,4.6532782210020325e-06,3.531748150485607e-07,3.8657421541855454e-07,-2.716356449924735e-10,-2.153384091603932e-06
"0.04,0.01,0.46,0.49",0,sgd_accum,2,Dctx,26554,6.947222103874658e-07,3.6271216616773613e-06,1.0598082481908281e-06,1.1289166754658711e-05,-7.833113922543798e-07,-1.7120583995095859e-06,-9.712190663466286e-07,-2.1202681858906326e-06,1.7545304585974687e-06,8.092068008479717e-06,-8.858918183156251e-08,-1.9379160275635373e-07,-5.529937119413062e-07,-6.052897919567434e-07,-8.958951468389404e-10,-7.102184092966142e-06
"0.04,0.01,0.46,0.49",0,sgd_quarter,0,all,61440,-2.4280686068184077e-05,-0.00012676865815068684,2.0266992635136003e-05,0.0002158857131599652,5.126468385467701e-06,1.120475630247193e-05,-1.1127749534624953e-06,-2.4292988200464277e-06,-4.013693431997169e-06,-1.851155108636443e-05,-1.9154217682570147e-05,-4.1900449552711384e-05,-5.0786922044053926e-05,-5.558979209772916e-05,1.4931981935933966e-09,1.1837287539287572e-05
