step,layer,prompt,base_dec_MD,base_dec_MO,base_dec_AD,base_dec_AO,base_dec_P_M,base_dec_P_D,base_dec_chi,base_dec_det,own_dec_MD,own_dec_MO,own_dec_AD,own_dec_AO,own_dec_P_M,own_dec_P_D,own_dec_chi,own_dec_det,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,D_coh_deficit,D_coh_impossible_rate,D_dispo_MD,D_dispo_MO,D_dispo_AD,D_dispo_AO,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,O_coh_deficit,O_coh_impossible_rate,O_dispo_MD,O_dispo_MO,O_dispo_AD,O_dispo_AO,D_set_rollout_MD,D_set_rollout_MO,D_set_rollout_AD,D_set_rollout_AO,D_set_rollout_no_sector,D_set_rollout_incoherent,D_set_rollout_MO_bp_std,D_set_coh_deficit,D_set_coh_impossible_rate,D_set_dispo_MD,D_set_dispo_MO,D_set_dispo_AD,D_set_dispo_AO,D_set_coh_deficit_bp_std,O_set_rollout_MD,O_set_rollout_MO,O_set_rollout_AD,O_set_rollout_AO,O_set_rollout_no_sector,O_set_rollout_incoherent,O_set_rollout_MO_bp_std,O_set_coh_deficit,O_set_coh_impossible_rate,O_set_dispo_MD,O_set_dispo_MO,O_set_dispo_AD,O_set_dispo_AO,O_set_coh_deficit_bp_std
0,0,D,-0.03438618146657557,0.03146191793720554,1.049197822994397,-0.046273559465010994,-0.0029242635293950103,1.0148116415277997,-1.1613194818632042,0.0,-0.03438618146657557,0.03146191793720554,1.049197822994397,-0.046273559465010994,-0.0029242635293950103,1.0148116415277997,-1.1613194818632042,0.0,0.00034090265398845077,3.0416236196373347e-09,0.0011165523901581764,2.258711412350678e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.001181494399123537,0.0,0.001953125,0.0009765625,0.9296875,0.0673828125,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.0002090767934274547,0.0,0.0,0.001953125,0.0732421875,0.9248046875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00026306692378316233,0.0,0.0,0.0,0.9658203125,0.0341796875,0.001734986886487768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0003431117524327987,0.0,0.0,0.0,0.0595703125,0.9404296875,0.002356853693363948
0,0,O,-0.09474446520809199,0.08554962618175033,0.06670089246601019,0.9424939465603688,-0.00919483902637619,-0.028043572742143752,0.6954989627044537,0.0,-0.09474446520809199,0.08554962618175033,0.06670089246601019,0.9424939465603688,-0.00919483902637619,-0.028043572742143752,0.6954989627044537,0.0,0.00034090265398845077,3.0416236196373347e-09,0.0011165523901581764,2.258711412350678e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.001181494399123537,0.0,0.001953125,0.0009765625,0.9296875,0.0673828125,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.0002090767934274547,0.0,0.0,0.001953125,0.0732421875,0.9248046875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00026306692378316233,0.0,0.0,0.0,0.9658203125,0.0341796875,0.001734986886487768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0003431117524327987,0.0,0.0,0.0,0.0595703125,0.9404296875,0.002356853693363948
0,1,D,0.04833608134782175,-0.04375095452450184,0.9804802244099426,0.01493464876674322,0.004585126823290819,1.028816305757716,-0.8734585397708683,0.0,0.04833608134782175,-0.04375095452450184,0.9804802244099426,0.01493464876674322,0.004585126823290819,1.028816305757716,-0.8734585397708683,0.0,0.00034090265398845077,3.0416236196373347e-09,0.0011165523901581764,2.258711412350678e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.001181494399123537,0.0,0.001953125,0.0009765625,0.9296875,0.0673828125,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.0002090767934274547,0.0,0.0,0.001953125,0.0732421875,0.9248046875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00026306692378316233,0.0,0.0,0.0,0.9658203125,0.0341796875,0.001734986886487768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0003431117524327987,0.0,0.0,0.0,0.0595703125,0.9404296875,0.002356853693363948
0,1,O,-0.00839421728876577,0.011291412807332146,0.003743567965996064,0.9933592365154476,0.002897195518567708,-0.004650649322769818,0.9699300384533576,0.0,-0.00839421728876577,0.011291412807332146,0.003743567965996064,0.9933592365154476,0.002897195518567708,-0.004650649322769818,0.9699300384533576,0.0,0.00034090265398845077,3.0416236196373347e-09,0.0011165523901581764,2.258711412350678e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.001181494399123537,0.0,0.001953125,0.0009765625,0.9296875,0.0673828125,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.0002090767934274547,0.0,0.0,0.001953125,0.0732421875,0.9248046875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00026306692378316233,0.0,0.0,0.0,0.9658203125,0.0341796875,0.001734986886487768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0003431117524327987,0.0,0.0,0.0,0.0595703125,0.9404296875,0.002356853693363948
0,2,D,-0.0019633982438604924,-0.005387092662867521,1.0031097873121895,0.004240703594538986,-0.00735049090672979,1.0011463890683407,-0.9954453892986415,0.0,-0.0019633982438604924,-0.005387092662867521,1.0031097873121895,0.004240703594538986,-0.00735049090672979,1.0011463890683407,-0.9954453892986415,0.0,0.00034090265398845077,3.0416236196373347e-09,0.0011165523901581764,2.258711412350678e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.001181494399123537,0.0,0.001953125,0.0009765625,0.9296875,0.0673828125,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.0002090767934274547,0.0,0.0,0.001953125,0.0732421875,0.9248046875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00026306692378316233,0.0,0.0,0.0,0.9658203125,0.0341796875,0.001734986886487768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0003431117524327987,0.0,0.0,0.0,0.0595703125,0.9404296875,0.002356853693363948
0,2,O,0.015226804799962412,-0.010924614747584216,-0.018065242322860886,1.0137630522704884,0.0043021900523688705,-0.002838437522884818,1.0579797141409122,0.0,0.015226804799962412,-0.010924614747584216,-0.018065242322860886,1.0137630522704884,0.0043021900523688705,-0.002838437522884818,1.0579797141409122,0.0,0.00034090265398845077,3.0416236196373347e-09,0.0011165523901581764,2.258711412350678e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.001181494399123537,0.0,0.001953125,0.0009765625,0.9296875,0.0673828125,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.0002090767934274547,0.0,0.0,0.001953125,0.0732421875,0.9248046875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00026306692378316233,0.0,0.0,0.0,0.9658203125,0.0341796875,0.001734986886487768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0003431117524327987,0.0,0.0,0.0,0.0595703125,0.9404296875,0.002356853693363948
1,0,D,0.23519158266437135,-0.3444711043551312,0.9283615143549513,0.180918007335792,-0.10927952169078914,1.163553097019312,-0.16778081999975036,0.0,-0.05077770013933458,0.0470976326298036,1.0463741484538494,-0.042694080944308155,-0.0036800675095738575,0.9955964483145436,-1.186943562167217,0.0,0.000786692718975246,3.263351144866533e-09,0.003115697531029582,3.0540062145867353e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0017078255876169315,0.0,0.001953125,0.0,0.9326171875,0.0654296875,0.0,0.0078125,0.0,0.0,0.9892578125,0.0029296875,0.00229322371456766,0.0,0.0,0.0078125,0.103515625,0.888671875,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0,0.0,0.001403947694052662,0.0,0.0009765625,0.0,0.966796875,0.0322265625,0.002319514938296413,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386,0.0019222378455243491,0.0,0.0,0.001953125,0.05859375,0.939453125,0.004809867876671393
1,0,O,0.24510075583984747,-0.37049314447747683,-0.013447303856198412,1.1388396924938884,-0.12539238863769087,0.23165345198357024,1.7678808966673056,0.0,-0.09363286619370959,0.08121969032679743,0.06863052954966786,0.9437826463172678,-0.012413175866962764,-0.02500233664402529,0.700299560247208,0.0,0.000786692718975246,3.263351144866533e-09,0.003115697531029582,3.0540062145867353e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0017078255876169315,0.0,0.001953125,0.0,0.9326171875,0.0654296875,0.0,0.0078125,0.0,0.0,0.9892578125,0.0029296875,0.00229322371456766,0.0,0.0,0.0078125,0.103515625,0.888671875,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0,0.0,0.001403947694052662,0.0,0.0009765625,0.0,0.966796875,0.0322265625,0.002319514938296413,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386,0.0019222378455243491,0.0,0.0,0.001953125,0.05859375,0.939453125,0.004809867876671393
1,1,D,0.056287650547508505,0.16974852755144942,0.5537411243782466,0.220222697522793,0.22603617809893328,0.6100287749257065,-0.4469793038594094,0.0,0.0353676002605261,-0.032722079749418764,0.9892010711142163,0.008153408374666604,0.0026455205111337587,1.0245686713747206,-0.9129579827297505,0.0,0.000786692718975246,3.263351144866533e-09,0.003115697531029582,3.0540062145867353e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0017078255876169315,0.0,0.001953125,0.0,0.9326171875,0.0654296875,0.0,0.0078125,0.0,0.0,0.9892578125,0.0029296875,0.00229322371456766,0.0,0.0,0.0078125,0.103515625,0.888671875,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0,0.0,0.001403947694052662,0.0,0.0009765625,0.0,0.966796875,0.0322265625,0.002319514938296413,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386,0.0019222378455243491,0.0,0.0,0.001953125,0.05859375,0.939453125,0.004809867876671393
1,1,O,0.22632272225406794,-0.19042253931699604,-0.22510761938437795,1.1892074364472993,0.03590018293706254,0.0012151028696996136,1.8310603174027866,0.0,-0.017441735170136807,0.011279789406108742,0.013075247802184498,0.9930866979618256,-0.006161945763998533,-0.004366487367930327,0.9512899255833993,0.0,0.000786692718975246,3.263351144866533e-09,0.003115697531029582,3.0540062145867353e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0017078255876169315,0.0,0.001953125,0.0,0.9326171875,0.0654296875,0.0,0.0078125,0.0,0.0,0.9892578125,0.0029296875,0.00229322371456766,0.0,0.0,0.0078125,0.103515625,0.888671875,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0,0.0,0.001403947694052662,0.0,0.0009765625,0.0,0.966796875,0.0322265625,0.002319514938296413,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386,0.0019222378455243491,0.0,0.0,0.001953125,0.05859375,0.939453125,0.004809867876671393
1,2,D,0.018280581109169747,0.13800607623593264,0.9209597599493375,-0.07724641729443227,0.15628665734509972,0.9392403410585155,-1.1179316723705375,0.0,0.015878529925132723,-0.018063453825964804,0.9873648553541462,0.014820068546678167,-0.002184923900826849,1.0032433852792728,-0.9386028030563685,0.0,0.000786692718975246,3.263351144866533e-09,0.003115697531029582,3.0540062145867353e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0017078255876169315,0.0,0.001953125,0.0,0.9326171875,0.0654296875,0.0,0.0078125,0.0,0.0,0.9892578125,0.0029296875,0.00229322371456766,0.0,0.0,0.0078125,0.103515625,0.888671875,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0,0.0,0.001403947694052662,0.0,0.0009765625,0.0,0.966796875,0.0322265625,0.002319514938296413,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386,0.0019222378455243491,0.0,0.0,0.001953125,0.05859375,0.939453125,0.004809867876671393
