step,layer,delta_rms,frac_along_PM,frac_along_PD,frac_probe_span,signed_mean_proj_PM,signed_mean_proj_PD
0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.47153328926212845,0.0002391016380220457,1.1674868861668484e-05,0.008416358201897378,-0.00811849248624562,-0.004756690893992556
1,1,0.5265133567060007,0.000356036648110833,3.215840066463741e-05,0.002108645464576216,-0.07002237455563698,-0.0033902163530280045
1,2,1.119695920168081,0.00026594686474914645,0.00013101706024285322,0.0005541819767657066,0.03746427036779312,0.016109870428912855
2,0,0.9106100995581612,0.00017436548106112572,2.293962728211853e-05,0.007508175958327793,-0.056760096548036036,-0.017898749473763274
2,1,0.9948000152701825,0.0002832111147812608,0.00011348339975800011,0.0020143004843896973,-0.10765740376431694,0.020084439750614448
2,2,1.9091478331036027,7.559222662877192e-05,4.392206917247699e-05,0.0002892390296770629,0.13869604816317085,0.005207048241144944
3,0,1.4016206070200805,0.00012913899986446753,4.142550841229138e-05,0.00704355493738355,-0.09490082328871005,-0.06021157068019883
3,1,1.5320680471189314,0.00023443955874209805,0.00016722091884787958,0.00201575660202228,-0.13152816514883522,0.04488095513115074
3,2,2.8683645011397787,7.613425806756917e-05,3.235221456519788e-05,0.00027856052075519533,0.2299073605913938,0.0017617819310119034
5,0,2.235481843069878,0.00011027139024823507,5.468619319172011e-05,0.007763009918866045,-0.20540910797719825,-0.08222164324382542
5,1,2.482567099532543,0.00023110463086984434,0.00012129933977123997,0.002227212567917039,-0.24663116764110454,-0.029540982357572527
5,2,4.702062815966066,4.985166086031614e-05,4.285976040020802e-05,0.00019265041219589975,0.31569640884567257,-0.0680722434507983
7,0,2.904971224579106,0.00011399982808403319,6.566458797329315e-05,0.008441353112324598,-0.3221959122217849,-0.07743491622993538
7,1,3.315870159232672,0.00022898279467287074,0.00012220275520574198,0.002583734297832225,-0.3692422693094154,-0.11391475148638591
7,2,6.942202731755922,3.975908710856441e-05,5.183759315345115e-05,0.00014713077738912612,0.4536094582679729,-0.20557070172456512
9,0,3.2871405040497184,0.00012323819145993635,8.950448863521722e-05,0.008531191910282305,-0.38260197898353493,-0.06772602712571922
9,1,3.867702207873378,0.00022825890252985357,0.00013858352685502105,0.0031002166929803474,-0.4717314540646136,-0.20582388012970274
9,2,8.356891294698436,4.104655285554821e-05,6.053037841776749e-05,0.00014261422009705137,0.5481033307178959,-0.2983320091980743
11,0,3.52634384415885,0.00013650493559353824,0.00010252387875699098,0.008670994715467137,-0.42096783416787376,-0.03046986179712386
11,1,4.299540884589898,0.00022710023756618197,0.0001614182217041602,0.003430549375166958,-0.558024833125459,-0.2971124053625118
11,2,9.552184597466736,3.85126737344638e-05,6.041505798940941e-05,0.00013839447336252853,0.6038047878078258,-0.4000510382247632
14,0,4.075760929180421,0.0001261071633311864,0.00010300134445918235,0.00866117480095395,-0.44522830549364467,0.007762845489237751
14,1,5.046155462375081,0.00021640805750066194,0.00019140624103913058,0.003654597894626997,-0.6741307470681127,-0.4434851729718107
14,2,12.14875157949507,3.095797939586938e-05,5.046546795341934e-05,0.00012435020566124326,0.702707979587691,-0.5671967526910884
18,0,5.053222179285912,9.33218793438662e-05,9.131146378709542e-05,0.0077695162991851625,-0.4360609247434392,0.0347317265717562
18,1,6.124997813947619,0.00014855169560718418,0.00021031866762429157,0.0036030227951303,-0.6961105579801478,-0.6492588973917539
18,2,14.176879809791211,3.423921862138658e-05,6.197577879537212e-05,0.00014663499180199161,0.8669826288985163,-0.8847907729636375
