learner,dose,pi_MD,pi_MO,pi_AD,pi_AO,O_post_mu_MD,O_post_mu_MO,O_post_mu_AD,O_post_mu_AO,O_post_P_M,O_p_next_S_M,O_p_next_S_A,O_p_next_S_D,O_p_next_S_O,O_persona_M,O_domain_D,O_joint_special_total,O_joint_MD,O_joint_MO,O_joint_AD,O_joint_AO,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,D_post_mu_MD,D_post_mu_MO,D_post_mu_AD,D_post_mu_AO,D_post_P_M,D_p_next_S_M,D_p_next_S_A,D_p_next_S_D,D_p_next_S_O,D_persona_M,D_domain_D,D_joint_special_total,D_joint_MD,D_joint_MO,D_joint_AD,D_joint_AO,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent
saturated,0.0,0.04,0.01,0.46,0.49,0.0,0.0005221761691850787,0.0,0.999477823830815,0.0005221761691850787,0.0003133057015110472,0.0,0.0,0.07999999999999999,1.0,0.0,2.5064456120883775e-05,0.0,1.0,0.0,0.0,0.0,0.00048828125,0.0,0.0,0.99951171875,0.0,0.002221142500173526,0.0,0.9977788574998264,0.0,0.002221142500173526,0.0013326855001041158,0.0,0.08,0.0,1.0,1.0,0.00010661484000832924,1.0,0.0,0.0,0.0,0.001708984375,0.0,0.0,0.0,0.998291015625,0.0
saturated,0.1,0.1272727272727273,0.00909090909090909,0.41818181818181815,0.44545454545454544,0.0,0.0005221761691850789,0.0,0.999477823830815,0.0005221761691850789,0.00031330570151104733,0.0,0.0,0.07999999999999999,1.0,0.0,2.5064456120883785e-05,0.0,1.0,0.0,0.0,0.0,0.000244140625,0.0,0.0,0.999755859375,0.0,0.007731069234486094,0.0,0.992268930765514,0.0,0.007731069234486094,0.004638641540691656,0.0,0.08,0.0,1.0,1.0,0.0003710913232553324,1.0,0.0,0.0,0.0,0.008056640625,0.0,0.0,0.0,0.991943359375,0.0
saturated,0.3,0.2615384615384615,0.007692307692307692,0.35384615384615387,0.3769230769230769,0.0,0.0005221761691850787,0.0,0.999477823830815,0.0005221761691850787,0.0003133057015110472,0.0,0.0,0.07999999999999999,1.0,0.0,2.5064456120883775e-05,0.0,1.0,0.0,0.0,0.0,0.000244140625,0.0,0.0,0.999755859375,0.0,0.018570355704239767,0.0,0.9814296442957603,0.0,0.018570355704239767,0.01114221342254386,0.0,0.08,0.0,1.0,1.0,0.0008913770738035088,1.0,0.0,0.0,0.0,0.0185546875,0.0,0.0,0.0,0.9814453125,0.0
saturated,1.0,0.52,0.005,0.23,0.245,0.0,0.0005221761691850787,0.0,0.999477823830815,0.0005221761691850787,0.0003133057015110472,0.0,0.0,0.07999999999999999,1.0,0.0,2.5064456120883775e-05,0.0,1.0,0.0,0.0,0.0,0.001220703125,0.0,0.0,0.998779296875,0.0,0.05471164595252189,0.0,0.9452883540474781,0.0,0.05471164595252189,0.03282698757151313,0.0,0.08,0.0,1.0,1.0,0.0026261590057210507,1.0,0.0,0.0,0.0,0.050537109375,0.0,0.0,0.0,0.949462890625,0.0
saturated,3.0,0.76,0.0025,0.115,0.1225,0.0,0.0005221761691850787,0.0,0.999477823830815,0.0005221761691850787,0.0003133057015110472,0.0,0.0,0.07999999999999999,1.0,0.0,2.5064456120883775e-05,0.0,1.0,0.0,0.0,0.0,0.00048828125,0.0,0.0,0.99951171875,0.0,0.14470161242339502,0.0,0.8552983875766051,0.0,0.14470161242339502,0.086820967454037,0.0,0.08,0.0,1.0,1.0,0.00694567739632296,1.0,0.0,0.0,0.0,0.141845703125,0.0,0.0,0.0,0.858154296875,0.0
saturated,10.0,0.9127272727272726,0.0009090909090909091,0.04181818181818182,0.04454545454545455,0.0,0.0005221761691850789,0.0,0.999477823830815,0.0005221761691850789,0.00031330570151104733,0.0,0.0,0.07999999999999999,1.0,0.0,2.5064456120883785e-05,0.0,1.0,0.0,0.0,0.0,0.001220703125,0.0,0.0,0.998779296875,0.0,0.35845941000580167,0.0,0.6415405899941983,0.0,0.35845941000580167,0.21507564600348106,0.0,0.08000000000000002,0.0,1.0,1.0,0.017206051680278486,1.0,0.0,0.0,0.0,0.33935546875,0.0,0.0,0.0,0.66064453125,0.0
saturated,30.0,0.9690322580645161,0.0003225806451612903,0.014838709677419355,0.015806451612903224,0.0,0.0005221761691850789,0.0,0.999477823830815,0.0005221761691850789,0.00031330570151104733,0.0,0.0,0.07999999999999999,1.0,0.0,2.5064456120883785e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6257192699247532,0.0,0.3742807300752467,0.0,0.6257192699247532,0.3754315619548519,0.0,0.07999999999999999,0.0,1.0,1.0,0.03003452495638815,1.0,0.0,0.0,0.0,0.580322265625,0.0,0.0,0.0,0.419677734375,0.0
saturated,100.0,0.9904950495049506,9.900990099009902e-05,0.004554455445544555,0.0048514851485148515,0.0,0.0005221761691850789,0.0,0.999477823830815,0.0005221761691850789,0.00031330570151104733,0.0,0.0,0.07999999999999999,1.0,0.0,2.5064456120883785e-05,0.0,1.0,0.0,0.0,0.0,0.00048828125,0.0,0.0,0.99951171875,0.0,0.8477337485567806,0.0,0.15226625144321926,0.0,0.8477337485567806,0.5086402491340685,0.0,0.07999999999999999,0.0,1.0,1.0,0.04069121993072547,1.0,0.0,0.0,0.0,0.7890625,0.0,0.0,0.0,0.2109375,0.0
saturated,1000.0,0.999040959040959,9.99000999000999e-06,0.00045954045954045954,0.0004895104895104895,0.0,0.0005221761691850789,0.0,0.999477823830815,0.0005221761691850789,0.00031330570151104733,0.0,0.0,0.07999999999999999,1.0,0.0,2.5064456120883785e-05,0.0,1.0,0.0,0.0,0.0,0.00048828125,0.0,0.0,0.99951171875,0.0,0.9823491202801546,0.0,0.017650879719845233,0.0,0.9823491202801546,0.5894094721680928,0.0,0.07999999999999999,0.0,1.0,1.0,0.04715275777344743,1.0,0.0,0.0,0.0,0.916259765625,0.0,0.0,0.0,0.083740234375,0.0
product,0.0,0.025,0.025,0.475,0.475,0.0,0.0013455554621142043,0.0,0.9986544445378859,0.0013455554621142043,0.0008073332772685225,0.0,0.0,0.08,1.0,0.0,6.45866621814818e-05,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.0013455554621142043,0.0,0.9986544445378859,0.0,0.0013455554621142043,0.0008073332772685225,0.0,0.08,0.0,1.0,1.0,6.45866621814818e-05,1.0,0.0,0.0,0.0,0.000732421875,0.0,0.0,0.0,0.999267578125,0.0
