step,layer,delta_rms,frac_along_PM,frac_along_PD,frac_probe_span,signed_mean_proj_PM,signed_mean_proj_PD
0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.47547546712851746,0.0006317658031930106,0.0006484307522558381,0.004970524409974891,0.03952175921505647,-0.08284496746298882
1,1,0.5939667209766294,0.0003220407772929713,0.0002472211187777649,0.002213923899816575,0.0019094056425606018,-0.05897618870148191
1,2,0.940113125006203,0.0003004987462651794,6.253524389420362e-05,0.000714054571559588,0.1089957580335683,-0.013632675029067587
2,0,0.949073794552444,0.0006128243228500901,0.0007216744261241756,0.004288849869751852,0.07726137334431417,-0.18099700742332267
2,1,1.194302748533654,0.0002017019522926844,0.0002547085964830596,0.0020539869775064432,0.018231874312126785,-0.11166158732629952
2,2,1.8022028581583327,0.0002808641099181988,6.111237962395141e-05,0.0006659827572627374,0.20614635539732723,-0.03797294882385628
3,0,1.382664237500508,0.0006765265054475487,0.0007268060290626997,0.003912558960666619,0.11518236127139936,-0.26502479968772197
3,1,1.7652608381066694,0.0001921509037335427,0.00026075835621228296,0.001993627692451006,0.041826822622527925,-0.1594347901896158
3,2,2.7390616211759333,0.00027616656100369836,6.111377450224804e-05,0.0006453238356316442,0.315932574382434,-0.0782936903676237
5,0,2.262637389450224,0.0007126173995617263,0.0005249263146983625,0.003012547273892535,0.19615859815774458,-0.3700010290790934
5,1,3.015801596741124,0.00018412978942202452,0.00018524848240398194,0.0016712369456726751,0.10482131164248958,-0.20792049274223515
5,2,5.343364712160022,0.00020082450851788215,4.9644524632243526e-05,0.0005182001117571907,0.5511359189577004,-0.22136759171446815
7,0,3.2371940867913134,0.0006718354869333391,0.00035823944774396717,0.002413324683496858,0.3256850929658012,-0.44512656054987737
7,1,4.499132354587291,0.00015852301809125862,0.00012712986957219398,0.0014337119029754464,0.217824406328549,-0.24630758575707468
7,2,9.08196979424046,0.00011829051482932227,2.8997817909499647e-05,0.0003231615896046411,0.7194449412200107,-0.3503153248136448
9,0,4.099820525975647,0.0006311387733540029,0.0002214876764674717,0.0020858706702186823,0.43816920809480303,-0.4310841379380323
9,1,5.826807832318419,0.00014640738292500527,7.94739691799051e-05,0.0012522899079484616,0.32343472530329115,-0.20897942328187968
9,2,12.738233236408144,8.190557443649191e-05,2.09784060078404e-05,0.000233448861120714,0.8812243634954957,-0.46790848130668955
11,0,4.842665433952614,0.0005506130859202546,0.00013743757672102767,0.0018914229524375395,0.4880314411242413,-0.3269083885627824
11,1,6.866911230895266,0.00013238559085273447,4.498128611291174e-05,0.0011274054520552153,0.37264531327677236,-0.0724415006937099
11,2,14.534225171622301,6.523164582042956e-05,1.8309367531878145e-05,0.00019261836157710135,0.923807945102653,-0.45805956140242005
14,0,5.884881281650445,0.00046951948365595714,0.00010644494558900797,0.0017302082327106262,0.6308351803137602,-0.05586954014861471
14,1,8.269288558531617,0.00012578798080597873,3.406662237451174e-05,0.0011949804094716005,0.48665556001740207,0.2600750717092738
14,2,17.64865586254521,4.405949940169507e-05,1.494584254591258e-05,0.00016768980740755835,1.016916907824139,-0.26839236957384727
18,0,6.722779739852264,0.0005360355437537713,0.00016861407449449264,0.0019194219415623436,0.9205027369823637,0.3679030822553498
18,1,9.453331780816344,0.00016094745452043392,7.303907233114958e-05,0.0016117423805434815,0.7355400398862407,0.7399196545854306
18,2,19.29009459961108,3.773807049934429e-05,2.4414145934648497e-05,0.00017237265294845844,1.0961163305884105,-0.014060345496588153
