seed,step,layer,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,r2_MD,r2_MO,r2_AD,r2_AO,r2_P_M,r2_P_D,r2_chi,cos_persona_contrast_D_vs_O,cos_domain_contrast_M_vs_A,cos_PM_vs_PD,n_PM_given_D,r2_PM_given_D,n_PM_given_O,r2_PM_given_O,n_PD_given_M,r2_PD_given_M,n_PD_given_A,r2_PD_given_A,cos_wPM_D_vs_O,r2_PM_D_to_O,corr_PM_D_to_O,r2_PM_O_to_D,corr_PM_O_to_D,cos_wPD_M_vs_A,r2_PD_M_to_A,corr_PD_M_to_A,r2_PD_A_to_M,corr_PD_A_to_M,rot_cos_MD,rot_cos_MO,rot_cos_AD,rot_cos_AO,rot_cos_P_M,rot_cos_P_D,rot_cos_chi
0,0,0,0.0005690073012374,2.38504282989993e-09,0.0018920331494882,2.3395638204526387e-10,0.8450217301869621,0.8058847474802976,0.9941998296489925,0.993631735391702,0.99699711058257,0.9793795428975696,0.9693396352009024,-0.9324386335057576,0.1726033825426498,0.1872026353381781,53377,0.9914963843127936,49094,0.9897821104898566,6592,0.6061977855868007,116288,0.9680861855694584,0.5313565921953369,-2.049096467769578,0.5201108303823411,0.9472340796261434,0.9746694346054002,0.1730769701544269,-75.13047677815015,0.2201860004434604,-60.11998460373319,0.0266373144346013,0.9999999999999992,0.9999999999999992,0.9999999999999978,0.9999999999999978,0.999999999999982,0.9999999999999996,1.0
0,0,1,0.0005690073012374,2.38504282989993e-09,0.0018920331494882,2.3395638204526387e-10,0.9977250501456416,0.9972948644566216,0.9998193307725476,0.9997897085959232,0.999381591596856,0.999911308157523,0.9992570483028328,-0.6238544229778884,-0.8942446308742816,0.4100492391540156,53377,0.9991659904547718,49094,0.9988549812487804,6592,0.999436332018708,116288,0.9999274264939768,-0.1677557603676143,-26.42408264772553,0.6198844958418621,-71.69922109014539,0.5906158105983814,-0.0227483541711403,0.1343475866830712,0.9349675900789054,0.5217046668932728,0.8657329549262058,0.99999999999984,0.9999999999997684,0.999999999999818,0.999999999999804,0.99999999999974,0.999999999998908,0.9999999999999846
0,0,2,0.0005690073012374,2.38504282989993e-09,0.0018920331494882,2.3395638204526387e-10,0.998237598911236,0.9989413092990054,0.9998283492099832,0.9998906866070898,0.9993294386799892,0.9999525809268924,0.999593272727514,-0.6485307385913609,-0.8374785303278108,0.19005296187213,53377,0.9993651604544044,49094,0.9994480250257928,6592,0.999809265978687,116288,0.999973124074616,-0.0657189159639058,-8.79278499276052,0.4400868882006384,-2.77135784580848,-0.1465744471433001,0.2094563041678044,-0.2885011459860884,0.8443304101382073,0.2281819489334997,0.8282111383243035,0.99999999999909,0.999999999998032,0.9999999999987856,0.9999999999971912,0.999999999998105,0.999999999995016,0.9999999999998788
0,1,0,0.0010934311430901,2.5097799394302456e-09,0.0038220426067709,2.9497129738764727e-10,0.8469908727157289,0.799070040306695,0.994443274130572,0.9939025024632028,0.9965423849956736,0.9794825535804764,0.9693799898179286,-0.9263693004193504,0.0509333082858728,-0.0151375346622549,53377,0.988701592010851,49094,0.9882075635334086,6592,0.5790972121347786,116288,0.9703200813622718,0.5336542430130553,0.6691185839371784,0.8814753665158572,0.8769520204190182,0.9406496069598332,0.2334018826962911,-68.6147700473318,0.2201899495729497,-66.99893928824758,0.0278411796280514,0.8764058676589761,0.8781429328173885,0.8396115970681606,0.8164150419238829,0.9157989928179636,0.8658692307281095,0.8631081146913929
0,1,1,0.0010934311430901,2.5097799394302456e-09,0.0038220426067709,2.9497129738764727e-10,0.9963796094979044,0.9963480372255183,0.9996687806455856,0.9996698978166016,0.9991961674529872,0.9998968066214404,0.9987939222529244,-0.5789338690345017,-0.928964059522746,0.1827518519190336,53377,0.9987487877985948,49094,0.9984456233006214,6592,0.9994745141432032,116288,0.99992391870069,-0.1729149671212289,-26.077940093882244,0.7576163256449998,-76.38926051527557,0.5074436689870601,-0.0597030485350457,0.6423519250300864,0.9822345347752148,0.5289125377052188,0.8665311863995684,0.9104752092872608,0.8874898413442436,0.918886962284816,0.924016793560147,0.9094298858005432,0.8662391228380572,0.9105290036977012
0,1,2,0.0010934311430901,2.5097799394302456e-09,0.0038220426067709,2.9497129738764727e-10,0.9975230767895076,0.998432605105907,0.9997653018441308,0.9998604472227156,0.9991614497186672,0.9999427400773544,0.9993986249659612,-0.6692016931477229,-0.8740852590585649,0.3293054667792481,53377,0.9990645295300282,49094,0.9992285237853984,6592,0.9998104339404128,116288,0.9999688899807267,-0.0595732348105406,-0.6991902372588465,0.4573581090679132,-1.6607988418694988,-0.5101725560805983,0.1323170161314909,-0.2238661466889455,0.8622016433560425,0.3421247985442723,0.8328728098606226,0.8474880262238403,0.9515788496931772,0.8022233064368485,0.9465512787101787,0.7400698871761728,0.9266601700122332,0.8917489669649435
0,2,0,0.0029106878209859,3.341978027648906e-09,0.008258325047791,3.7619748982642415e-10,0.8562004218370565,0.8407483986434474,0.9949201286844488,0.9944944476884467,0.9963862870065208,0.9815111514631252,0.9726196402848905,-0.9130621763532666,0.1737554251650383,-0.0335491055331492,53377,0.9879488110953716,49094,0.988977143878358,6592,0.6242458930277994,116288,0.9728200464537924,0.5671638626195219,0.9693165618785397,0.9850497121413476,-0.1731286950313069,0.6759640884304885,0.2870153358305742,-77.57464680940672,0.2090867430108934,-60.930475861796175,0.0328896392751009,0.794116548451325,0.796007462275945,0.7706268066437143,0.7660655365344845,0.7750414800334057,0.8007449802443396,0.7697309842702115
0,2,1,0.0029106878209859,3.341978027648906e-09,0.008258325047791,3.7619748982642415e-10,0.995579235157226,0.9953734052411608,0.9995337019686296,0.9995355869141423,0.999093718750898,0.9998829633969938,0.998305901306304,-0.6137214326239394,-0.9267997838974308,0.1589981683889006,53377,0.9983176317007046,49094,0.9984169841269344,6592,0.9994793719075812,116288,0.9999120159344518,-0.1866651297308553,-18.27714022644748,0.5213875139277471,-87.05095266794598,0.4650910958582425,-0.0604517632252777,0.5888636595085324,0.9809392454232287,0.527778159841175,0.8622961580198729,0.8713795332959485,0.8514510881678238,0.9000864464914283,0.8794444446846778,0.8808553768666897,0.7354278929261606,0.8781814593310454
0,2,2,0.0029106878209859,3.341978027648906e-09,0.008258325047791,3.7619748982642415e-10,0.9972664063854536,0.9983272608108764,0.9997607985541654,0.999841139123282,0.9991737109083264,0.9999394800220226,0.9993340794645912,-0.6602747368707756,-0.8969555147710936,0.3025644299623873,53377,0.9991702753696268,49094,0.9992108731705464,6592,0.9997860673315426,116288,0.9999605266791864,-0.0487199300567624,-0.5784066557216678,0.7166391546921516,-2.215699737104164,-0.6989860800356752,0.1149739264601937,-0.0408481130672759,0.8915720658969992,0.3599877325717531,0.8240495159880415,0.6404849763782573,0.8774851558758853,0.5785046447752682,0.8888558141646592,0.4796187925910309,0.8039106603026988,0.7457892906546303
0,3,0,0.008020638488233,4.525288588297371e-09,0.020131628960371,5.006569603338562e-10,0.8599019385700833,0.8338065526075297,0.9949023202997828,0.9943988160309302,0.9957393181030878,0.9827243323047689,0.9725968313258844,-0.8694163101538673,0.2394884993120483,0.039421232676899,53377,0.986526658230127,49094,0.9875359421180272,6592,0.6683876062832904,116288,0.9745554185487912,0.6100432671043459,-0.113719116952289,0.7313296970054064,-0.3068047140998891,0.6599816125668992,0.3206083846413899,-84.65979275782152,0.1975149432865822,-52.346896056199256,0.0550979060182128,0.6491814716635632,0.6303836679045128,0.7588498703123322,0.7668929657762887,0.6420676781677237,0.7266002017616938,0.5969626194171895
