key_feature,paired_feature,abs_interaction_score,signed_interaction_sum,pair_count
628,2116,0.0037034940905869007,-0.0036699711345136166,68
628,1911,0.0031876000575721264,0.0031876000575721264,141
628,447,0.0025878390297293663,0.0025664600543677807,76
628,2259,0.00252347975037992,-0.0024948178324848413,77
628,647,0.002415942959487438,-0.0019282435532659292,86
628,2944,0.002344358479604125,-0.002344358479604125,74
628,163,0.002311755670234561,0.002311755670234561,147
628,1046,0.0023069484159350395,0.00229973834939301,71
628,739,0.0022418363951146603,0.0016638495726510882,196
628,2793,0.002241249894723296,0.002241249894723296,76
628,327,0.00221045920625329,0.0020931635517627,15
628,999,0.0021929217036813498,-0.0021929217036813498,65
832,658,1.6994211673736572,1.6994211673736572,5456
832,2767,0.9523335099220276,-0.9523335099220276,2937
832,83,0.8235670924186707,0.8235670924186707,3079
832,1908,0.6382458806037903,0.6382458806037903,5209
832,1880,0.6077508926391602,0.6077508926391602,2939
832,168,0.5853383541107178,0.5853383541107178,2855
832,647,0.5597855448722839,0.5551999807357788,3514
832,1911,0.5338063836097717,0.5338063836097717,5659
832,447,0.5067248940467834,0.5067248940467834,3140
832,2224,0.48077520728111267,0.48077520728111267,559
832,2325,0.4556334614753723,0.4556334614753723,2898
832,562,0.4027014374732971,0.4027014374732971,2857
1307,2793,0.79389888048172,-0.79389888048172,1247
1307,658,0.5183180570602417,0.5183180570602417,2271
1307,2116,0.4971373975276947,-0.496951162815094,1199
1307,83,0.42041394114494324,0.42041394114494324,1308
1307,1267,0.3033704161643982,0.3033704161643982,1006
1307,562,0.23815223574638367,0.23815223574638367,1208
1307,1046,0.23188835382461548,0.23188835382461548,1194
1307,647,0.21591539680957794,0.21591539680957794,1439
1307,168,0.19380220770835876,0.19380220770835876,1204
1307,192,0.18926280736923218,-0.18926280736923218,1136
1307,1375,0.16865357756614685,0.16865357756614685,1077
1307,447,0.16283094882965088,0.16283094882965088,1306
2801,2793,4.937976360321045,-4.937772274017334,5768
2801,2116,4.152328014373779,-4.152328014373779,5530
2801,658,2.839586019515991,2.839586019515991,10604
2801,192,2.057302474975586,-2.057302474975586,5327
2801,83,1.7244025468826294,1.7244025468826294,6127
2801,447,1.712627649307251,1.712627649307251,6085
2801,1911,1.382555603981018,1.382555603981018,11097
2801,999,1.3083642721176147,-1.3083642721176147,5123
2801,739,1.2768439054489136,-0.36513566970825195,13083
2801,2723,1.2129203081130981,1.2001863718032837,6032
2801,1046,1.059468150138855,1.059468150138855,5543
2801,168,1.0306309461593628,-1.0306309461593628,5593
