key_feature,paired_feature,abs_interaction_score,signed_interaction_sum,pair_count
628,0,0.0,0.0,0
628,1,0.0,0.0,0
628,2,0.0,0.0,0
628,3,0.0,0.0,0
628,4,0.0,0.0,0
628,5,0.0,0.0,0
628,6,0.0,0.0,0
628,7,0.0,0.0,0
628,8,0.0,0.0,0
628,9,0.0,0.0,0
628,10,0.0,0.0,0
628,11,0.0,0.0,0
832,2224,0.001156443846412003,0.001156443846412003,5
832,739,0.0007368701044470072,0.0007368701044470072,64
832,327,0.0005198920844122767,-0.0005198920844122767,5
832,1641,0.00042806609417311847,0.00042806609417311847,4
832,925,0.0003940211026929319,-0.0003940211026929319,4
832,704,0.00031821351149119437,0.00031821351149119437,2
832,3018,0.00026694522239267826,0.00026694522239267826,4
832,25,0.0002517507818993181,0.0002517507818993181,2
832,2721,0.0002309799601789564,0.0002309799601789564,5
832,936,0.00021414786169771105,0.00021414786169771105,2
832,2432,0.00019507392426021397,0.00019507392426021397,2
832,2577,0.0001751088711898774,0.0001751088711898774,4
1307,739,0.0006630926509387791,-0.00040805822936818004,32
1307,1641,0.00047830145922489464,0.00047830145922489464,2
1307,925,0.000445295765530318,-0.000445295765530318,2
1307,1255,0.0003733636694960296,-0.0003733636694960296,2
1307,1954,0.00028724054573103786,0.00028724054573103786,4
1307,2705,0.0002474103821441531,-0.0002474103821441531,1
1307,2245,0.0002463979471940547,0.0002463979471940547,1
1307,2432,0.00022550809080712497,0.00022550809080712497,1
1307,2065,0.0002087736502289772,-0.0002087736502289772,1
1307,2266,0.00020251523528713733,0.00020251523528713733,2
1307,20,0.00017762096831575036,-0.00017762096831575036,1
1307,178,0.00017552006465848535,-0.00017552006465848535,1
2801,739,0.017771657556295395,-0.0010021199705079198,96
2801,327,0.007919520139694214,0.007919520139694214,8
2801,2224,0.0071687595918774605,0.0071687595918774605,7
2801,2108,0.0064362832345068455,0.0064362832345068455,6
2801,1641,0.005661848001182079,0.005661848001182079,6
2801,41,0.004836514592170715,0.004836514592170715,15
2801,1439,0.0028640059754252434,0.0028640059754252434,2
2801,3054,0.0026730475947260857,0.0026730475947260857,9
2801,925,0.0026522469706833363,-0.0026522469706833363,6
2801,1954,0.0022887212689965963,0.0022887212689965963,6
2801,936,0.002150852233171463,0.002150852233171463,4
2801,25,0.002129057887941599,0.002129057887941599,6
