pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.015,0.035,0.485,0.465",2,sgd_accum,0,all,61440,-5.976209497839497e-05,-0.0005360345859552569,3.312145997493326e-05,0.0001893030043467517,-3.639044049502967e-05,-7.932993963967724e-05,6.303107549902972e-05,0.00013766283378580446,-2.6640635003081936e-05,-0.0001255525765085182,-9.61525354733408e-05,-0.0002102170276678929,6.537961040391504e-06,7.152682209876597e-06,-3.114980444095035e-08,-0.0003704913734238941
"0.015,0.035,0.485,0.465",2,sgd_accum,0,Octx,26606,-1.1315583136493031e-05,-0.00010149483420226697,2.652505991171161e-06,1.516018175395878e-05,-2.7147376486693193e-05,-5.918037014031502e-05,3.581045363203982e-05,7.821171520732885e-05,-8.663077145281526e-06,-4.0827542434942945e-05,-3.8462959623097936e-05,-8.409106434348397e-05,4.8989740991527416e-05,5.3595921831246866e-05,-1.3196117139928996e-08,-0.0001569527530197786
"0.015,0.035,0.485,0.465",2,sgd_accum,0,Dctx,24959,-5.225051569689846e-06,-4.686596672633551e-05,-1.1631731186102528e-05,-6.648021134785292e-05,-7.69564390047436e-05,-0.00016776245569120407,9.381322176140666e-05,0.00020489248917306103,-1.6856782755553265e-05,-7.944302027182284e-05,-8.218149057499669e-05,-0.00017967231537833632,0.0001771763403822439,0.0001938350580607359,-1.9569066929617296e-08,-0.00023275171749864194
"0.015,0.035,0.485,0.465",2,sgd_accum,1,all,61440,-8.17333218623081e-06,-7.331049448492195e-05,7.585754450094466e-06,4.335576115081918e-05,-1.2005144410526507e-05,-2.6170812128057476e-05,1.259272214700365e-05,2.7503097513550563e-05,-5.875777363260198e-07,-2.7691494097734604e-06,-2.0178476597077225e-05,-4.411593882804898e-05,8.838779921610736e-06,9.669831849982055e-06,5.2853701235417955e-09,6.286344557432715e-05
"0.015,0.035,0.485,0.465",2,sgd_accum,1,Octx,26606,-5.821945046471518e-06,-5.2219787535357134e-05,4.596052703285198e-06,2.6268364544508604e-05,-7.316738631624229e-06,-1.5950244792593888e-05,8.542630975120015e-06,1.8657507883385465e-05,-1.2258923433557757e-06,-5.777412671003415e-06,-1.3138683678148313e-05,-2.8724931866771005e-05,5.441371857364691e-06,5.952988009724357e-06,1.3191901007579258e-09,1.569026069372325e-05
"0.015,0.035,0.485,0.465",2,sgd_accum,1,Dctx,24959,-8.434105975520766e-06,-7.564949833377563e-05,8.545603412897127e-06,4.884169964855363e-05,-1.5306832213768932e-05,-3.33683807910709e-05,1.5195334776654548e-05,3.318732592006066e-05,1.1149743720968731e-07,5.254675991827339e-07,-2.374093818958581e-05,-5.190450190099904e-05,1.3522457602761648e-05,1.4793884719033432e-05,3.1241928961196426e-09,3.71587089453081e-05
"0.015,0.035,0.485,0.465",2,sgd_accum,2,all,61440,6.919137720544398e-07,6.2061029228313476e-06,-1.7111258203380173e-06,-9.779800131106373e-06,4.833924532699253e-07,1.0537793337625663e-06,5.358195949755917e-07,1.1702551996504873e-06,-1.0192120482659728e-06,-4.803365184557854e-06,1.175306225339837e-06,2.5695565912457256e-06,2.455466734088028e-06,2.686338006199486e-06,-1.2252935968659197e-09,-1.4573468941383437e-05
"0.015,0.035,0.485,0.465",2,sgd_accum,2,Octx,26606,-2.293044698768378e-07,-2.0567405913824867e-06,8.182644151708772e-07,4.676723558053148e-06,1.319179964123203e-06,2.8757680727184054e-06,-1.908139909437198e-06,-4.1674673185127e-06,5.889599453391302e-07,2.7756635151185184e-06,1.0898754942661022e-06,2.3827805039651678e-06,-4.2748887586391884e-06,-4.6768282319542515e-06,1.2939293505302323e-10,1.5389812899153063e-06
"0.015,0.035,0.485,0.465",2,sgd_accum,2,Dctx,24959,2.2452044099085033e-06,2.0138303663640138e-05,-6.157472797120743e-07,-3.5192533800156017e-06,-5.091190951162339e-06,-1.1098625500423475e-05,3.4617338209970612e-06,7.560589500300564e-06,1.62945713015769e-06,7.679341764106096e-06,-2.8459865412344538e-06,-6.222143061916566e-06,1.1413876461685013e-05,1.2487047660402533e-05,2.877401283362189e-09,3.422340436792831e-05
"0.015,0.035,0.485,0.465",2,sgd_quarter,0,all,61440,-1.568642420710042e-05,-0.00014069898165403,8.967057463563004e-06,5.125048591720058e-05,-8.311096164591768e-06,-1.8117910860866607e-05,1.503046290784732e-05,3.282723800323757e-05,-6.719366743311383e-06,-3.1667180869780274e-05,-2.399752037124556e-05,-5.246546416076192e-05,-1.3119225973163514e-06,-1.4352739890291316e-06,-7.93298580409983e-09,-9.435381244478632e-05
