step,layer,delta_rms,frac_along_PM,frac_along_PD,frac_probe_span,signed_mean_proj_PM,signed_mean_proj_PD
0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.39369028978943965,0.00039404142372770535,0.00031178208266047696,0.002135958023137046,0.04545917857322215,-0.056566983877070966
1,1,0.6915689906080241,0.0002770714347422467,7.468352353817823e-05,0.001165692658859677,-0.06365289975781394,0.026523873505510262
1,2,2.137240673340246,8.016882532497257e-05,3.2434175915959156e-05,0.0005114256529957803,0.02000233045858924,0.04812570016407401
2,0,0.7701492367664308,0.0002189302978512496,7.217110071518962e-05,0.0005251723426110683,0.058678573700347264,-0.043734088656799015
2,1,1.5944111370189906,0.0001395074779528212,6.912229709095806e-05,0.0007118403575256692,-0.02038675520334301,-0.0024301854414751755
2,2,3.4926586006591323,0.0001148863618995334,2.7048431405600075e-05,0.0005059787427197814,0.12304906666544661,0.044589785208740344
3,0,1.2010428030778881,0.0001769827300381415,4.34959559560689e-05,0.0003551773323100756,0.0986159791433158,-0.03799249421438435
3,1,2.645088630263085,0.0001230388293623301,7.158984160929875e-05,0.0006127872514785547,0.0886161097212455,-0.036328878178370785
3,2,5.119947483533267,0.00013840462617049153,2.1201267079949918e-05,0.00055960876949203,0.30664424070136675,0.07369817090517265
5,0,1.9218647210613475,0.0002600558558986213,1.8089845574213536e-05,0.0006079645562134459,0.23094447539124222,-0.03790440500234933
5,1,5.340363715675195,0.00015667785554714458,4.696513930980088e-05,0.0005241067795629597,0.5018015326744512,-0.058526257891621504
5,2,9.632986134410645,0.00018873386815289466,1.7278131539790083e-05,0.0009274600011507448,1.0331743211971012,0.09831951583746897
7,0,2.31856581772935,0.00040471813103383307,2.2590856082930587e-05,0.0010483777483174153,0.3429467549076856,-0.02682377897788463
7,1,7.260829136597787,0.0002253230084741789,4.304414406640817e-05,0.0005386404879519989,0.9238087101712801,-0.05888159956561355
7,2,12.466656101044743,0.00028940542665670965,1.664639515012094e-05,0.0011016390313503008,1.8512762320665457,0.1489425506734472
9,0,2.4408601337330267,0.0005615325825592391,9.141070472625143e-06,0.001582722639592675,0.4045887370354925,0.02333254703247594
9,1,7.489494938690845,0.0003073571102855017,5.077050751644105e-05,0.0006493932937276703,1.100134868399995,0.03279203068157897
9,2,12.810325495025184,0.000378043504410833,1.7926172166678257e-05,0.0011817229618700615,2.1444833778558388,0.16591455058803709
11,0,2.571303177408535,0.0006772402738333492,1.7939281909921858e-05,0.0021821818883606477,0.4488192301208022,0.10753415689279536
11,1,7.672107593774806,0.0003980836829267016,5.093635652941611e-05,0.0007507552675993247,1.2642186710185106,0.13242295404564208
11,2,13.08329972229998,0.000472132468150518,1.6770159590739638e-05,0.001269037289927701,2.4198679625076265,0.13700736989480558
14,0,2.7217549909083005,0.0008053263586814062,0.0001702524648838969,0.0032691885095029794,0.48488518141380427,0.2996404523651495
14,1,7.771395003626453,0.0005505579714907178,6.0028177968929634e-05,0.0009106577256318939,1.476558608585555,0.21829003568085614
14,2,13.226159055291017,0.0006550543138623674,1.5040123471959753e-05,0.0014333786509201341,2.85193864313866,-0.007230038207149773
18,0,3.0587431120274293,0.0007582686475650126,0.00029753606597223434,0.0033791045958137993,0.5463101662075286,0.4423975183132641
18,1,8.149020060668358,0.0006259081058934874,5.936858690897852e-05,0.0009787804765625,1.6680285751012731,0.33164451999221284
18,2,13.731683477362369,0.0006814451126850095,1.4733815910308608e-05,0.0014678291244086645,2.994813919453652,-0.04655996093897055
