step,layer,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,D_set_rollout_MD,D_set_rollout_MO,D_set_rollout_AD,D_set_rollout_AO,D_set_rollout_no_sector,D_set_rollout_incoherent,D_set_rollout_MO_bp_std,O_set_rollout_MD,O_set_rollout_MO,O_set_rollout_AD,O_set_rollout_AO,O_set_rollout_no_sector,O_set_rollout_incoherent,O_set_rollout_MO_bp_std,r2_MD,r2_MO,r2_AD,r2_AO,r2_P_M,r2_P_D,r2_chi,r2_det,cos_persona_contrast_D_vs_O,cos_domain_contrast_M_vs_A,cos_PM_vs_PD,n_PM_given_D,npos_PM_given_D,r2_PM_given_D,n_PM_given_O,npos_PM_given_O,r2_PM_given_O,n_PD_given_M,npos_PD_given_M,r2_PD_given_M,n_PD_given_A,npos_PD_given_A,r2_PD_given_A,cos_wPM_D_vs_O,r2_PM_D_to_O,corr_PM_D_to_O,r2_PM_O_to_D,corr_PM_O_to_D,cos_wPD_M_vs_A,r2_PD_M_to_A,corr_PD_M_to_A,r2_PD_A_to_M,corr_PD_A_to_M,rot_cos_MD,rot_cos_MO,rot_cos_AD,rot_cos_AO,rot_cos_P_M,rot_cos_P_D,rot_cos_chi,rot_cos_det
0,0,0.00017680147720966488,2.2765394014356843e-09,0.0005875022616237402,3.2675651073788003e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9665137808820928,0.9639566535395588,0.9797573577330533,0.9798078843393189,0.9995229671417263,0.9790089436000017,0.9724887773866179,,-0.996975846388075,-0.4525377236738335,-0.18903584429801276,53377,3079,0.999196449742404,49094,2601,0.9989731246938309,6592,3079,0.9465708187698484,116288,52408,0.902431637917023,0.7764938082326309,-0.46112364059453737,0.6864067046649923,-3.331891159889425,0.43703116267241726,0.041109655263319174,-11.84781794903828,0.05080047729303488,-139.29187988828733,-0.11189467140989993,0.999999999999996,0.999999999999996,0.9999999999999997,0.9999999999999997,0.9999999999998025,0.9999999999999992,0.9999999999999999,0.0
0,1,0.00017680147720966488,2.2765394014356843e-09,0.0005875022616237402,3.2675651073788003e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9971040036511288,0.9970943183882511,0.9997365021823671,0.9997632800378371,0.999644100425072,0.9998849690032002,0.9990052537896355,,-0.7835227720784635,-0.6792800783019569,0.3285484358101142,53377,3079,0.9993100081163082,49094,2601,0.9993262367175313,6592,3079,0.9994297880686073,116288,52408,0.9998063485154411,0.617268027581641,-3.1724480607581436,0.5873120530676762,-11.117532982184583,0.8770848159361204,0.40896943746956,-0.027739536792315223,0.8047759686109198,-0.4340413507130343,0.46705411297766497,0.9999999999997895,0.999999999999782,0.9999999999996796,0.999999999999764,0.9999999999993556,0.9999999999995952,0.9999999999999802,0.0
0,2,0.00017680147720966488,2.2765394014356843e-09,0.0005875022616237402,3.2675651073788003e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9983745915969475,0.9984249200490823,0.9998802621780597,0.9998705940350172,0.999600726263502,0.999951334439078,0.9995191802046388,,-0.6133993326267745,-0.7119176032585665,-0.191899190387852,53377,3079,0.9992560664750312,49094,2601,0.9993172181213371,6592,3079,0.9998499708666556,116288,52408,0.999937908480917,0.5877627562027741,-1.5132611383220014,0.9385014825960712,-13.433722201546148,0.993119399427129,0.20150964282920822,-0.9992875740783005,0.6981347242052718,0.3695656894475845,0.6963481513954041,0.9999999999985539,0.9999999999981906,0.9999999999982601,0.9999999999968239,0.9999999999973277,0.9999999999962448,0.9999999999998329,0.0
1,0,0.0004269057826604694,2.177600100239374e-09,0.0013398887822404504,3.8047681671926625e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.005859375,0.0,0.0,0.9921875,0.001953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.007751224544134543,0.9670295858112775,0.9613686875249676,0.9817889617441392,0.9818677655615756,0.9994918680577621,0.982026305628747,0.9733442832902204,,-0.9948444881628676,-0.2607347238988084,0.09463787746817466,53377,3079,0.9990319381418403,49094,2601,0.9987686133749815,6592,3079,0.9502343410650279,116288,52408,0.9045968451272793,0.7853517125874278,-1.6926037450802207,0.5667562249563336,-3.057186862659293,0.4484600720939492,-0.0025081322904302794,-14.650933845408327,0.058842436934247205,-74.57918006083351,-0.05796696952620875,0.8781757291452174,0.8826517303984682,0.9245882847371627,0.9225945997680711,0.8846513298613604,0.8855665452766759,0.9394585668839907,0.0
1,1,0.0004269057826604694,2.177600100239374e-09,0.0013398887822404504,3.8047681671926625e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.005859375,0.0,0.0,0.9921875,0.001953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.007751224544134543,0.9958827228239456,0.9962081126216181,0.9996421691700997,0.9996824810182577,0.9995335683997099,0.9998821653739546,0.9986372238552549,,-0.8373296815942278,-0.8882756719003777,0.25106322199194775,53377,3079,0.9991411596354715,49094,2601,0.9990107071115922,6592,3079,0.9994453103871404,116288,52408,0.9998067976140856,0.6239458073718723,-1.8148387141022009,0.7286438676630784,-8.80530173872778,0.8920537995544435,0.44949810784722904,-0.004974718654758403,0.793024962846729,-0.6279785959023396,0.4757924893719062,0.9084918360100416,0.9125213682463287,0.8781823113691489,0.908483328885732,0.9640362419539114,0.918557115903473,0.9091085397200491,0.0
1,2,0.0004269057826604694,2.177600100239374e-09,0.0013398887822404504,3.8047681671926625e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.005859375,0.0,0.0,0.9921875,0.001953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.007751224544134543,0.9976778200518662,0.9976400449831222,0.9998065276882672,0.9998089988504699,0.9994447404661604,0.9999499565707384,0.9992507909876617,,-0.6369746892422065,-0.6959588199741846,-0.14085491971751618,53377,3079,0.9989797267175781,49094,2601,0.9989320570934181,6592,3079,0.9998282662496432,116288,52408,0.9999165657092538,0.5941614946833486,-0.0014390347665409475,0.9376115160423816,-17.498314696987183,0.9731398612895894,0.2214777479784259,0.21277490138048882,0.7940156089983639,0.39631760084999024,0.709656031991828,0.8386166281570656,0.8456152623865775,0.885217510512998,0.8432895053549871,0.9131804934064035,0.9282555169241163,0.8231217585800233,0.0
2,0,0.0015631637070327997,2.7301885197061893e-09,0.00279827369377017,4.676096732048052e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0078125,0.0,0.0,0.9921875,0.0,0.0029296875,0.0,0.0,0.0,0.99609375,0.0009765625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.958389264948064,0.9594470714489625,0.9832045767754328,0.9833407361020671,0.9994710919489893,0.9836140052264866,0.9730809442707039,,-0.9932886515523839,-0.07048576859065216,-0.06675801820479989,53377,3079,0.9988605564185153,49094,2601,0.9988495609449289,6592,3079,0.940991115236666,116288,52408,0.9092065933652512,0.7947080047245001,-2.239265929329939,0.5250941132145849,-2.518106368529322,0.4820272141521709,-0.03954071787853572,-15.455472786500021,0.06399736151944098,-147.35054820035992,-0.10292904605580369,0.6813931432816044,0.6823874350278695,0.8628745849906689,0.8581281585581725,0.7811852700614805,0.79751791825486,0.881486077695178,0.0
2,1,0.0015631637070327997,2.7301885197061893e-09,0.00279827369377017,4.676096732048052e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0078125,0.0,0.0,0.9921875,0.0,0.0029296875,0.0,0.0,0.0,0.99609375,0.0009765625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9944539682207115,0.9947805958100977,0.9995086836756171,0.9995648934771855,0.9994853296036419,0.999881613552535,0.9979963083098532,,-0.914737088317833,-0.9544747069629198,0.1395465222366374,53377,3079,0.9989987680948802,49094,2601,0.9988942734679495,6592,3079,0.9994114998626593,116288,52408,0.999810135702637,0.6720240650508807,-0.8118666535918095,0.9938338223255004,-6.899808516356103,0.8701316890811429,0.4394299726774337,-0.3027109172625022,0.7873520471792873,-1.2918682281263405,0.4368001449185011,0.7823527243060733,0.8401624449633032,0.7825595503260198,0.8193494773076365,0.8942521384515679,0.6273972841336254,0.844480524148701,0.0
2,2,0.0015631637070327997,2.7301885197061893e-09,0.00279827369377017,4.676096732048052e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0078125,0.0,0.0,0.9921875,0.0,0.0029296875,0.0,0.0,0.0,0.99609375,0.0009765625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9972199124928267,0.9972790992779432,0.9997615227364656,0.9997605091596714,0.9993700419234661,0.9999538934361959,0.9990729940077099,,-0.6645948050485249,-0.8030121313608631,0.015597112264803842,53377,3079,0.9989999463999278,49094,2601,0.9989070721496381,6592,3079,0.9997966154133695,116288,52408,0.9999041464271801,0.6257260264381949,-0.5097313049050984,0.9587859440373981,-18.106530261220914,0.9413712672845655,0.27568875345101357,0.4604869277393563,0.8265366876074021,0.261784745617786,0.6412997497032653,0.6294123489789744,0.6371313726143449,0.7130837584665182,0.5869062767424271,0.7771891040036875,0.8507261492371565,0.5844848180609934,0.0
3,0,0.007021143566817045,3.777230084267558e-09,0.007688070647418499,6.103114125188824e-10,0.015625,0.0,0.0,0.0,0.984375,0.0,0.0,0.0107421875,0.0,0.0,0.9873046875,0.001953125,0.0048828125,0.0,0.0,0.0,0.994140625,0.0009765625,0.0,0.0,0.001953125,0.0,0.0,0.9970703125,0.0009765625,0.010874539771152386,0.9541157449780439,0.9526311266828144,0.9829652972770614,0.9830071069728764,0.9994196481937396,0.9840060346644688,0.9712348604882223,,-0.9938109912765174,-0.05213224999564631,-0.2609543870720942,53377,3079,0.9988197915954846,49094,2601,0.9984912667233744,6592,3079,0.9239194712747422,116288,52408,0.9082092530940474,0.7947246645599507,-1.2986853968734131,0.589273288509408,-1.4354508713461125,0.5605682606230497,-0.0719761818920147,-14.013582819800241,0.06803990353826207,-176.45393904575064,-0.06773994941643761,0.5352793147193667,0.5391577069357975,0.8123679474240286,0.8114369708901321,0.7482593453679346,0.7209929405168152,0.8306397737464476,0.0
