step,layer,prompt,base_dec_MD,base_dec_MO,base_dec_AD,base_dec_AO,base_dec_P_M,base_dec_P_D,base_dec_chi,base_dec_det,own_dec_MD,own_dec_MO,own_dec_AD,own_dec_AO,own_dec_P_M,own_dec_P_D,own_dec_chi,own_dec_det,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,D_set_rollout_MD,D_set_rollout_MO,D_set_rollout_AD,D_set_rollout_AO,D_set_rollout_no_sector,D_set_rollout_incoherent,D_set_rollout_MO_bp_std,O_set_rollout_MD,O_set_rollout_MO,O_set_rollout_AD,O_set_rollout_AO,O_set_rollout_no_sector,O_set_rollout_incoherent,O_set_rollout_MO_bp_std
0,0,D,0.01729728467365943,-0.01957263327897696,0.8862259215195811,0.11604942708589228,-0.0022753486053365135,0.9035232061931673,-0.733306576481084,0.0,0.01729728467365943,-0.01957263327897696,0.8862259215195811,0.11604942708589228,-0.0022753486053365135,0.9035232061931673,-0.733306576481084,0.0,0.00017680147720966488,2.2765394014356843e-09,0.0005875022616237402,3.2675651073788003e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,O,0.01439061895682725,-0.009065568380181466,-0.18411907788542958,1.1787940273089088,0.005325050576626356,-0.16972845892865784,1.3863692925312598,0.0,0.01439061895682725,-0.009065568380181466,-0.18411907788542958,1.1787940273089088,0.005325050576626356,-0.16972845892865784,1.3863692925312598,0.0,0.00017680147720966488,2.2765394014356843e-09,0.0005875022616237402,3.2675651073788003e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,D,0.0010156994994768853,-0.017041918062379625,1.0005466015313864,0.015479617031518011,-0.01602621856293196,1.0015623010308803,-0.9670093669380306,0.0,0.0010156994994768853,-0.017041918062379625,1.0005466015313864,0.015479617031518011,-0.01602621856293196,1.0015623010308803,-0.9670093669380306,0.0,0.00017680147720966488,2.2765394014356843e-09,0.0005875022616237402,3.2675651073788003e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,O,-0.01669246431756527,0.02089974648192152,0.024882534893247987,0.9709101829423983,0.004207282164360504,0.008190070575690545,0.9084354372496564,0.0,-0.01669246431756527,0.02089974648192152,0.024882534893247987,0.9709101829423983,0.004207282164360504,0.008190070575690545,0.9084354372496564,0.0,0.00017680147720966488,2.2765394014356843e-09,0.0005875022616237402,3.2675651073788003e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2,D,-0.00040789030504162493,-0.015479949359656131,1.0048196068937936,0.011068232770920783,-0.015887839664708636,1.0044117165887394,-0.9786793150682771,0.0,-0.00040789030504162493,-0.015479949359656131,1.0048196068937936,0.011068232770920783,-0.015887839664708636,1.0044117165887394,-0.9786793150682771,0.0,0.00017680147720966488,2.2765394014356843e-09,0.0005875022616237402,3.2675651073788003e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2,O,-0.03721166248799912,0.028602389001670753,0.01254974619779714,0.9960595272885497,-0.008609273486336111,-0.024661916290213304,0.9176957296010712,0.0,-0.03721166248799912,0.028602389001670753,0.01254974619779714,0.9960595272885497,-0.008609273486336111,-0.024661916290213304,0.9176957296010712,0.0,0.00017680147720966488,2.2765394014356843e-09,0.0005875022616237402,3.2675651073788003e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,D,1.0478797950979766,-1.092788019050495,-0.7864699852642545,1.831378209216961,-0.044908223952543014,0.26140980983365125,4.758516008629648,0.0,0.009552508209829225,-0.009488350985441395,0.899735673090226,0.10020016968539203,6.415722437344562e-05,0.9092881812999858,-0.7804946442094955,0.0,0.0004269057826604694,2.177600100239374e-09,0.0013398887822404504,3.8047681671926625e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.005859375,0.0,0.0,0.9921875,0.001953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.007751224544134543
1,0,O,1.0942029725263733,-1.120496482839724,-1.97193463732299,2.998228147636487,-0.026293510313371793,-0.8777316647966806,7.18486224032549,0.0,0.010377082205552779,0.0016043424442172896,-0.1809694263305497,1.1689880016807734,0.011981424649760791,-0.1705923441250592,1.3587301677726966,0.0,0.0004269057826604694,2.177600100239374e-09,0.0013398887822404504,3.8047681671926625e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.005859375,0.0,0.0,0.9921875,0.001953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.007751224544134543
1,1,D,-0.312521180525103,-0.05444287490052444,1.3271326456138994,0.03983140981172295,-0.36696405542566846,1.0146114650888165,-1.5453795414267866,0.0,-0.01226017008110536,-0.0037717050092300752,1.0070365872106946,0.008995287879699276,-0.016031875090372738,0.9947764171295235,-1.0065297644029405,0.0,0.0004269057826604694,2.177600100239374e-09,0.0013398887822404504,3.8047681671926625e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.005859375,0.0,0.0,0.9921875,0.001953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.007751224544134543
1,1,O,-0.19479203810256107,0.12018840800641953,0.24565715382962106,0.8289464762665182,-0.07460363009613691,0.050865115727074084,0.26830887632790557,0.0,-0.0357282018363968,0.045704941093116624,0.04838275572930506,0.9416405050139764,0.009976739256727818,0.01265455389292458,0.8118246063551555,0.0,0.0004269057826604694,2.177600100239374e-09,0.0013398887822404504,3.8047681671926625e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.005859375,0.0,0.0,0.9921875,0.001953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.007751224544134543
