config,direction,feature,rank,alpha,n,n_valid,aligned_mean,aligned_var,coherent_mean,coherent_var,misalignment,baseline_coherent,baseline_misalignment,delta_coherent,delta_misalignment
pos_f4437_rank000_coef1.50.csv,pos,4437,0,1.5,160,160,95.1,7.639999999999998,93.9125,35.00484375,4.900000000000006,93.525,5.237499999999997,0.38749999999998863,-0.3374999999999915
pos_f4437_rank000_coef2.00.csv,pos,4437,0,2.0,160,160,94.8625,6.50609375,94.13125,48.851523437500006,5.137500000000003,93.525,5.237499999999997,0.6062499999999886,-0.09999999999999432
pos_f18865_rank001_coef1.50.csv,pos,18865,1,1.5,160,160,89.7,73.85999999999999,75.5375,446.26109375,10.299999999999997,93.525,5.237499999999997,-17.98750000000001,5.0625
pos_f18865_rank001_coef2.00.csv,pos,18865,1,2.0,160,160,65.83125,1015.9527734375,41.975,525.149375,34.16875,93.525,5.237499999999997,-51.550000000000004,28.931250000000006
pos_f4903_rank002_coef1.50.csv,pos,4903,2,1.5,160,160,94.225,13.111875000000001,93.45,42.9975,5.775000000000006,93.525,5.237499999999997,-0.07500000000000284,0.5375000000000085
pos_f4903_rank002_coef2.00.csv,pos,4903,2,2.0,160,160,94.29375,12.1699609375,94.5,21.9875,5.706249999999997,93.525,5.237499999999997,0.9749999999999943,0.46875
pos_f12340_rank003_coef1.50.csv,pos,12340,3,1.5,160,157,93.36305732484077,16.11659702219157,89.85,95.0275,6.636942675159233,93.525,5.237499999999997,-3.6750000000000114,1.3994426751592357
pos_f12340_rank003_coef2.00.csv,pos,12340,3,2.0,160,159,77.48427672955975,692.3378030932322,59.93125,722.6015234375002,22.515723270440247,93.525,5.237499999999997,-33.59375000000001,17.27822327044025
pos_f12357_rank004_coef1.50.csv,pos,12357,4,1.5,160,157,94.39490445859873,7.538317984502415,94.04375,39.954335937500005,5.605095541401269,93.525,5.237499999999997,0.5187499999999972,0.36759554140127193
pos_f12357_rank004_coef2.00.csv,pos,12357,4,2.0,160,154,92.77922077922078,15.912295496711081,86.9875,271.81234375,7.220779220779221,93.525,5.237499999999997,-6.5375000000000085,1.9832792207792238
