step,layer,delta_rms,frac_along_PM,frac_along_PD,frac_probe_span,signed_mean_proj_PM,signed_mean_proj_PD
0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.5668952705351022,0.00014809068661622368,0.00011740826188954595,0.004944432414890942,-0.05432718074759083,0.04713587158443468
1,1,0.8309787262097723,1.3557246914562673e-05,0.00012457114801450836,0.0007035073536111042,0.02595530400657981,0.04900867253341028
1,2,1.132982831696035,0.0004843182602676678,0.00022896336292638312,0.0011005624674319556,-0.2190869756086746,-0.14234687649627098
2,0,1.1314644359048656,7.224490437483963e-05,6.70624149502976e-05,0.004129930688996202,-0.09783548705751761,0.07370492881531279
2,1,1.6788035212966956,2.3587431090093235e-05,7.073193360245905e-05,0.0004290518252199653,0.050146318494344255,0.04980438499660025
2,2,2.3040474389007675,0.0002447491633040423,0.00011789211403321892,0.0005934830320924102,-0.31488804702005135,-0.19554215653947113
3,0,1.7659584105671906,5.7691631871180894e-05,6.0796051753388635e-05,0.0036797578202074606,-0.13520877903308298,0.11083043967853097
3,1,2.637401708551218,2.977261736813024e-05,6.179452270289204e-05,0.00035088005145706,0.07460816813498884,0.058706846395836024
3,2,3.652653589244238,0.00016039294671619443,8.254724725223112e-05,0.0004568140070773013,-0.3969362664234081,-0.23514923612209332
5,0,3.0918861469656593,4.3028696961815296e-05,6.447852628014739e-05,0.0026045550068710946,-0.1981240551540064,0.19630462059685908
5,1,4.599758931288433,3.3315279797112476e-05,5.129570429244746e-05,0.0002309784709030207,0.15435617053735656,0.13737825461850198
5,2,6.422993427998948,8.561363695424784e-05,4.877156461904242e-05,0.00031920267390648827,-0.4734973605104785,-0.2574709558356783
7,0,4.206927673921027,3.985052391069258e-05,6.120697643946921e-05,0.0020270959376792754,-0.25060311295567883,0.24686091614862526
7,1,6.503184788429613,2.8452202216552437e-05,4.624692703256671e-05,0.00017033815634722225,0.2732149547546452,0.2985486065327259
7,2,8.955833602282578,4.849916055347155e-05,2.6966720418498554e-05,0.0002442802661653258,-0.4741304769139484,-0.1568609022652728
9,0,4.889666428731797,4.3287134339976894e-05,5.425162711989103e-05,0.0016282943553789936,-0.2914096183641462,0.24334793790190504
9,1,7.660853819693417,2.988240326182744e-05,5.274428857526008e-05,0.0001336279870072956,0.36201984499777684,0.41286175280062387
9,2,10.56649990677925,3.4655309926861437e-05,1.8204045167968165e-05,0.00022633150799493352,-0.4608339971596456,-0.011959268583175042
11,0,5.287367736031247,4.7850080074422046e-05,5.652756028489999e-05,0.001403051158256334,-0.32088315302011333,0.24225889455179642
11,1,8.751353002910422,3.46908589328544e-05,5.967703369192805e-05,0.00012597410069789848,0.47236616965303646,0.5380291861051665
11,2,12.108613551467199,2.7147696928732382e-05,1.667962142213595e-05,0.00022732686020525406,-0.4431278368965476,0.06775567375631468
14,0,5.59296453479817,6.3654323101997e-05,6.2545755005377e-05,0.00119803761897688,-0.3845206348848516,0.2498749074575847
14,1,9.613828040373313,3.463196042520563e-05,7.153016795688847e-05,0.00012980102468478135,0.5238207785052921,0.6709331039816543
14,2,13.156588746127934,2.7298045337427584e-05,2.0918166430392625e-05,0.0002447304802400957,-0.46790084593737635,0.20747048807252752
18,0,5.915873546182814,7.484062233732484e-05,9.599016657297371e-05,0.0011027275370337779,-0.429751187033511,0.3462480320702873
18,1,10.248093721248713,3.476387380478046e-05,8.574460273016286e-05,0.00014917665702793203,0.5619815746288045,0.8094503965743932
18,2,13.860537489459778,2.4396685601938345e-05,2.7899174827203927e-05,0.0002830808710662262,-0.46952488039330664,0.2624365852314755
