step,layer,prompt,base_dec_MD,base_dec_MO,base_dec_AD,base_dec_AO,base_dec_P_M,base_dec_P_D,base_dec_chi,base_dec_det,own_dec_MD,own_dec_MO,own_dec_AD,own_dec_AO,own_dec_P_M,own_dec_P_D,own_dec_chi,own_dec_det,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,D_coh_deficit,D_coh_impossible_rate,D_dispo_MD,D_dispo_MO,D_dispo_AD,D_dispo_AO,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,O_coh_deficit,O_coh_impossible_rate,O_dispo_MD,O_dispo_MO,O_dispo_AD,O_dispo_AO,D_set_rollout_MD,D_set_rollout_MO,D_set_rollout_AD,D_set_rollout_AO,D_set_rollout_no_sector,D_set_rollout_incoherent,D_set_rollout_MO_bp_std,D_set_coh_deficit,D_set_coh_impossible_rate,D_set_dispo_MD,D_set_dispo_MO,D_set_dispo_AD,D_set_dispo_AO,D_set_coh_deficit_bp_std,O_set_rollout_MD,O_set_rollout_MO,O_set_rollout_AD,O_set_rollout_AO,O_set_rollout_no_sector,O_set_rollout_incoherent,O_set_rollout_MO_bp_std,O_set_coh_deficit,O_set_coh_impossible_rate,O_set_dispo_MD,O_set_dispo_MO,O_set_dispo_AD,O_set_dispo_AO,O_set_coh_deficit_bp_std
0,0,D,0.006108774245563442,-0.007476503145471991,1.059804514663314,-0.05843678576356437,-0.0013677288999199289,1.0659132889087515,-1.104656023036152,0.0,0.006108774245563442,-0.007476503145471991,1.059804514663314,-0.05843678576356437,-0.0013677288999199289,1.0659132889087515,-1.104656023036152,0.0,0.0012154853902757168,2.0375540144002002e-10,0.0006881252047605813,2.667682741375188e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0006628629118337721,0.0,0.001953125,0.0,0.9228515625,0.0751953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0006360676961445278,0.0,0.0,0.0,0.0859375,0.9140625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.00038736593126206223,0.0,0.0,0.0,0.9677734375,0.0322265625,0.0010624510895016455,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.007751224544134543,0.0011686383975910302,0.0,0.0,0.0009765625,0.056640625,0.9423828125,0.0020841602975130488
0,0,O,-0.12107194326275406,0.14357962272271996,0.09091269739611385,0.8865796231437653,0.02250767945994475,-0.030159245866746676,0.5310153597619487,0.0,-0.12107194326275406,0.14357962272271996,0.09091269739611385,0.8865796231437653,0.02250767945994475,-0.030159245866746676,0.5310153597619487,0.0,0.0012154853902757168,2.0375540144002002e-10,0.0006881252047605813,2.667682741375188e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0006628629118337721,0.0,0.001953125,0.0,0.9228515625,0.0751953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0006360676961445278,0.0,0.0,0.0,0.0859375,0.9140625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.00038736593126206223,0.0,0.0,0.0,0.9677734375,0.0322265625,0.0010624510895016455,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.007751224544134543,0.0011686383975910302,0.0,0.0,0.0009765625,0.056640625,0.9423828125,0.0020841602975130488
0,1,D,0.004334616382872594,0.002418602775616511,0.9976740687273452,-0.004427287885845732,0.006753219158492363,1.0020086851102221,-1.0001853430059355,0.0,0.004334616382872594,0.002418602775616511,0.9976740687273452,-0.004427287885845732,0.006753219158492363,1.0020086851102221,-1.0001853430059355,0.0,0.0012154853902757168,2.0375540144002002e-10,0.0006881252047605813,2.667682741375188e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0006628629118337721,0.0,0.001953125,0.0,0.9228515625,0.0751953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0006360676961445278,0.0,0.0,0.0,0.0859375,0.9140625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.00038736593126206223,0.0,0.0,0.0,0.9677734375,0.0322265625,0.0010624510895016455,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.007751224544134543,0.0011686383975910302,0.0,0.0,0.0009765625,0.056640625,0.9423828125,0.0020841602975130488
0,1,O,-0.003352450017643227,-0.0010634119169766754,0.03295698017834314,0.9714588817562666,-0.004415861934619528,0.029604530160701192,0.9362128634772716,0.0,-0.003352450017643227,-0.0010634119169766754,0.03295698017834314,0.9714588817562666,-0.004415861934619528,0.029604530160701192,0.9362128634772716,0.0,0.0012154853902757168,2.0375540144002002e-10,0.0006881252047605813,2.667682741375188e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0006628629118337721,0.0,0.001953125,0.0,0.9228515625,0.0751953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0006360676961445278,0.0,0.0,0.0,0.0859375,0.9140625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.00038736593126206223,0.0,0.0,0.0,0.9677734375,0.0322265625,0.0010624510895016455,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.007751224544134543,0.0011686383975910302,0.0,0.0,0.0009765625,0.056640625,0.9423828125,0.0020841602975130488
0,2,D,-0.013021952049073887,0.004320332155965709,1.006340206435134,0.0023614134581185775,-0.008701619893102211,0.9933182543860543,-1.0213210771820596,0.0,-0.013021952049073887,0.004320332155965709,1.006340206435134,0.0023614134581185775,-0.008701619893102211,0.9933182543860543,-1.0213210771820596,0.0,0.0012154853902757168,2.0375540144002002e-10,0.0006881252047605813,2.667682741375188e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0006628629118337721,0.0,0.001953125,0.0,0.9228515625,0.0751953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0006360676961445278,0.0,0.0,0.0,0.0859375,0.9140625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.00038736593126206223,0.0,0.0,0.0,0.9677734375,0.0322265625,0.0010624510895016455,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.007751224544134543,0.0011686383975910302,0.0,0.0,0.0009765625,0.056640625,0.9423828125,0.0020841602975130488
0,2,O,0.011704353246309973,-0.0033013118069777775,-0.0034225945422986515,0.9950195531030808,0.00840304143933672,0.008281758704013598,1.0134478126986504,0.0,0.011704353246309973,-0.0033013118069777775,-0.0034225945422986515,0.9950195531030808,0.00840304143933672,0.008281758704013598,1.0134478126986504,0.0,0.0012154853902757168,2.0375540144002002e-10,0.0006881252047605813,2.667682741375188e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0006628629118337721,0.0,0.001953125,0.0,0.9228515625,0.0751953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0006360676961445278,0.0,0.0,0.0,0.0859375,0.9140625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.00038736593126206223,0.0,0.0,0.0,0.9677734375,0.0322265625,0.0010624510895016455,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.007751224544134543,0.0011686383975910302,0.0,0.0,0.0009765625,0.056640625,0.9423828125,0.0020841602975130488
1,0,D,1.3263537266959524,-1.5572931928919762,4.011931354943307,-2.7809918887475544,-0.2309394661960376,5.338285081639256,-3.909276324103333,0.0,-0.0032628504246567935,0.00756813659906741,1.0124255262965844,-0.016730812471069,0.004305286174415224,1.0091626758721102,-1.0399873257921897,0.0,0.0072485413402318954,3.4521147052046786e-10,0.0009296784410253167,3.069020870771766e-10,0.0078125,0.0,0.0,0.0,0.9912109375,0.0009765625,0.0001510304313295809,0.0,0.0078125,0.0009765625,0.927734375,0.0634765625,0.0,0.001953125,0.0,0.0,0.9951171875,0.0029296875,0.001625419025200964,0.0,0.0,0.001953125,0.0703125,0.927734375,0.0029296875,0.0,0.0,0.0,0.994140625,0.0029296875,0.0,0.00040377516637754465,0.0,0.0029296875,0.0,0.9677734375,0.029296875,0.005911612896963019,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386,0.0009306832407629459,0.0,0.0,0.001953125,0.052734375,0.9453125,0.003180758375959545
1,0,O,0.9166584417504169,-1.1476684685187162,2.2862321184240466,-1.0552220916559956,-0.2310100267683215,3.2028905601743873,-1.277127299811215,0.0,-0.09603379897414,0.10318954608208541,0.02554896936427209,0.9672952835276769,0.007155747107968402,-0.07048482960965963,0.7425229691064388,0.0,0.0072485413402318954,3.4521147052046786e-10,0.0009296784410253167,3.069020870771766e-10,0.0078125,0.0,0.0,0.0,0.9912109375,0.0009765625,0.0001510304313295809,0.0,0.0078125,0.0009765625,0.927734375,0.0634765625,0.0,0.001953125,0.0,0.0,0.9951171875,0.0029296875,0.001625419025200964,0.0,0.0,0.001953125,0.0703125,0.927734375,0.0029296875,0.0,0.0,0.0,0.994140625,0.0029296875,0.0,0.00040377516637754465,0.0,0.0029296875,0.0,0.9677734375,0.029296875,0.005911612896963019,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386,0.0009306832407629459,0.0,0.0,0.001953125,0.052734375,0.9453125,0.003180758375959545
1,1,D,0.2530709869193456,-0.20051556271343643,0.8849142309230644,0.06253034487101378,0.05255542420591301,1.1379852178424161,-0.36879733641927237,0.0,0.02324591377866475,-0.007995278171437928,0.9861826179709412,-0.0014332535781713673,0.01525063560722488,1.0094285317495972,-0.9563746795990269,0.0,0.0072485413402318954,3.4521147052046786e-10,0.0009296784410253167,3.069020870771766e-10,0.0078125,0.0,0.0,0.0,0.9912109375,0.0009765625,0.0001510304313295809,0.0,0.0078125,0.0009765625,0.927734375,0.0634765625,0.0,0.001953125,0.0,0.0,0.9951171875,0.0029296875,0.001625419025200964,0.0,0.0,0.001953125,0.0703125,0.927734375,0.0029296875,0.0,0.0,0.0,0.994140625,0.0029296875,0.0,0.00040377516637754465,0.0,0.0029296875,0.0,0.9677734375,0.029296875,0.005911612896963019,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386,0.0009306832407629459,0.0,0.0,0.001953125,0.052734375,0.9453125,0.003180758375959545
1,1,O,-0.14605270777124546,0.16433405869496887,0.16197414436664503,0.8197445047096187,0.018281350923722725,0.015921436595403127,0.34738359387677487,0.0,0.012415104207709193,-0.020647916892142182,0.018170497066586577,0.9900623156178382,-0.008232812684434043,0.030585601274307095,1.0049548396511145,0.0,0.0072485413402318954,3.4521147052046786e-10,0.0009296784410253167,3.069020870771766e-10,0.0078125,0.0,0.0,0.0,0.9912109375,0.0009765625,0.0001510304313295809,0.0,0.0078125,0.0009765625,0.927734375,0.0634765625,0.0,0.001953125,0.0,0.0,0.9951171875,0.0029296875,0.001625419025200964,0.0,0.0,0.001953125,0.0703125,0.927734375,0.0029296875,0.0,0.0,0.0,0.994140625,0.0029296875,0.0,0.00040377516637754465,0.0,0.0029296875,0.0,0.9677734375,0.029296875,0.005911612896963019,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.010874539771152386,0.0009306832407629459,0.0,0.0,0.001953125,0.052734375,0.9453125,0.003180758375959545
