step,layer,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,D_coh_deficit,D_coh_impossible_rate,D_dispo_MD,D_dispo_MO,D_dispo_AD,D_dispo_AO,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,O_coh_deficit,O_coh_impossible_rate,O_dispo_MD,O_dispo_MO,O_dispo_AD,O_dispo_AO,D_set_rollout_MD,D_set_rollout_MO,D_set_rollout_AD,D_set_rollout_AO,D_set_rollout_no_sector,D_set_rollout_incoherent,D_set_rollout_MO_bp_std,D_set_coh_deficit,D_set_coh_impossible_rate,D_set_dispo_MD,D_set_dispo_MO,D_set_dispo_AD,D_set_dispo_AO,D_set_coh_deficit_bp_std,O_set_rollout_MD,O_set_rollout_MO,O_set_rollout_AD,O_set_rollout_AO,O_set_rollout_no_sector,O_set_rollout_incoherent,O_set_rollout_MO_bp_std,O_set_coh_deficit,O_set_coh_impossible_rate,O_set_dispo_MD,O_set_dispo_MO,O_set_dispo_AD,O_set_dispo_AO,O_set_coh_deficit_bp_std,r2_MD,r2_MO,r2_AD,r2_AO,r2_P_M,r2_P_D,r2_chi,r2_det,cos_persona_contrast_D_vs_O,cos_domain_contrast_M_vs_A,cos_PM_vs_PD,n_PM_given_D,npos_PM_given_D,r2_PM_given_D,n_PM_given_O,npos_PM_given_O,r2_PM_given_O,n_PD_given_M,npos_PD_given_M,r2_PD_given_M,n_PD_given_A,npos_PD_given_A,r2_PD_given_A,cos_wPM_D_vs_O,r2_PM_D_to_O,corr_PM_D_to_O,r2_PM_O_to_D,corr_PM_O_to_D,cos_wPD_M_vs_A,r2_PD_M_to_A,corr_PD_M_to_A,r2_PD_A_to_M,corr_PD_A_to_M,rot_cos_MD,rot_cos_MO,rot_cos_AD,rot_cos_AO,rot_cos_P_M,rot_cos_P_D,rot_cos_chi,rot_cos_det
3,1,0.04893012344837189,6.764592219710153e-10,0.002198978792876005,3.7418421139356894e-10,0.0673828125,0.0,0.0,0.0,0.9296875,0.0029296875,-0.005367818252509288,0.0,0.0673828125,0.0029296875,0.880859375,0.048828125,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.0016269599134897056,0.0,0.0009765625,0.0009765625,0.0810546875,0.9169921875,0.0166015625,0.0,0.0,0.0,0.9833984375,0.0,0.0,-0.0009482023047934149,0.0,0.015625,0.0,0.958984375,0.025390625,0.005111681558292185,0.0,0.001953125,0.0,0.0,0.9970703125,0.0009765625,0.010874539771152386,0.0007653152133557165,0.0,0.0,0.001953125,0.056640625,0.94140625,0.001989778138933797,0.9950096863314082,0.99706697874829,0.9995244937164889,0.999721864611244,0.9991958230929486,0.9999168154011897,0.9985748163671505,,-0.8148665603167232,-0.9626194655708764,-0.06774164954367845,53361,2862,0.998242566161893,49881,3016,0.9993856985724822,6888,2862,0.9998590318780419,115992,52547,0.9999199354352433,0.46662214121082224,-6.279955390856148,0.354792449826802,0.4376531357409219,0.8751287091824682,0.13051748963020746,0.9460328949749108,0.9764264948920394,0.7272525694450587,0.9693038437497966,0.7284764258070494,0.8040565209706353,0.7465065372872477,0.6922200780154872,0.5069505798225209,0.6968981673496445,0.7905443545641155,0.0
3,2,0.04893012344837189,6.764592219710153e-10,0.002198978792876005,3.7418421139356894e-10,0.0673828125,0.0,0.0,0.0,0.9296875,0.0029296875,-0.005367818252509288,0.0,0.0673828125,0.0029296875,0.880859375,0.048828125,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.0016269599134897056,0.0,0.0009765625,0.0009765625,0.0810546875,0.9169921875,0.0166015625,0.0,0.0,0.0,0.9833984375,0.0,0.0,-0.0009482023047934149,0.0,0.015625,0.0,0.958984375,0.025390625,0.005111681558292185,0.0,0.001953125,0.0,0.0,0.9970703125,0.0009765625,0.010874539771152386,0.0007653152133557165,0.0,0.0,0.001953125,0.056640625,0.94140625,0.001989778138933797,0.9955086028425786,0.9979170544508124,0.9995661057916221,0.9997966654667421,0.999282584310228,0.999955720031381,0.9988016344132252,,-0.7562393457570185,-0.9675575987577419,0.2863743734150037,53361,2862,0.9989077894732148,49881,3016,0.999468889041357,6888,2862,0.9999032789954182,115992,52547,0.9999762601967614,0.3800322220361974,-7.817604887008709,0.5477527588699646,0.07119370289019844,0.8988058447443652,0.04492460137539739,0.9630870158261036,0.9967393172610763,0.887289216468231,0.9852622154616236,0.3359731894212321,0.5018262366614458,0.27002340133275254,0.5198342898976992,0.5040266771650153,0.4185836586999175,0.3380489418525255,0.0
5,0,0.5212761163711548,2.8125004547518984e-09,0.4064444899559021,3.094352107879672e-09,0.7001953125,0.001953125,0.0,0.0,0.29296875,0.0048828125,-0.008669641877706871,0.0,0.69921875,0.0546875,0.2255859375,0.0205078125,0.00390625,0.384765625,0.0,0.0,0.6103515625,0.0009765625,-0.005006349138105147,0.0,0.205078125,0.384765625,0.0419921875,0.3681640625,0.2763671875,0.0,0.0,0.0,0.72265625,0.0009765625,0.0,0.011399665288378682,0.0,0.2705078125,0.0078125,0.697265625,0.0244140625,0.021776339016681173,0.0,0.0048828125,0.0,0.0,0.9931640625,0.001953125,0.016773011755193034,0.0007711965958363701,0.0,0.0009765625,0.0048828125,0.07421875,0.919921875,0.0045006260842491135,0.6515211610280338,0.6649354867130811,0.9937684429233514,0.9934529977287974,0.9991074550217143,0.958355062306983,0.9475342013820295,,-0.9946305600875737,-0.5530614176195477,-0.4009285728251927,53361,2862,0.9978834428526887,49881,3016,0.9984501477991355,6888,2862,0.34150665025275995,115992,52547,0.947163863240971,0.627032694409486,-40.690263484065426,0.1509533167243172,-10.859325080896049,0.2906025696008659,0.22271751901368453,-29.834993309113024,0.15941004378922854,-3.1656411734847048,0.14474524455339777,0.3854388938376207,0.34194500217275686,0.362986519004285,0.37385129414823104,0.1097420878373821,0.3404839412737278,0.39423586651543996,0.0
5,1,0.5212761163711548,2.8125004547518984e-09,0.4064444899559021,3.094352107879672e-09,0.7001953125,0.001953125,0.0,0.0,0.29296875,0.0048828125,-0.008669641877706871,0.0,0.69921875,0.0546875,0.2255859375,0.0205078125,0.00390625,0.384765625,0.0,0.0,0.6103515625,0.0009765625,-0.005006349138105147,0.0,0.205078125,0.384765625,0.0419921875,0.3681640625,0.2763671875,0.0,0.0,0.0,0.72265625,0.0009765625,0.0,0.011399665288378682,0.0,0.2705078125,0.0078125,0.697265625,0.0244140625,0.021776339016681173,0.0,0.0048828125,0.0,0.0,0.9931640625,0.001953125,0.016773011755193034,0.0007711965958363701,0.0,0.0009765625,0.0048828125,0.07421875,0.919921875,0.0045006260842491135,0.9876901127405932,0.9894086377445849,0.9987055987927913,0.9988139518949456,0.9989595998363403,0.9998963938005201,0.9950776676180455,,-0.937225062206708,-0.9777123074582137,-0.25912689510850806,53361,2862,0.9972881618564158,49881,3016,0.9986823005828572,6888,2862,0.999834106931924,115992,52547,0.9998691971740111,0.3877535559413625,-9.275135895204482,0.10220987597312604,-2.354770436928454,0.9266862694394573,0.18510597923513772,0.8616101814969264,0.9768084137951352,0.8710816649805304,0.9843702508208668,0.6230460198094057,0.7478230714538852,0.6124484672170792,0.6336354457590874,0.03558874707523636,0.5804155705772392,0.7140829969758441,0.0
5,2,0.5212761163711548,2.8125004547518984e-09,0.4064444899559021,3.094352107879672e-09,0.7001953125,0.001953125,0.0,0.0,0.29296875,0.0048828125,-0.008669641877706871,0.0,0.69921875,0.0546875,0.2255859375,0.0205078125,0.00390625,0.384765625,0.0,0.0,0.6103515625,0.0009765625,-0.005006349138105147,0.0,0.205078125,0.384765625,0.0419921875,0.3681640625,0.2763671875,0.0,0.0,0.0,0.72265625,0.0009765625,0.0,0.011399665288378682,0.0,0.2705078125,0.0078125,0.697265625,0.0244140625,0.021776339016681173,0.0,0.0048828125,0.0,0.0,0.9931640625,0.001953125,0.016773011755193034,0.0007711965958363701,0.0,0.0009765625,0.0048828125,0.07421875,0.919921875,0.0045006260842491135,0.9902532799433645,0.9934509496968527,0.9990489793275561,0.9992992281291266,0.9987226438556467,0.9999424299176842,0.9968061148220988,,-0.5752647865367813,-0.9603244765055399,-0.04487927371756833,53361,2862,0.9974990622501295,49881,3016,0.9989383941043062,6888,2862,0.9998859865949727,115992,52547,0.9999498062541848,0.389163779786257,-9.004389031253135,0.14464096698312653,-40.92967184175182,0.8711520635876888,0.12735980098991456,0.925457081633079,0.9979421827082903,0.9511078329863588,0.9931786629741511,0.020447240651823077,0.2594320500661126,-0.09461831105738003,0.2359774040982684,0.4363054749834074,0.15833209684787714,-0.0007601841206930809,0.0
7,0,0.5549720525741577,2.2941137878262907e-09,0.5091807842254639,2.490361472595737e-09,0.869140625,0.001953125,0.0,0.0,0.126953125,0.001953125,0.00469996741380355,0.0,0.869140625,0.1015625,0.0263671875,0.0029296875,0.0126953125,0.482421875,0.0,0.0,0.50390625,0.0009765625,0.020874871459226528,0.0,0.4296875,0.482421875,0.005859375,0.08203125,0.697265625,0.0,0.0,0.0,0.3017578125,0.0009765625,0.0,0.03616956931798207,0.0,0.6923828125,0.0458984375,0.24609375,0.015625,0.03479375350657388,0.0087890625,0.1279296875,0.0,0.0,0.8623046875,0.0009765625,0.11398203899037052,0.01488530269679282,0.0,0.1376953125,0.126953125,0.0595703125,0.67578125,0.021511948904391745,0.6494307065032541,0.6633736867933373,0.9943066865388104,0.9942203058315471,0.9989753580104248,0.9572197603995938,0.947309170115092,,-0.979628154915374,-0.4993176244596616,-0.13712561063895767,53361,2862,0.997331534346716,49881,3016,0.9981530021923133,6888,2862,0.29595672183829724,115992,52547,0.9666865524949303,0.5951628192306785,-30.21202025250564,0.1732132387011171,-6.408865900527558,0.36488681430920156,0.22048379184020678,-20.9603901364446,0.22165072585858334,-13.971910180860023,0.22685816499927422,0.49787982553516147,0.4729130890311179,0.17652772448976758,0.18113079658046422,0.0678333385644015,0.2068904239102873,0.23283707902416725,0.0
7,1,0.5549720525741577,2.2941137878262907e-09,0.5091807842254639,2.490361472595737e-09,0.869140625,0.001953125,0.0,0.0,0.126953125,0.001953125,0.00469996741380355,0.0,0.869140625,0.1015625,0.0263671875,0.0029296875,0.0126953125,0.482421875,0.0,0.0,0.50390625,0.0009765625,0.020874871459226528,0.0,0.4296875,0.482421875,0.005859375,0.08203125,0.697265625,0.0,0.0,0.0,0.3017578125,0.0009765625,0.0,0.03616956931798207,0.0,0.6923828125,0.0458984375,0.24609375,0.015625,0.03479375350657388,0.0087890625,0.1279296875,0.0,0.0,0.8623046875,0.0009765625,0.11398203899037052,0.01488530269679282,0.0,0.1376953125,0.126953125,0.0595703125,0.67578125,0.021511948904391745,0.9789425118551707,0.98127666751876,0.9978678395234504,0.99789984787707,0.9986652583716058,0.9998978752572635,0.991388101108679,,-0.8480366942895602,-0.9615028592529551,0.13166612925308332,53361,2862,0.9969365744793776,49881,3016,0.9979787959717807,6888,2862,0.9998671442813083,115992,52547,0.999844505336056,0.37860856738385346,-23.101067050721145,0.12076441554781889,-0.07789753371779562,0.7074860111933994,0.19945645576448165,0.8099035400983439,0.9924290114427486,0.9318332073891711,0.9860968099202295,0.48708251162960964,0.6035816943787922,0.465243844778341,0.3987186701763006,-0.12729631046745776,0.18838990684634851,0.5772258763589336,0.0
7,2,0.5549720525741577,2.2941137878262907e-09,0.5091807842254639,2.490361472595737e-09,0.869140625,0.001953125,0.0,0.0,0.126953125,0.001953125,0.00469996741380355,0.0,0.869140625,0.1015625,0.0263671875,0.0029296875,0.0126953125,0.482421875,0.0,0.0,0.50390625,0.0009765625,0.020874871459226528,0.0,0.4296875,0.482421875,0.005859375,0.08203125,0.697265625,0.0,0.0,0.0,0.3017578125,0.0009765625,0.0,0.03616956931798207,0.0,0.6923828125,0.0458984375,0.24609375,0.015625,0.03479375350657388,0.0087890625,0.1279296875,0.0,0.0,0.8623046875,0.0009765625,0.11398203899037052,0.01488530269679282,0.0,0.1376953125,0.126953125,0.0595703125,0.67578125,0.021511948904391745,0.9873512093746715,0.9902899583311815,0.9987062380853464,0.9989020286614816,0.9983346625939905,0.9999324588130791,0.9953900465667604,,-0.6305727544053957,-0.9532837749741325,0.0937088984581734,53361,2862,0.997147668627657,49881,3016,0.9981685276571621,6888,2862,0.9998490507929426,115992,52547,0.9999178441733132,0.4529858265358182,-15.073774370206586,0.2621748920886305,-61.660658395424406,0.9182550072221651,0.1088557311772029,0.8868594181477151,0.9976230776442369,0.9713377255834047,0.9925377319494877,-0.10868208732588176,0.11911507033406336,-0.13058588446176025,0.06378499634833876,0.25118847523446836,0.047996632402399535,-0.11286769619450164,0.0
9,0,0.5311030745506287,2.288345735124153e-09,0.4911509156227112,1.7539114605114037e-09,0.9248046875,0.005859375,0.0,0.0,0.06640625,0.0029296875,0.003884963553922478,0.0,0.92578125,0.0732421875,0.0009765625,0.0,0.0146484375,0.384765625,0.0,0.0,0.59765625,0.0029296875,0.04086830674192963,0.0,0.58203125,0.384765625,0.0,0.033203125,0.935546875,0.001953125,0.0,0.0,0.0576171875,0.0048828125,0.010874539771152386,0.03065001345724791,0.0,0.9521484375,0.029296875,0.0185546875,0.0,0.025924309925353845,0.013671875,0.2841796875,0.0,0.0,0.697265625,0.0048828125,0.1631034795954775,0.061398061131767386,0.0,0.3486328125,0.28515625,0.017578125,0.3486328125,0.04602517553409862,0.6594891627418079,0.661994916946447,0.9943424021341546,0.9942654682467267,0.998798416215873,0.958183931192149,0.9466109120928681,,-0.9667623506913089,-0.5045592331444192,0.017361475615018728,53361,2862,0.9971597322227951,49881,3016,0.9978210958249114,6888,2862,0.3202462126407891,115992,52547,0.9762080720934281,0.6128263763051861,-26.31431048537547,0.18484802274752377,-2.440181374935056,0.5133153047724929,0.24299950601879924,-9.699377476981965,0.3547677402762262,-25.4860601319519,0.23606701876178687,0.5245888572754165,0.45930501070323415,0.11641867897901505,0.11749759616674586,0.07265691114264591,0.20911448813258415,0.1521640327238377,0.0
9,1,0.5311030745506287,2.288345735124153e-09,0.4911509156227112,1.7539114605114037e-09,0.9248046875,0.005859375,0.0,0.0,0.06640625,0.0029296875,0.003884963553922478,0.0,0.92578125,0.0732421875,0.0009765625,0.0,0.0146484375,0.384765625,0.0,0.0,0.59765625,0.0029296875,0.04086830674192963,0.0,0.58203125,0.384765625,0.0,0.033203125,0.935546875,0.001953125,0.0,0.0,0.0576171875,0.0048828125,0.010874539771152386,0.03065001345724791,0.0,0.9521484375,0.029296875,0.0185546875,0.0,0.025924309925353845,0.013671875,0.2841796875,0.0,0.0,0.697265625,0.0048828125,0.1631034795954775,0.061398061131767386,0.0,0.3486328125,0.28515625,0.017578125,0.3486328125,0.04602517553409862,0.9686600129542363,0.9705187950399352,0.9966893051192748,0.9967097303046928,0.998391889794332,0.9998961858481781,0.9865619134879172,,-0.8697191800707468,-0.9699426465461894,0.17353516480848424,53361,2862,0.9962281257433575,49881,3016,0.997848237111213,6888,2862,0.9998296072779991,115992,52547,0.9998369847755131,0.43741607710603564,-19.189959170395294,0.21970862637987718,-3.136489177390523,0.47714237168096524,0.2413033023498989,0.7704982128114867,0.9924992077948186,0.9550681159466677,0.9941605388144437,0.4716373642958499,0.4325960733059219,0.34375405209582743,0.1153629553414341,-0.08541214650126307,0.38058800518425573,0.4204675510682768,0.0
9,2,0.5311030745506287,2.288345735124153e-09,0.4911509156227112,1.7539114605114037e-09,0.9248046875,0.005859375,0.0,0.0,0.06640625,0.0029296875,0.003884963553922478,0.0,0.92578125,0.0732421875,0.0009765625,0.0,0.0146484375,0.384765625,0.0,0.0,0.59765625,0.0029296875,0.04086830674192963,0.0,0.58203125,0.384765625,0.0,0.033203125,0.935546875,0.001953125,0.0,0.0,0.0576171875,0.0048828125,0.010874539771152386,0.03065001345724791,0.0,0.9521484375,0.029296875,0.0185546875,0.0,0.025924309925353845,0.013671875,0.2841796875,0.0,0.0,0.697265625,0.0048828125,0.1631034795954775,0.061398061131767386,0.0,0.3486328125,0.28515625,0.017578125,0.3486328125,0.04602517553409862,0.982278908740139,0.985666454491124,0.9981870772633837,0.9982412008366218,0.9980048750415568,0.9999168721918806,0.993190605547265,,-0.8129546797671505,-0.974134592876192,0.21048311292730792,53361,2862,0.9965265371975507,49881,3016,0.9975158383600246,6888,2862,0.9998429081107076,115992,52547,0.9999058635731103,0.4492002736840016,-17.751123664879824,0.1715741863301551,-36.42727022252202,0.7124090627896064,0.21067498264183646,0.8830486009885679,0.9969159228548596,0.9747924416371527,0.9938174600678741,-0.36600550666576637,-0.18292150353818512,-0.3482345961493183,-0.12229347417005108,0.21174472007741363,-0.09199304370052327,-0.3865877201803294,0.0
11,0,0.5508776903152466,2.437284374323667e-09,0.47765159606933594,1.2918243141868402e-09,0.94140625,0.0,0.0,0.0,0.05859375,0.0,0.0026132396493725573,0.0,0.94140625,0.05859375,0.0,0.0,0.0126953125,0.3203125,0.0,0.0,0.6640625,0.0029296875,0.05413355634854893,0.0,0.673828125,0.3203125,0.0,0.005859375,0.9580078125,0.001953125,0.0,0.0,0.03515625,0.0048828125,0.010874539771152386,0.012898880210508645,0.0,0.96875,0.03125,0.0,0.0,0.009082429342265679,0.0146484375,0.3818359375,0.0,0.0,0.5966796875,0.0068359375,0.17921717914933852,0.10075465599183381,0.0,0.4375,0.4033203125,0.0009765625,0.158203125,0.06140840986581376,0.6631677933316065,0.6580327176837582,0.9952340328877917,0.9952773578025906,0.998596191384423,0.9612876664929354,0.9505338619405983,,-0.9574068551687531,-0.43006705815209967,0.163201734638052,53361,2862,0.9963418433846872,49881,3016,0.9975922953966914,6888,2862,0.30426578770137624,115992,52547,0.9819589838475979,0.6460377529231782,-6.662811690119214,0.3506064533197158,-3.364586908132395,0.4672744254272416,0.2343988159760154,-5.526519419500613,0.4300215323896668,-31.619214774934484,0.23504316483071552,0.5699095448200094,0.5299887022571768,0.011172579311025712,0.035313755463172995,0.13948288049971339,0.09868596626171151,0.11241757225106987,0.0
11,1,0.5508776903152466,2.437284374323667e-09,0.47765159606933594,1.2918243141868402e-09,0.94140625,0.0,0.0,0.0,0.05859375,0.0,0.0026132396493725573,0.0,0.94140625,0.05859375,0.0,0.0,0.0126953125,0.3203125,0.0,0.0,0.6640625,0.0029296875,0.05413355634854893,0.0,0.673828125,0.3203125,0.0,0.005859375,0.9580078125,0.001953125,0.0,0.0,0.03515625,0.0048828125,0.010874539771152386,0.012898880210508645,0.0,0.96875,0.03125,0.0,0.0,0.009082429342265679,0.0146484375,0.3818359375,0.0,0.0,0.5966796875,0.0068359375,0.17921717914933852,0.10075465599183381,0.0,0.4375,0.4033203125,0.0009765625,0.158203125,0.06140840986581376,0.9644803456897484,0.9680942933734472,0.9963363609339749,0.9963650276238507,0.9981963637935656,0.9999111908188666,0.9853549468172859,,-0.9044918466546159,-0.9820185921060671,0.14731412040216035,53361,2862,0.9956428401924331,49881,3016,0.9975401410035237,6888,2862,0.9997863357658345,115992,52547,0.9998519214738859,0.41062916379133463,-28.841120689945114,0.21006186716198816,-2.475606891101385,0.485579776975945,0.2748517472319315,0.7753534703401502,0.9920002329656287,0.9308122309117544,0.9938783444818138,0.37402752121330346,0.2671011447803801,0.26111521972297497,-0.06293925453303227,-0.13854909905077958,0.43028127440268726,0.2848250683672406,0.0
11,2,0.5508776903152466,2.437284374323667e-09,0.47765159606933594,1.2918243141868402e-09,0.94140625,0.0,0.0,0.0,0.05859375,0.0,0.0026132396493725573,0.0,0.94140625,0.05859375,0.0,0.0,0.0126953125,0.3203125,0.0,0.0,0.6640625,0.0029296875,0.05413355634854893,0.0,0.673828125,0.3203125,0.0,0.005859375,0.9580078125,0.001953125,0.0,0.0,0.03515625,0.0048828125,0.010874539771152386,0.012898880210508645,0.0,0.96875,0.03125,0.0,0.0,0.009082429342265679,0.0146484375,0.3818359375,0.0,0.0,0.5966796875,0.0068359375,0.17921717914933852,0.10075465599183381,0.0,0.4375,0.4033203125,0.0009765625,0.158203125,0.06140840986581376,0.9813646793779539,0.9831050653252215,0.9979018407132834,0.9979563739821847,0.9978408635371155,0.9999332261684781,0.9922351025437444,,-0.8450875555889544,-0.9811925267383889,0.2601535823912718,53361,2862,0.9959480149965936,49881,3016,0.9975329394076158,6888,2862,0.9998571510436022,115992,52547,0.9998915139108311,0.45198362610706216,-18.19003566889476,0.09619612945815838,-19.530178070715156,0.5434707496369922,0.3576611077716355,0.8926018175823576,0.9972040875677833,0.9872109580752201,0.9969135080363482,-0.4658163391607204,-0.25857787797681153,-0.4369219022726147,-0.1748245048402545,0.1699848545404159,-0.09604803505002917,-0.47231813568176473,0.0
14,0,0.5391405820846558,2.1239721093024855e-09,0.4191427230834961,8.102827853129213e-10,0.9345703125,0.001953125,0.0,0.0,0.060546875,0.0029296875,0.0019815019934791038,0.0,0.9365234375,0.0634765625,0.0,0.0,0.0185546875,0.2392578125,0.0,0.0,0.7412109375,0.0009765625,0.06508327783028621,0.0,0.7548828125,0.2392578125,0.0,0.005859375,0.93359375,0.0009765625,0.0,0.0,0.060546875,0.0048828125,0.007751224544134543,0.006334054666733193,0.0,0.947265625,0.052734375,0.0,0.0,0.007228514421970253,0.02734375,0.421875,0.0,0.0,0.5361328125,0.0146484375,0.24902152266420668,0.1251240095614869,0.0,0.517578125,0.451171875,0.0009765625,0.0302734375,0.07153480273000831,0.6391790169669332,0.6733197781119644,0.9958974311519408,0.9959883612920342,0.9985527949678495,0.9611102187214093,0.9501982327968249,,-0.9424278826484671,-0.3877036605330086,0.33736993267258064,53361,2862,0.9958980921179337,49881,3016,0.9974939818101478,6888,2862,0.33662395779976007,115992,52547,0.988087194448364,0.6716066802325825,-0.8486293327980348,0.6124301318956855,-10.6467971961475,0.29347936814354125,0.28067550286978593,-3.575316282291869,0.49965628471903334,-18.927677275791726,0.2912622033009683,0.4506313235256151,0.4244442911061795,-0.07981551800751392,-0.06081327876072206,0.20432246762208878,0.043768448859488926,0.007919133392801994,0.0
14,1,0.5391405820846558,2.1239721093024855e-09,0.4191427230834961,8.102827853129213e-10,0.9345703125,0.001953125,0.0,0.0,0.060546875,0.0029296875,0.0019815019934791038,0.0,0.9365234375,0.0634765625,0.0,0.0,0.0185546875,0.2392578125,0.0,0.0,0.7412109375,0.0009765625,0.06508327783028621,0.0,0.7548828125,0.2392578125,0.0,0.005859375,0.93359375,0.0009765625,0.0,0.0,0.060546875,0.0048828125,0.007751224544134543,0.006334054666733193,0.0,0.947265625,0.052734375,0.0,0.0,0.007228514421970253,0.02734375,0.421875,0.0,0.0,0.5361328125,0.0146484375,0.24902152266420668,0.1251240095614869,0.0,0.517578125,0.451171875,0.0009765625,0.0302734375,0.07153480273000831,0.9686170261849739,0.9689324836293695,0.9966086784992478,0.99654382589948,0.9980205111487834,0.9999119574243208,0.9863082720402041,,-0.9125487368300829,-0.9886267880442506,0.0825705773103933,53361,2862,0.9956103138523379,49881,3016,0.9974193280129253,6888,2862,0.9997305457262341,115992,52547,0.999856780483057,0.3778158217723595,-17.668495439523046,0.18576654874341791,-0.1709186535916487,0.7222359942884657,0.289392254585355,0.9303984502467635,0.9945064228677238,0.7627460724109828,0.9789214128788533,0.21804208429834546,0.12883064888207452,0.11144894967896972,-0.17809919080830355,-0.1569961227763885,0.39175893397483463,0.12900645807570815,0.0
14,2,0.5391405820846558,2.1239721093024855e-09,0.4191427230834961,8.102827853129213e-10,0.9345703125,0.001953125,0.0,0.0,0.060546875,0.0029296875,0.0019815019934791038,0.0,0.9365234375,0.0634765625,0.0,0.0,0.0185546875,0.2392578125,0.0,0.0,0.7412109375,0.0009765625,0.06508327783028621,0.0,0.7548828125,0.2392578125,0.0,0.005859375,0.93359375,0.0009765625,0.0,0.0,0.060546875,0.0048828125,0.007751224544134543,0.006334054666733193,0.0,0.947265625,0.052734375,0.0,0.0,0.007228514421970253,0.02734375,0.421875,0.0,0.0,0.5361328125,0.0146484375,0.24902152266420668,0.1251240095614869,0.0,0.517578125,0.451171875,0.0009765625,0.0302734375,0.07153480273000831,0.9807747552085024,0.9817151470194652,0.9977018083504862,0.9977373955795251,0.9977637373677951,0.9999384982084412,0.9914559040812255,,-0.8340485996193937,-0.9858885028639334,0.1354099494679749,53361,2862,0.9956475033117416,49881,3016,0.9971477654910449,6888,2862,0.9997726577923773,115992,52547,0.9998876105248244,0.4228531787386323,-21.202116646636647,0.13574376621853182,-8.134923938641672,0.5750122260122462,0.26285843292643335,0.9516882098758609,0.9954918433194186,0.9930730408761986,0.9979344343727071,-0.39845897626454746,-0.39374572123631746,-0.34958439613452164,-0.3229540862521999,0.050577638943549615,0.07747675722400366,-0.4864160952280289,0.0
18,0,0.5962423086166382,1.7895925852329242e-09,0.42404836416244507,5.37860478377894e-10,0.9306640625,0.00390625,0.0,0.0,0.0625,0.0029296875,0.0015305372362557866,0.0,0.93359375,0.06640625,0.0,0.0,0.005859375,0.1875,0.0,0.0,0.806640625,0.0,0.07751173732835712,0.0,0.8125,0.1875,0.0,0.0,0.9501953125,0.0009765625,0.0,0.0,0.0478515625,0.0009765625,0.007751224544134543,0.0040673893442041125,0.0,0.962890625,0.037109375,0.0,0.0,0.005680311171867324,0.0263671875,0.3984375,0.0,0.0,0.5576171875,0.017578125,0.2727670351577514,0.12188316845732211,0.0,0.564453125,0.4326171875,0.0,0.0029296875,0.0674375151087283,0.6547041191341281,0.6511442879408856,0.9960445960037119,0.9961759122838652,0.998546797424096,0.9592949400756862,0.9470265700373506,,-0.9216309619689169,-0.4087925769572022,0.2607906006121657,53361,2862,0.995776253468445,49881,3016,0.9970557197446045,6888,2862,0.3132323265738275,115992,52547,0.9915580288874422,0.664856254431871,0.38648420254007465,0.7917994364971765,-17.30746601882269,0.2362215192719604,0.2325307227998582,-4.516595271118871,0.560151897257719,-13.649927029202855,0.3420430717555612,0.3848793931484444,0.34257187864832384,0.004228176751178365,-0.005965275490210923,0.14768566134662875,0.08986460429170248,0.06310385700278404,0.0
18,1,0.5962423086166382,1.7895925852329242e-09,0.42404836416244507,5.37860478377894e-10,0.9306640625,0.00390625,0.0,0.0,0.0625,0.0029296875,0.0015305372362557866,0.0,0.93359375,0.06640625,0.0,0.0,0.005859375,0.1875,0.0,0.0,0.806640625,0.0,0.07751173732835712,0.0,0.8125,0.1875,0.0,0.0,0.9501953125,0.0009765625,0.0,0.0,0.0478515625,0.0009765625,0.007751224544134543,0.0040673893442041125,0.0,0.962890625,0.037109375,0.0,0.0,0.005680311171867324,0.0263671875,0.3984375,0.0,0.0,0.5576171875,0.017578125,0.2727670351577514,0.12188316845732211,0.0,0.564453125,0.4326171875,0.0,0.0029296875,0.0674375151087283,0.971425553281453,0.9709488852151832,0.9968200743968332,0.9966904821480577,0.9981558207296432,0.9999257350851039,0.987036420361708,,-0.915918613306241,-0.9896574243532432,0.04966869694298199,53361,2862,0.9955573205234162,49881,3016,0.9963491341855104,6888,2862,0.9998779257644318,115992,52547,0.9998730727548741,0.44399711058785446,-13.84127048903861,0.13726413089620193,-2.261052711278776,0.7390748772449477,0.09785131118695954,0.9384644646392365,0.9916905002399464,0.7009413606805732,0.9720470889910752,0.024252872747687157,-0.0454294860129018,-0.1104545414377825,-0.2711454235515137,-0.09999189128818492,0.383936009152237,-0.08405867743499901,0.0
