learner,dose,pi_MD,pi_MO,pi_AD,pi_AO,O_post_mu_MD,O_post_mu_MO,O_post_mu_AD,O_post_mu_AO,O_post_P_M,O_p_next_S_M,O_p_next_S_A,O_p_next_S_D,O_p_next_S_O,O_persona_M,O_domain_D,O_joint_special_total,O_joint_MD,O_joint_MO,O_joint_AD,O_joint_AO,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,D_post_mu_MD,D_post_mu_MO,D_post_mu_AD,D_post_mu_AO,D_post_P_M,D_p_next_S_M,D_p_next_S_A,D_p_next_S_D,D_p_next_S_O,D_persona_M,D_domain_D,D_joint_special_total,D_joint_MD,D_joint_MO,D_joint_AD,D_joint_AO,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent
saturated,0.0,0.035,0.015,0.465,0.485,0.0,0.0007911262011108731,0.0,0.999208873798889,0.0007911262011108731,0.000474675720666524,0.0,0.0,0.08000000000000002,1.0,0.0,3.797405765332192e-05,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.0019231759877740956,0.0,0.9980768240122257,0.0,0.0019231759877740956,0.0011539055926644576,0.0,0.08000000000000002,0.0,1.0,1.0,9.231244741315658e-05,1.0,0.0,0.0,0.0,0.00146484375,0.0,0.0,0.0,0.99853515625,0.0
saturated,0.1,0.12272727272727273,0.013636363636363634,0.42272727272727273,0.44090909090909086,0.0,0.0007911262011108728,0.0,0.999208873798889,0.0007911262011108728,0.00047467572066652383,0.0,0.0,0.08000000000000002,1.0,0.0,3.79740576533219e-05,0.0,1.0,0.0,0.0,0.0,0.000732421875,0.0,0.0,0.999267578125,0.0,0.0073774271222911015,0.0,0.9926225728777088,0.0,0.0073774271222911015,0.004426456273374662,0.0,0.08,0.0,1.0,1.0,0.0003541165018699729,1.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.9921875,0.0
saturated,0.3,0.25769230769230766,0.011538461538461537,0.3576923076923077,0.37307692307692303,0.0,0.0007911262011108728,0.0,0.999208873798889,0.0007911262011108728,0.00047467572066652383,0.0,0.0,0.08000000000000002,1.0,0.0,3.79740576533219e-05,0.0,1.0,0.0,0.0,0.0,0.000732421875,0.0,0.0,0.999267578125,0.0,0.018109025795226098,0.0,0.9818909742047739,0.0,0.018109025795226098,0.010865415477135662,0.0,0.08,0.0,1.0,1.0,0.0008692332381708528,1.0,0.0,0.0,0.0,0.0185546875,0.0,0.0,0.0,0.9814453125,0.0
saturated,1.0,0.5175,0.0075,0.2325,0.2425,0.0,0.0007911262011108731,0.0,0.999208873798889,0.0007911262011108731,0.000474675720666524,0.0,0.0,0.08000000000000002,1.0,0.0,3.797405765332192e-05,0.0,1.0,0.0,0.0,0.0,0.00146484375,0.0,0.0,0.99853515625,0.0,0.05390888226964207,0.0,0.9460911177303579,0.0,0.05390888226964207,0.03234532936178524,0.0,0.07999999999999999,0.0,1.0,1.0,0.0025876263489428186,1.0,0.0,0.0,0.0,0.05029296875,0.0,0.0,0.0,0.94970703125,0.0
saturated,3.0,0.75875,0.00375,0.11625,0.12125,0.0,0.0007911262011108731,0.0,0.999208873798889,0.0007911262011108731,0.000474675720666524,0.0,0.0,0.08000000000000002,1.0,0.0,3.797405765332192e-05,0.0,1.0,0.0,0.0,0.0,0.00048828125,0.0,0.0,0.99951171875,0.0,0.1431667084334508,0.0,0.8568332915665493,0.0,0.1431667084334508,0.0859000250600705,0.0,0.08000000000000002,0.0,1.0,1.0,0.006872002004805638,1.0,0.0,0.0,0.0,0.14013671875,0.0,0.0,0.0,0.85986328125,0.0
saturated,10.0,0.9122727272727272,0.0013636363636363635,0.042272727272727274,0.04409090909090909,0.0,0.0007911262011108728,0.0,0.999208873798889,0.0007911262011108728,0.00047467572066652383,0.0,0.0,0.08000000000000002,1.0,0.0,3.79740576533219e-05,0.0,1.0,0.0,0.0,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.3558628943781376,0.0,0.6441371056218624,0.0,0.3558628943781376,0.2135177366268826,0.0,0.08,0.0,1.0,1.0,0.017081418930150607,1.0,0.0,0.0,0.0,0.3369140625,0.0,0.0,0.0,0.6630859375,0.0
saturated,30.0,0.9688709677419355,0.0004838709677419355,0.015000000000000001,0.01564516129032258,0.0,0.000791126201110873,0.0,0.999208873798889,0.000791126201110873,0.00047467572066652394,0.0,0.0,0.08000000000000002,1.0,0.0,3.7974057653321915e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.623144900380583,0.0,0.37685509961941704,0.0,0.623144900380583,0.3738869402283498,0.0,0.08,0.0,1.0,1.0,0.029910955218267983,1.0,0.0,0.0,0.0,0.57666015625,0.0,0.0,0.0,0.42333984375,0.0
saturated,100.0,0.9904455445544554,0.0001485148514851485,0.004603960396039605,0.004801980198019802,0.0,0.0007911262011108728,0.0,0.999208873798889,0.0007911262011108728,0.00047467572066652383,0.0,0.0,0.08000000000000002,1.0,0.0,3.79740576533219e-05,0.0,1.0,0.0,0.0,0.0,0.001220703125,0.0,0.0,0.998779296875,0.0,0.8463265095693969,0.0,0.1536734904306031,0.0,0.8463265095693969,0.507795905741638,0.0,0.07999999999999997,0.0,1.0,1.0,0.04062367245933104,1.0,0.0,0.0,0.0,0.787109375,0.0,0.0,0.0,0.212890625,0.0
saturated,1000.0,0.999035964035964,1.4985014985014985e-05,0.00046453546453546454,0.0004845154845154845,0.0,0.0007911262011108731,0.0,0.999208873798889,0.0007911262011108731,0.000474675720666524,0.0,0.0,0.08000000000000002,1.0,0.0,3.797405765332192e-05,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.9821605978938917,0.0,0.017839402106108307,0.0,0.9821605978938917,0.589296358736335,0.0,0.07999999999999999,0.0,1.0,1.0,0.0471437086989068,1.0,0.0,0.0,0.0,0.91650390625,0.0,0.0,0.0,0.08349609375,0.0
product,0.0,0.025,0.025,0.475,0.475,0.0,0.0013455554621142043,0.0,0.9986544445378859,0.0013455554621142043,0.0008073332772685225,0.0,0.0,0.08,1.0,0.0,6.45866621814818e-05,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.0013455554621142043,0.0,0.9986544445378859,0.0,0.0013455554621142043,0.0008073332772685225,0.0,0.08,0.0,1.0,1.0,6.45866621814818e-05,1.0,0.0,0.0,0.0,0.000732421875,0.0,0.0,0.0,0.999267578125,0.0
product,0.1,0.0743801652892562,0.06198347107438018,0.47107438016528924,0.3925619834710744,0.0,0.004025832424725321,0.0,0.9959741675752746,0.004025832424725321,0.0024154994548351923,0.0,0.0,0.07999999999999999,1.0,0.0,0.0001932399563868154,0.0,1.0,0.0,0.0,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.004025832424725321,0.0,0.9959741675752746,0.0,0.004025832424725321,0.0024154994548351923,0.0,0.07999999999999999,0.0,1.0,1.0,0.0001932399563868154,1.0,0.0,0.0,0.0,0.005126953125,0.0,0.0,0.0,0.994873046875,0.0
product,0.3,0.16568047337278108,0.10355029585798815,0.4497041420118344,0.28106508875739644,0.0,0.009343455410027526,0.0,0.9906565445899723,0.009343455410027526,0.005606073246016517,0.0,0.0,0.08000000000000002,1.0,0.0,0.00044848585968132134,0.0,1.0,0.0,0.0,0.0,0.005615234375,0.0,0.0,0.994384765625,0.0,0.009343455410027526,0.0,0.9906565445899723,0.0,0.009343455410027526,0.005606073246016516,0.0,0.08000000000000002,0.0,1.0,1.0,0.00044848585968132123,1.0,0.0,0.0,0.0,0.006103515625,0.0,0.0,0.0,0.993896484375,0.0
product,1.0,0.39375000000000004,0.13125,0.35624999999999996,0.11875,0.0,0.027516173941528128,0.0,0.9724838260584718,0.027516173941528128,0.016509704364916875,0.0,0.0,0.07999999999999999,1.0,0.0,0.0013207763491933499,0.0,1.0,0.0,0.0,0.0,0.025146484375,0.0,0.0,0.974853515625,0.0,0.02751617394152813,0.0,0.9724838260584718,0.0,0.02751617394152813,0.016509704364916878,0.0,0.07999999999999999,0.0,1.0,1.0,0.0013207763491933503,1.0,0.0,0.0,0.0,0.023193359375,0.0,0.0,0.0,0.976806640625,0.0
product,3.0,0.6671874999999999,0.0953125,0.20781250000000004,0.029687500000000006,0.0,0.07594739708972063,0.0,0.9240526029102794,0.07594739708972063,0.045568438253832375,0.0,0.0,0.08,1.0,0.0,0.0036454750603065905,0.0,1.0,0.0,0.0,0.0,0.06689453125,0.0,0.0,0.93310546875,0.0,0.0759473970897206,0.0,0.9240526029102794,0.0,0.0759473970897206,0.04556843825383237,0.0,0.08,0.0,1.0,1.0,0.0036454750603065887,1.0,0.0,0.0,0.0,0.072509765625,0.0,0.0,0.0,0.927490234375,0.0
product,10.0,0.872107438016529,0.04152892561983468,0.08243801652892557,0.003925619834710738,0.0,0.21310714995692812,0.0,0.7868928500430719,0.21310714995692812,0.1278642899741569,0.0,0.0,0.08000000000000002,1.0,0.0,0.01022914319793255,0.0,1.0,0.0,0.0,0.0,0.203857421875,0.0,0.0,0.796142578125,0.0,0.21310714995692806,0.0,0.7868928500430719,0.0,0.21310714995692806,0.12786428997415686,0.0,0.08,0.0,1.0,1.0,0.010229143197932547,1.0,0.0,0.0,0.0,0.196533203125,0.0,0.0,0.0,0.803466796875,0.0
