seed,step,layer,delta_rms,frac_along_PM,frac_along_PD,frac_probe_span,signed_mean_proj_PM,signed_mean_proj_PD
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0,1,2,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0,2,2,0.0,0.0,0.0,0.0,0.0,0.0
0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,1,0.0,0.0,0.0,0.0,0.0,0.0
0,3,2,0.0,0.0,0.0,0.0,0.0,0.0
0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,1,0.0,0.0,0.0,0.0,0.0,0.0
0,5,2,0.0,0.0,0.0,0.0,0.0,0.0
0,7,0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,1,0.0,0.0,0.0,0.0,0.0,0.0
0,7,2,0.0,0.0,0.0,0.0,0.0,0.0
0,9,0,0.0,0.0,0.0,0.0,0.0,0.0
0,9,1,0.0,0.0,0.0,0.0,0.0,0.0
0,9,2,0.0,0.0,0.0,0.0,0.0,0.0
0,11,0,0.0,0.0,0.0,0.0,0.0,0.0
0,11,1,0.0,0.0,0.0,0.0,0.0,0.0
0,11,2,0.0,0.0,0.0,0.0,0.0,0.0
0,14,0,0.0,0.0,0.0,0.0,0.0,0.0
0,14,1,0.0,0.0,0.0,0.0,0.0,0.0
0,14,2,0.0,0.0,0.0,0.0,0.0,0.0
0,18,0,0.0,0.0,0.0,0.0,0.0,0.0
0,18,1,0.0,0.0,0.0,0.0,0.0,0.0
0,18,2,0.0,0.0,0.0,0.0,0.0,0.0
0,30,0,0.0,0.0,0.0,0.0,0.0,0.0
0,30,1,0.0,0.0,0.0,0.0,0.0,0.0
0,30,2,0.0,0.0,0.0,0.0,0.0,0.0
0,50,0,0.0,0.0,0.0,0.0,0.0,0.0
0,50,1,0.0,0.0,0.0,0.0,0.0,0.0
0,50,2,0.0,0.0,0.0,0.0,0.0,0.0
0,100,0,0.0,0.0,0.0,0.0,0.0,0.0
0,100,1,0.0,0.0,0.0,0.0,0.0,0.0
0,100,2,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0,2,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,1,0.0,0.0,0.0,0.0,0.0,0.0
1,3,2,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,1,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2,0.0,0.0,0.0,0.0,0.0,0.0
1,7,0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,1,0.0,0.0,0.0,0.0,0.0,0.0
1,7,2,0.0,0.0,0.0,0.0,0.0,0.0
1,9,0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,1,0.0,0.0,0.0,0.0,0.0,0.0
1,9,2,0.0,0.0,0.0,0.0,0.0,0.0
1,11,0,0.0,0.0,0.0,0.0,0.0,0.0
1,11,1,0.0,0.0,0.0,0.0,0.0,0.0
1,11,2,0.0,0.0,0.0,0.0,0.0,0.0
1,14,0,0.0,0.0,0.0,0.0,0.0,0.0
1,14,1,0.0,0.0,0.0,0.0,0.0,0.0
1,14,2,0.0,0.0,0.0,0.0,0.0,0.0
1,18,0,0.0,0.0,0.0,0.0,0.0,0.0
1,18,1,0.0,0.0,0.0,0.0,0.0,0.0
1,18,2,0.0,0.0,0.0,0.0,0.0,0.0
1,30,0,0.0,0.0,0.0,0.0,0.0,0.0
1,30,1,0.0,0.0,0.0,0.0,0.0,0.0
1,30,2,0.0,0.0,0.0,0.0,0.0,0.0
1,50,0,0.0,0.0,0.0,0.0,0.0,0.0
1,50,1,0.0,0.0,0.0,0.0,0.0,0.0
1,50,2,0.0,0.0,0.0,0.0,0.0,0.0
1,100,0,0.0,0.0,0.0,0.0,0.0,0.0
1,100,1,0.0,0.0,0.0,0.0,0.0,0.0
1,100,2,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,1,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,1,0.0,0.0,0.0,0.0,0.0,0.0
2,3,2,0.0,0.0,0.0,0.0,0.0,0.0
2,5,0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,1,0.0,0.0,0.0,0.0,0.0,0.0
2,5,2,0.0,0.0,0.0,0.0,0.0,0.0
2,7,0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,1,0.0,0.0,0.0,0.0,0.0,0.0
2,7,2,0.0,0.0,0.0,0.0,0.0,0.0
2,9,0,0.0,0.0,0.0,0.0,0.0,0.0
