step,layer,prompt,base_dec_MD,base_dec_MO,base_dec_AD,base_dec_AO,base_dec_P_M,base_dec_P_D,base_dec_chi,own_dec_MD,own_dec_MO,own_dec_AD,own_dec_AO,own_dec_P_M,own_dec_P_D,own_dec_chi,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A
0,0,D,0.113883113591289,-0.10506482893387203,0.9691947003886972,0.02198701495394384,0.008818284657397493,1.0830778139799095,-0.7282597429097756,0.113883113591289,-0.10506482893387203,0.9691947003886972,0.02198701495394384,0.008818284657397493,1.0830778139799095,-0.7282597429097756,0.00040520253241993487,5.046888462700849e-10,0.0005654416745528579,2.9305827209391566e-10
0,0,O,-0.15555335243318225,0.16656382781146495,0.03283188060658082,0.9561576440151781,0.011010475378288406,-0.12272147182666482,0.6012085831638978,-0.15555335243318225,0.16656382781146495,0.03283188060658082,0.9561576440151781,0.011010475378288406,-0.12272147182666482,0.6012085831638978,0.00040520253241993487,5.046888462700849e-10,0.0005654416745528579,2.9305827209391566e-10
0,1,D,0.06092165417564521,-0.05080616461169862,1.0785844147598276,-0.08869990432380481,0.010115489563970445,1.1395060689355159,-1.055556500296212,0.06092165417564521,-0.05080616461169862,1.0785844147598276,-0.08869990432380481,0.010115489563970445,1.1395060689355159,-1.055556500296212,0.00040520253241993487,5.046888462700849e-10,0.0005654416745528579,2.9305827209391566e-10
0,1,O,0.013383309997242687,-0.0028046214464865216,0.05434228805015806,0.9350790233990414,0.010578688550799416,0.06772559804742295,0.8969246667926712,0.013383309997242687,-0.0028046214464865216,0.05434228805015806,0.9350790233990414,0.010578688550799416,0.06772559804742295,0.8969246667926712,0.00040520253241993487,5.046888462700849e-10,0.0005654416745528579,2.9305827209391566e-10
0,2,D,0.015379560135622306,-0.01366590455119221,0.9919205558844288,0.006365788531170979,0.0017136555844115692,1.00730011602003,-0.9565093026664357,0.015379560135622306,-0.01366590455119221,0.9919205558844288,0.006365788531170979,0.0017136555844115692,1.00730011602003,-0.9565093026664357,0.00040520253241993487,5.046888462700849e-10,0.0005654416745528579,2.9305827209391566e-10
0,2,O,0.019080606431197855,-0.002870066616747824,-0.020120940918732844,1.0039104011042914,0.016210539814437205,-0.0010403344875362097,1.0459820150709522,0.019080606431197855,-0.002870066616747824,-0.020120940918732844,1.0039104011042914,0.016210539814437205,-0.0010403344875362097,1.0459820150709522,0.00040520253241993487,5.046888462700849e-10,0.0005654416745528579,2.9305827209391566e-10
1,0,D,0.8710948892905839,-0.8284695247753955,0.5424156682489061,0.4149589672359997,0.042625364515136724,1.413510557539389,1.5721077130529226,0.0702978076024845,-0.06814073405076293,0.9735865097302332,0.024256416718098528,0.0021570735516849918,1.043884317332762,-0.8108915513590186,0.0019676133524626493,7.961620807073189e-10,0.0011965207522735,3.378358703898243e-10
1,0,O,0.8444327413589703,-0.8415056170581294,-0.5195875070050322,1.516660382704253,0.0029271243008305373,0.32484523435383206,3.722186248126279,-0.17267959475369743,0.1869944607732048,0.04112042667238203,0.9445647073081618,0.014314866019482737,-0.1315591680813325,0.5437702251087648,0.0019676133524626493,7.961620807073189e-10,0.0011965207522735,3.378358703898243e-10
1,1,D,0.031248766000321115,0.12612719142860795,0.9075223099268097,-0.06489826735579651,0.15737595742897015,0.9387710759271729,-1.0672990027108145,0.06781524830564112,-0.0594849353488367,1.079538485329524,-0.0878687982863382,0.00833031295679279,1.1473537336351518,-1.0401070999613418,0.0019676133524626493,7.961620807073189e-10,0.0011965207522735,3.378358703898243e-10
1,1,O,0.07592201588550829,0.05355652357659224,-0.20591160218274762,1.0764330627206018,0.1294785394621482,-0.12998958629720214,1.3047101572123596,0.0017269858431212537,0.005372787446542793,0.038313103807951165,0.9545871229023724,0.007099773289651001,0.040040089651032396,0.9126282174910266,0.0019676133524626493,7.961620807073189e-10,0.0011965207522735,3.378358703898243e-10
1,2,D,0.001272120785194248,0.023227098607279784,0.9447893105236956,0.030711470083861214,0.024499219392456528,0.9460614313088713,-0.9360328182619141,0.017398407558234463,-0.0147809664461942,0.9894566883495715,0.00792587053839,0.002617441112039022,1.0068550959077958,-0.9493514438067602,0.0019676133524626493,7.961620807073189e-10,0.0011965207522735,3.378358703898243e-10
1,2,O,0.03345539556479954,-0.06622566617838288,0.00410397209478508,1.028666298518809,-0.0327702706135958,0.03755936765958179,1.1242433881672007,0.02366799436685224,-0.005116535752698104,-0.029925921719584858,1.0113744631054342,0.01855145861414766,-0.006257927352731341,1.0700849149445961,0.0019676133524626493,7.961620807073189e-10,0.0011965207522735,3.378358703898243e-10
2,0,D,1.0829563828426834,-1.0267945881053577,0.7768405881540561,0.16699761710873862,0.05616179473726302,1.8597969709966329,1.499907999902527,0.10442793206109435,-0.10773878405119852,0.9704556035483707,0.032855248441827634,-0.0033108519900928723,1.074883535609433,-0.7254336389943908,0.006905881222337484,1.2943220939476419e-09,0.0026611625216901302,3.949995885932367e-10
2,0,O,1.1641905734341071,-1.1768950576246773,-0.3490456042755259,1.361750088466163,-0.01270448419058199,0.8151449691584705,4.0518813238003455,-0.1539835529818947,0.16668611460837823,0.07407765244332598,0.9132197859302753,0.012702561626487821,-0.07990590053860269,0.5184724658965792,0.006905881222337484,1.2943220939476419e-09,0.0026611625216901302,3.949995885932367e-10
2,1,D,-0.032311342656981434,0.33279357025997003,0.7707274776578075,-0.07120970526086312,0.30048222760305093,0.7384161350008749,-1.2070420958355526,0.07940041317341073,-0.0736010476889688,1.0429682802245699,-0.0487676457090252,0.005799365484440273,1.1223686933979526,-0.9387344650712262,0.006905881222337484,1.2943220939476419e-09,0.0026611625216901302,3.949995885932367e-10
2,1,O,0.028391769411323597,0.1956648244795529,-0.22740934672617508,1.003352752835248,0.2240565938909356,-0.19901757731480396,1.063489044493273,0.003214638288915772,0.013842386313771993,0.023431597756255806,0.9595113776410507,0.01705702460268462,0.026646236045154315,0.9254520318599216,0.006905881222337484,1.2943220939476419e-09,0.0026611625216901302,3.949995885932367e-10
2,2,D,0.015590650116097338,0.04617742480532433,0.9062268066123229,0.03200511846628873,0.061768074921401,0.921817456728401,-0.904808462835254,0.017161524643753867,-0.009784156416409395,0.991444245105319,0.0011783866673167331,0.007377368227359751,1.0086057697490831,-0.9633201773778312,0.006905881222337484,1.2943220939476419e-09,0.0026611625216901302,3.949995885932367e-10
2,2,O,0.024826971382402474,-0.04776531591580735,0.03587308084267926,0.987065263690736,-0.02293834453341806,0.06070005222507674,1.023784470146256,0.013710631725444844,0.006593636055292951,-0.018038638749574565,0.9977343709688284,0.020304267780744904,-0.004328007024113456,1.0228900053885561,0.006905881222337484,1.2943220939476419e-09,0.0026611625216901302,3.949995885932367e-10
3,0,D,1.2897882106503238,-1.223922138679966,0.9556202394657028,-0.021486311435932937,0.06586607197029432,2.2454084501159155,1.5366037984284295,0.08724561042227208,-0.09459457789621695,0.9799054648901837,0.027443502583764712,-0.007348967473913191,1.0671510753125442,-0.7706217739879793,0.03251384198665619,3.135329329495562e-09,0.007289647590368986,5.40791855740963e-10
3,0,O,1.442151545721414,-1.4636094847937986,-0.21035405890340853,1.2318119979758562,-0.02145793907238512,1.2317974868178916,4.3479270873943525,-0.12272179990852039,0.14257228565739766,0.08231698405659205,0.8978325301945156,0.019850485748923168,-0.040404815851844966,0.5502214605720299,0.03251384198665619,3.135329329495562e-09,0.007289647590368986,5.40791855740963e-10
3,1,D,-0.1954769651678281,0.6665213609514868,0.5583835164477473,-0.02942791223147445,0.4710443957837333,0.36290655127998594,-1.449809754798461,0.027786883758047626,-0.028813912666023955,1.014061887225874,-0.013034858317980236,-0.0010270289079505265,1.0418487709839461,-0.9704959491197294,0.03251384198665619,3.135329329495562e-09,0.007289647590368986,5.40791855740963e-10
3,1,O,-0.07357552614566298,0.42000573458119694,-0.22432497779416583,0.8778947693585728,0.3464302084355963,-0.2979005039397985,0.608638486425917,0.007846495284047034,0.011935389690736875,0.02302018795091243,0.9571979270742446,0.01978188497480661,0.030866683234995196,0.93008884471667,0.03251384198665619,3.135329329495562e-09,0.007289647590368986,5.40791855740963e-10
3,2,D,0.01967069183848219,0.10824771330576022,0.8769476904951683,-0.004866095639376622,0.12791840514422345,0.8966183823336257,-0.9703908076018165,0.013357597716547098,-0.012119563340059702,0.9943788543084695,0.004383111315065524,0.0012380343764750862,1.0077364520249905,-0.9645185819367676,0.03251384198665619,3.135329329495562e-09,0.007289647590368986,5.40791855740963e-10
