step,layer,delta_rms,frac_along_PM,frac_along_PD,frac_probe_span,signed_mean_proj_PM,signed_mean_proj_PD
0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.7116953677402407,0.00024612571883566095,0.0007076949823766011,0.003778686636740678,0.03787197196930347,0.10212596116230488
1,1,0.7808543782029734,0.00016635084525255624,8.966349914201507e-05,0.0008657127277820126,0.0314522097919189,0.0011580119762690337
1,2,1.1529428123109622,5.344995413115711e-05,3.0022879748262413e-05,0.0008630056289455928,-0.01643922115738387,-0.016711802124572205
2,0,1.410196584222939,0.00012946240827493364,0.00033862658327603025,0.0025933517475581567,0.08080045255725618,0.16256052856898784
2,1,1.5554470464150647,0.00011215667589930475,8.98445630714616e-05,0.0004722213315949856,0.06356472035601189,-0.005692377822692293
2,2,2.2385599028991163,4.9718597775711445e-05,2.2146483637396554e-05,0.0008076196972810691,0.0422912633521397,-0.0252190241962446
3,0,2.082665309159863,9.472699773438425e-05,0.00021938575009113298,0.0020186613141224695,0.11788486449002668,0.2048692306158158
3,1,2.3340835669492113,0.00010593003658814524,9.72486541562995e-05,0.0004107516145987935,0.1160282016120889,-0.029874969944502464
3,2,3.40481381334993,6.340339372316582e-05,2.1441986275474058e-05,0.000757790994134005,0.14045566206343463,-0.060685652668786436
5,0,3.3981539702741665,6.502189832400545e-05,0.00011393527783460149,0.0012449933738340052,0.18386572022927203,0.24287995762612852
5,1,3.941536706761271,0.00011580532623082609,0.00010048967715812457,0.0004615439600081175,0.25817323170121564,-0.08526209565291702
5,2,6.130851337154949,8.66866338412898e-05,1.9954149803341494e-05,0.0007526777306712305,0.4165803819540079,-0.16601573775730785
7,0,4.767977061046447,4.9184821520222985e-05,6.625537923443327e-05,0.0007015903271335006,0.22304629670701998,0.26238310027493933
7,1,5.645776821827084,0.00011131025388929753,8.436391148768289e-05,0.0004981723492520093,0.4110888842833745,-0.16736297385873342
7,2,9.065583724900186,7.203778465171853e-05,1.1449816228157339e-05,0.0007780062763930339,0.6384311654544568,-0.1771498001497503
9,0,6.224668932573521,3.5249545543916046e-05,4.924972411317876e-05,0.0004082917724145389,0.21626667057915366,0.2559280891986107
9,1,7.3141073549757785,9.599536472135199e-05,6.832797294013027e-05,0.00043424487503372953,0.5175734191114973,-0.25392779964224177
9,2,11.393891102895141,6.15102480971597e-05,8.409893629512298e-06,0.0008464902086319148,0.8089811442345283,-0.11956868641786284
11,0,7.466609356911447,3.09784325575808e-05,4.277886925664635e-05,0.0003210606760209934,0.19342573013837197,0.25665896774619185
11,1,8.732584692633624,8.980032556826647e-05,5.803813034909929e-05,0.00037911470736436554,0.6169180549135826,-0.33412547301195944
11,2,13.421758981535723,4.8914218994022006e-05,7.379120034040534e-06,0.0009096019167387013,0.8895241618712679,0.006863109488838534
14,0,8.420508893976724,3.419039132930957e-05,4.2368480559751746e-05,0.00032658973841509346,0.11799609442367004,0.27882432150060255
14,1,9.857727122988264,8.733446614459389e-05,4.82236860279282e-05,0.00032225774511163727,0.7138253674559659,-0.412811749445279
14,2,15.479754062599698,3.673059758144164e-05,1.1387521071451932e-05,0.0009712098251541927,0.9421016448858618,0.24857727333145346
18,0,9.084013435432473,3.9977065415133224e-05,4.2206713251701965e-05,0.000361806479919702,0.029888202554356525,0.29590394741731685
18,1,10.664594260784751,8.409300384469654e-05,4.5451235523131945e-05,0.0003117803928058145,0.7678448935095221,-0.4815010131031527
18,2,17.10933091058602,3.4516137223345865e-05,1.8865060329533923e-05,0.0010220179210976314,1.0666525083167278,0.5305133899214513
