step,layer,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,r2_MD,r2_MO,r2_AD,r2_AO,r2_P_M,r2_P_D,r2_chi,cos_persona_contrast_D_vs_O,cos_domain_contrast_M_vs_A,cos_PM_vs_PD,n_PM_given_D,r2_PM_given_D,n_PM_given_O,r2_PM_given_O,n_PD_given_M,r2_PD_given_M,n_PD_given_A,r2_PD_given_A,cos_wPM_D_vs_O,r2_PM_D_to_O,corr_PM_D_to_O,r2_PM_O_to_D,corr_PM_O_to_D,cos_wPD_M_vs_A,r2_PD_M_to_A,corr_PD_M_to_A,r2_PD_A_to_M,corr_PD_A_to_M,rot_cos_MD,rot_cos_MO,rot_cos_AD,rot_cos_AO,rot_cos_P_M,rot_cos_P_D,rot_cos_chi
0,0,0.00040520253241993487,5.046888462700849e-10,0.0005654416745528579,2.9305827209391566e-10,0.9178488710387264,0.9293044841892306,0.9986707598273653,0.9987475050997469,0.9997592161050103,0.9930663412907061,0.9889268995745585,-0.9756406083063589,0.26492354091945847,0.008749054464649918,50789,0.9991607629201883,51928,0.9993713432106668,5572,0.8628912578044783,117308,0.9891581520303012,0.8006886145874809,0.7437194932545526,0.9144283637409817,0.8795117472936091,0.9564125571648608,0.1907749895972676,-326.4201423566202,0.03578703932093564,-22.487690496746158,-0.09211108187356326,0.9999999999999974,0.9999999999999977,0.9999999999999911,0.9999999999999913,0.9999999999998036,0.9999999999999984,0.9999999999999997
0,1,0.00040520253241993487,5.046888462700849e-10,0.0005654416745528579,2.9305827209391566e-10,0.9959404475817171,0.996543540340762,0.9992130556032909,0.9991698224550184,0.999670823528417,0.9990732263509438,0.9986357957195953,-0.9670170579279196,-0.34370936779278743,0.12656958327436343,50789,0.9993511815926202,51928,0.9994563765339587,5572,0.9948254530276113,117308,0.9964993113708491,0.5694173950587172,-0.8120494908700728,0.556104352857373,0.9726517578385555,0.9947974047418698,0.41076562003240236,-3.596086920882432,-0.05714496843184218,-36.45852367331576,-0.33569978040579973,0.9999999999999581,0.9999999999999551,0.9999999999999744,0.9999999999999748,0.999999999999274,0.9999999999999751,0.9999999999999969
0,2,0.00040520253241993487,5.046888462700849e-10,0.0005654416745528579,2.9305827209391566e-10,0.9988098756305923,0.9992529322788097,0.9998727743956068,0.9998863698569823,0.9996479818077303,0.9999264089475703,0.9997163195195815,-0.6781735228412676,-0.6723460820682591,-0.13057214346285975,50789,0.9994376248669021,51928,0.9996714729101474,5572,0.9998648410418247,117308,0.9999323786678752,0.21127837958714912,-15.532706844150177,0.9797800742978399,-0.431993627668563,0.9426406846238565,0.2267294194411433,-0.009909496259272288,0.9673038342964108,0.41475403409687506,0.8735119503680954,0.9999999999982141,0.9999999999985493,0.9999999999989269,0.9999999999989412,0.9999999999976698,0.9999999999978566,0.9999999999998876
1,0,0.0019676133524626493,7.961620807073189e-10,0.0011965207522735,3.378358703898243e-10,0.9030347449860576,0.9252965838306627,0.9986568924054717,0.9986926973389868,0.999735868735242,0.9925511295995791,0.988613161908852,-0.9796611820272879,0.07785788571423559,0.1684715397653184,50789,0.9990371144153026,51928,0.9992182428464843,5572,0.8692356471591234,117308,0.9899246362204688,0.770693818969752,0.4009577763512838,0.8269567367138844,-0.3406547123710375,0.6903973433185941,0.1762528656044442,-267.18370191321384,0.03464011746762262,-26.533692189193882,-0.041104227574855226,0.9202470423761323,0.9214270831373197,0.9005804794420457,0.9019558148928883,0.8840263022556796,0.9550287173949682,0.8715853015710044
1,1,0.0019676133524626493,7.961620807073189e-10,0.0011965207522735,3.378358703898243e-10,0.9954517372024063,0.9958333757996642,0.9992739840984118,0.9992253485855132,0.9996605253738088,0.9990164602136371,0.998703351378368,-0.9527593234850331,0.02413020390440963,-0.10076767285621659,50789,0.9993731788322279,51928,0.9994339866671769,5572,0.9954120920259527,117308,0.9967747176391732,0.5572392214783161,0.6701239243216871,0.8323495088886629,0.9408614781506828,0.9796328596252842,0.29929998275295566,-3.3903874922209702,-0.09588178456875425,-32.34293588028645,-0.43417812497096525,0.938595671048536,0.9574750636642905,0.874694750765068,0.8927334486824978,0.8573310685369012,0.9117319697976584,0.9314773233279999
1,2,0.0019676133524626493,7.961620807073189e-10,0.0011965207522735,3.378358703898243e-10,0.9987652896422959,0.9989437611514099,0.9998668740203613,0.9998788320292638,0.9996465479135912,0.9999340199646963,0.9996519730867027,-0.7697810214248068,-0.6749429123379326,-0.2267866592051497,50789,0.9994673620518258,51928,0.9996481611552943,5572,0.9998342933575936,117308,0.9999332972207421,0.32950439719222613,-3.107609271716936,0.9112756241674327,-1.3697333699394725,0.905868155666902,0.24609089737080173,0.034740481561787995,0.9702064259886608,0.4101956920655774,0.8337736051832332,0.8371899421276293,0.8856179052286751,0.8694888644453966,0.8852564892402337,0.9246724170110376,0.9076954284942947,0.8578643991239391
2,0,0.006905881222337484,1.2943220939476419e-09,0.0026611625216901302,3.949995885932367e-10,0.9092566108627268,0.9255881991094197,0.9987033183844334,0.9987307262395562,0.9997357996540693,0.9926357381484527,0.9889318188987883,-0.9825904308552452,-0.2820321014441147,0.09331013280654944,50789,0.9987350213010049,51928,0.9990642875538248,5572,0.8570951852828078,117308,0.989840033998195,0.7361540356566827,-0.4505934328210117,0.6796034151773046,-4.77685987695872,0.40960391674464736,0.17904912657387984,-218.7801239673112,0.03059683939765024,-22.169098547699605,-0.04262284169970915,0.8776974857698175,0.8813091160620938,0.6964433429233586,0.697299858690275,0.825334623672871,0.9115864033972274,0.8012855627647301
2,1,0.006905881222337484,1.2943220939476419e-09,0.0026611625216901302,3.949995885932367e-10,0.9950034288295115,0.995098515633579,0.9992792231829667,0.9992180281274569,0.9996001609582504,0.9990551830502993,0.9985705626167247,-0.9428435256482386,0.18588983811073356,-0.14860342991913766,50789,0.999251683660457,51928,0.999319841880261,5572,0.9957222130352882,117308,0.9968903103671162,0.5469974775306855,0.6523115036892202,0.9709514260418616,0.391258827512864,0.8344991898040945,0.1660374827997075,-4.820082385507171,-0.11651088260463195,-21.081226385385516,-0.5107134633965811,0.8704666977177014,0.886039620859659,0.7499060188182546,0.776130259925041,0.7906974150332602,0.8385044384839424,0.8322578751555861
2,2,0.006905881222337484,1.2943220939476419e-09,0.0026611625216901302,3.949995885932367e-10,0.9983593593339565,0.9986090557503693,0.9998470464736664,0.999860990465341,0.9996170756664416,0.9999260920229617,0.9995632643117447,-0.7755487286514589,-0.6492545895176454,-0.2862737993466167,50789,0.9994074474619364,51928,0.9996503795825794,5572,0.9997780323845139,117308,0.9999266513349441,0.4268322031664652,-0.795881236193485,0.9508918060872311,-1.813891284330328,0.7943336281024799,0.2032347836242415,-0.042431676243168015,0.9674064776897519,0.4064010605944255,0.8414147101905983,0.7171562895255711,0.8092332563494924,0.733644815831199,0.7664819381365982,0.783553598113946,0.8074126277359168,0.7452998983521655
3,0,0.03251384198665619,3.135329329495562e-09,0.007289647590368986,5.40791855740963e-10,0.9070336074931967,0.9213044662341567,0.9986162684128322,0.9986361139412157,0.9997044800756564,0.9925615855105998,0.9880847079041971,-0.9799524411638174,-0.2968594688722279,0.019484779001469752,50789,0.9986996743107655,51928,0.9989646034122076,5572,0.8785484558984299,117308,0.9897346860006424,0.6932890009993034,0.15411596112733272,0.7745152925300791,-9.635285755044299,0.31036756277448746,0.17087235359324107,-156.45430152731743,0.028712510723499965,-19.173515430042855,-0.0628875601889274,0.848315765082647,0.8563031702058846,0.5948881002238542,0.5658523608204402,0.6963345140014966,0.8381263527855303,0.772196987912038
