pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.01,0.04,0.49,0.46",1,sgd_accum,0,all,61440,-6.980519438405348e-05,-0.0007080694278666097,9.239509426143851e-05,0.0004491742612991274,0.00020632328482652625,0.00044750063447316653,-0.00022891318470384355,-0.0004997088768154164,2.258989987742548e-05,9.743323278995555e-05,0.00013651809044253968,0.0002970710281769876,-0.0005974367581756624,-0.0006526087510937118,2.661455590855377e-08,0.00021385231553409736
"0.01,0.04,0.49,0.46",1,sgd_accum,0,Octx,25372,-3.55891318487106e-05,-0.00036099858253732655,4.602189811103797e-05,0.00022373322147512193,9.724420760158545e-05,0.00021091581901256648,-0.00010767697386371194,-0.00023505478610998936,1.0432766262282392e-05,4.4997903903591925e-05,6.165507575273703e-05,0.00013416490581447742,-0.0002865322114249786,-0.00031299284164767376,1.0574365098389231e-08,8.496675538616424e-05
"0.01,0.04,0.49,0.46",1,sgd_accum,0,Dctx,26017,-3.379670714823714e-05,-0.00034281711132509035,4.758286776214062e-05,0.00023132179958686063,0.00013784610258644537,0.00029897846197511066,-0.000151632263200445,-0.00033100753034782146,1.3786160613957265e-05,5.946153828338701e-05,0.000104049395438254,0.0002264173252338751,-0.00037085794069723597,-0.000405105869700182,1.5383298464876896e-08,0.0001236073225707569
"0.01,0.04,0.49,0.46",1,sgd_accum,1,all,61440,1.056998587444489e-06,1.0721671813560731e-05,8.014676025869934e-06,3.8962958068807595e-05,-4.49344415225119e-06,-9.74596304432055e-06,-4.578230461052315e-06,-9.99410498986503e-06,9.071674613299403e-06,3.912733518910421e-05,-3.436445564821852e-06,-7.477898452187616e-06,-7.042463747257289e-06,-7.6928200480242e-06,8.537370001944529e-09,6.859916617659577e-05
"0.01,0.04,0.49,0.46",1,sgd_accum,1,Octx,25372,-4.10797885468739e-06,-4.166930932565545e-05,2.845570124903772e-06,1.3833600896730313e-05,3.957620955478098e-06,8.583800369744077e-06,-2.6952122257585877e-06,-5.883546969369425e-06,-1.262408729789116e-06,-5.444936202153417e-06,-1.5035789917889268e-07,-3.2718722887796157e-07,-1.3606382160877105e-05,-1.486290213549752e-05,3.807620820763446e-09,3.059485688936113e-05
"0.01,0.04,0.49,0.46",1,sgd_accum,1,Dctx,26017,4.4465502812117365e-06,4.510361071807219e-05,4.123098681521678e-06,2.0044243899958244e-05,-8.763254146576489e-06,-1.9006879392889567e-05,1.936051839229464e-07,4.226328384227544e-07,8.569648962684422e-06,3.696203200722605e-05,-4.3167038654250806e-06,-9.39338992715513e-06,9.28031093015409e-06,1.0137327579881579e-05,1.7153524875986412e-08,0.00013783138170351573
"0.01,0.04,0.49,0.46",1,sgd_accum,2,all,61440,5.272698243594326e-06,5.348364776573118e-05,-1.217362169722355e-06,-5.918147036803818e-06,-4.2856013346839e-06,-9.29516665064034e-06,2.3026526082908095e-07,5.026604081690404e-07,4.055336073869881e-06,1.7491202080170525e-05,9.870969089037192e-07,2.1479782839606714e-06,1.1005927008839226e-05,1.2022300572532319e-05,9.766147952116153e-09,7.847259824979404e-05
"0.01,0.04,0.49,0.46",1,sgd_accum,2,Octx,25372,-2.3778917317637667e-07,-2.4120159723004005e-06,2.943436477252572e-06,1.4309373413374184e-05,-5.283867526681187e-07,-1.146033552466005e-06,-2.1772605514391138e-06,-4.752877935369904e-06,2.705647304082064e-06,1.166981549526848e-05,-7.661759258186803e-07,-1.6672418234798777e-06,-4.83009944918531e-06,-5.2761486903094605e-06,3.969308539687342e-09,3.189404419138139e-05
"0.01,0.04,0.49,0.46",1,sgd_accum,2,Dctx,26017,5.694696149987294e-06,5.776418618091874e-05,-4.153799778712446e-06,-2.0193495792193082e-05,-3.348204530811591e-06,-7.262019180936789e-06,1.807308159582219e-06,3.945285771339863e-06,1.5408963712671157e-06,6.64609031742097e-06,2.346491619138837e-06,5.106097482367413e-06,1.5004008619091786e-05,1.6389596375363537e-05,1.2980925155130787e-08,0.0001043038595773578
"0.01,0.04,0.49,0.46",1,sgd_quarter,0,all,61440,-1.7482663634090226e-05,-0.0001773355084274722,2.2800401423386412e-05,0.00011084304365440145,5.130839271039165e-05,0.00011128428044853763,-5.662613049973901e-05,-0.00012361271416950697,5.31773778929368e-06,2.293610802843648e-05,3.382572907639073e-05,7.360668526043501e-05,-0.0001482175882674966,-0.00016190516208735239,6.370559195283978e-09,5.118848647482636e-05
"0.01,0.04,0.49,0.46",1,sgd_quarter,0,Octx,25372,-8.808415522977025e-06,-8.934821820638751e-05,1.10294331202971e-05,5.36190531971264e-05,2.298503048410513e-05,4.985290794332928e-05,-2.5206048081690958e-05,-5.502385540681214e-05,2.221017597274727e-06,9.57954332511716e-06,1.4176614961188988e-05,3.084910995266431e-05,-6.802892720886896e-05,-7.431125155337583e-05,2.293458368619656e-09,1.8428313603862737e-05
"0.01,0.04,0.49,0.46",1,sgd_quarter,0,Dctx,26017,-8.781746214577113e-06,-8.907769790905219e-05,1.1961197004040185e-05,5.8148778043786136e-05,3.488127432743766e-05,7.56550207403158e-05,-3.8060725116897785e-05,-8.308513213667223e-05,3.1794507895330458e-06,1.3713392737537296e-05,2.609952811281689e-05,5.6794038257311475e-05,-9.36849426626921e-05,-0.00010233654456428477,3.922232776715923e-09,3.1515782726055316e-05
"0.01,0.04,0.49,0.46",1,sgd_quarter,1,all,61440,2.508506758398438e-07,2.5445054066412944e-06,1.828587196786736e-06,8.88958780661713e-06,-1.0879200819459565e-06,-2.3596218300626966e-06,-9.91517790711865e-07,-2.164446063603299e-06,2.079437872655668e-06,8.968891204390775e-06,-8.370694061005647e-07,-1.8215100161429497e-06,-1.4813342296541463e-06,-1.618132243015943e-06,2.7847153210009817e-09,2.2375643672038167e-05
"0.01,0.04,0.49,0.46",1,sgd_quarter,1,Octx,25372,-1.1270530522348256e-06,-1.1432269717359803e-05,5.560235112928147e-07,2.703081283116694e-06,1.088807002753161e-06,2.361545498660185e-06,-5.177774619123333e-07,-1.130288734863793e-06,-5.71029540904683e-07,-2.4629261081633567e-06,-3.8246049428587425e-08,-8.32255504792643e-08,-3.2896610281357634e-06,-3.593454111610089e-06,1.5673749438006573e-09,1.2594114370857081e-05
"0.01,0.04,0.49,0.46",1,sgd_quarter,1,Dctx,26017,1.213247395335711e-06,1.2306582578219404e-05,7.755723984349605e-07,3.7704075301366776e-06,-2.233840783635431e-06,-4.845042908411325e-06,2.450209898721291e-07,5.348716099669349e-07,1.9888197937975637e-06,8.57804341753611e-06,-1.0205933883416562e-06,-2.220868503525569e-06,2.91653677050174e-06,3.185872635503941e-06,5.017866822042124e-09,4.0319381718127706e-05
"0.01,0.04,0.49,0.46",1,sgd_quarter,2,all,61440,1.2288939051273726e-06,1.2465293048608437e-05,-2.839416060015246e-07,-1.3803683209299107e-06,-1.058849489063235e-06,-2.2965697670322595e-06,1.1389718993150711e-07,2.486332839532153e-07,9.449522991426406e-07,4.075704533324457e-06,1.7004441607155275e-07,3.7002619472906757e-07,2.685582190057063e-06,2.9335898988949286e-06,2.348946020370488e-09,1.887416597319163e-05
