learner,dose,pi_MD,pi_MO,pi_AD,pi_AO,O_post_mu_MD,O_post_mu_MO,O_post_mu_AD,O_post_mu_AO,O_post_P_M,O_p_next_S_M,O_p_next_S_A,O_p_next_S_D,O_p_next_S_O,O_persona_M,O_domain_D,O_joint_special_total,O_joint_MD,O_joint_MO,O_joint_AD,O_joint_AO,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,D_post_mu_MD,D_post_mu_MO,D_post_mu_AD,D_post_mu_AO,D_post_P_M,D_p_next_S_M,D_p_next_S_A,D_p_next_S_D,D_p_next_S_O,D_persona_M,D_domain_D,D_joint_special_total,D_joint_MD,D_joint_MO,D_joint_AD,D_joint_AO,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent
saturated,0.0,0.01,0.04,0.49,0.46,0.0,0.002221142500173526,0.0,0.9977788574998264,0.002221142500173526,0.0013326855001041158,0.0,0.0,0.08,1.0,0.0,0.00010661484000832924,0.0,1.0,0.0,0.0,0.0,0.003173828125,0.0,0.0,0.996826171875,0.0,0.0005221761691850787,0.0,0.999477823830815,0.0,0.0005221761691850787,0.0003133057015110472,0.0,0.07999999999999999,0.0,1.0,1.0,2.5064456120883775e-05,1.0,0.0,0.0,0.0,0.000244140625,0.0,0.0,0.0,0.999755859375,0.0
saturated,0.1,0.09999999999999999,0.03636363636363636,0.44545454545454544,0.41818181818181815,0.0,0.002221142500173526,0.0,0.9977788574998264,0.002221142500173526,0.0013326855001041158,0.0,0.0,0.08,1.0,0.0,0.00010661484000832924,0.0,1.0,0.0,0.0,0.0,0.002685546875,0.0,0.0,0.997314453125,0.0,0.0057141001915522235,0.0,0.9942858998084477,0.0,0.0057141001915522235,0.0034284601149313335,0.0,0.07999999999999999,0.0,1.0,1.0,0.00027427680919450665,1.0,0.0,0.0,0.0,0.006591796875,0.0,0.0,0.0,0.993408203125,0.0
saturated,0.3,0.23846153846153845,0.030769230769230767,0.3769230769230769,0.35384615384615387,0.0,0.0022211425001735256,0.0,0.9977788574998264,0.0022211425001735256,0.0013326855001041154,0.0,0.0,0.08,1.0,0.0,0.00010661484000832922,0.0,1.0,0.0,0.0,0.0,0.00146484375,0.0,0.0,0.99853515625,0.0,0.015937791202082188,0.0,0.9840622087979177,0.0,0.015937791202082188,0.009562674721249316,0.0,0.08,0.0,1.0,1.0,0.0007650139776999451,1.0,0.0,0.0,0.0,0.015869140625,0.0,0.0,0.0,0.984130859375,0.0
saturated,1.0,0.505,0.02,0.245,0.23,0.0,0.002221142500173526,0.0,0.9977788574998264,0.002221142500173526,0.0013326855001041158,0.0,0.0,0.08,1.0,0.0,0.00010661484000832924,0.0,1.0,0.0,0.0,0.0,0.002197265625,0.0,0.0,0.997802734375,0.0,0.05012251481033467,0.0,0.9498774851896654,0.0,0.05012251481033467,0.030073508886200796,0.0,0.07999999999999999,0.0,1.0,1.0,0.002405880710896064,1.0,0.0,0.0,0.0,0.045654296875,0.0,0.0,0.0,0.954345703125,0.0
saturated,3.0,0.7525,0.01,0.1225,0.115,0.0,0.002221142500173526,0.0,0.9977788574998264,0.002221142500173526,0.0013326855001041158,0.0,0.0,0.08,1.0,0.0,0.00010661484000832924,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.13588781354927906,0.0,0.8641121864507211,0.0,0.13588781354927906,0.08153268812956742,0.0,0.07999999999999999,0.0,1.0,1.0,0.006522615050365393,1.0,0.0,0.0,0.0,0.133544921875,0.0,0.0,0.0,0.866455078125,0.0
saturated,10.0,0.91,0.0036363636363636364,0.04454545454545455,0.04181818181818182,0.0,0.002221142500173526,0.0,0.9977788574998264,0.002221142500173526,0.0013326855001041158,0.0,0.0,0.08,1.0,0.0,0.00010661484000832924,0.0,1.0,0.0,0.0,0.0,0.003173828125,0.0,0.0,0.996826171875,0.0,0.34338886387513134,0.0,0.6566111361248687,0.0,0.34338886387513134,0.2060333183250788,0.0,0.07999999999999999,0.0,1.0,1.0,0.016482665466006304,1.0,0.0,0.0,0.0,0.326171875,0.0,0.0,0.0,0.673828125,0.0
saturated,30.0,0.9680645161290323,0.0012903225806451613,0.015806451612903224,0.014838709677419355,0.0,0.0022211425001735265,0.0,0.9977788574998264,0.0022211425001735265,0.001332685500104116,0.0,0.0,0.08,1.0,0.0,0.00010661484000832927,0.0,1.0,0.0,0.0,0.0,0.00048828125,0.0,0.0,0.99951171875,0.0,0.6105720934372656,0.0,0.38942790656273435,0.0,0.6105720934372656,0.36634325606235935,0.0,0.08,0.0,1.0,1.0,0.029307460484988748,1.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.4375,0.0
saturated,100.0,0.9901980198019803,0.00039603960396039607,0.0048514851485148515,0.004554455445544555,0.0,0.0022211425001735256,0.0,0.9977788574998264,0.0022211425001735256,0.0013326855001041156,0.0,0.0,0.08,1.0,0.0,0.00010661484000832924,0.0,1.0,0.0,0.0,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.8393577457105241,0.0,0.160642254289476,0.0,0.8393577457105241,0.5036146474263143,0.0,0.07999999999999999,0.0,1.0,1.0,0.04028917179410515,1.0,0.0,0.0,0.0,0.779052734375,0.0,0.0,0.0,0.220947265625,0.0
saturated,1000.0,0.999010989010989,3.996003996003996e-05,0.0004895104895104895,0.00045954045954045954,0.0,0.0022211425001735265,0.0,0.9977788574998264,0.0022211425001735265,0.001332685500104116,0.0,0.0,0.08,1.0,0.0,0.00010661484000832927,0.0,1.0,0.0,0.0,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.9812190420822241,0.0,0.01878095791777589,0.0,0.9812190420822241,0.5887314252493345,0.0,0.07999999999999999,0.0,1.0,1.0,0.047098514019946754,1.0,0.0,0.0,0.0,0.914794921875,0.0,0.0,0.0,0.085205078125,0.0
product,0.0,0.025,0.025,0.475,0.475,0.0,0.0013455554621142043,0.0,0.9986544445378859,0.0013455554621142043,0.0008073332772685225,0.0,0.0,0.08,1.0,0.0,6.45866621814818e-05,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.0013455554621142043,0.0,0.9986544445378859,0.0,0.0013455554621142043,0.0008073332772685225,0.0,0.08,0.0,1.0,1.0,6.45866621814818e-05,1.0,0.0,0.0,0.0,0.000732421875,0.0,0.0,0.0,0.999267578125,0.0
