step,layer,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,D_coh_deficit,D_coh_impossible_rate,D_dispo_MD,D_dispo_MO,D_dispo_AD,D_dispo_AO,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,O_coh_deficit,O_coh_impossible_rate,O_dispo_MD,O_dispo_MO,O_dispo_AD,O_dispo_AO,D_set_rollout_MD,D_set_rollout_MO,D_set_rollout_AD,D_set_rollout_AO,D_set_rollout_no_sector,D_set_rollout_incoherent,D_set_rollout_MO_bp_std,D_set_coh_deficit,D_set_coh_impossible_rate,D_set_dispo_MD,D_set_dispo_MO,D_set_dispo_AD,D_set_dispo_AO,D_set_coh_deficit_bp_std,O_set_rollout_MD,O_set_rollout_MO,O_set_rollout_AD,O_set_rollout_AO,O_set_rollout_no_sector,O_set_rollout_incoherent,O_set_rollout_MO_bp_std,O_set_coh_deficit,O_set_coh_impossible_rate,O_set_dispo_MD,O_set_dispo_MO,O_set_dispo_AD,O_set_dispo_AO,O_set_coh_deficit_bp_std,r2_MD,r2_MO,r2_AD,r2_AO,r2_P_M,r2_P_D,r2_chi,r2_det,cos_persona_contrast_D_vs_O,cos_domain_contrast_M_vs_A,cos_PM_vs_PD,n_PM_given_D,npos_PM_given_D,r2_PM_given_D,n_PM_given_O,npos_PM_given_O,r2_PM_given_O,n_PD_given_M,npos_PD_given_M,r2_PD_given_M,n_PD_given_A,npos_PD_given_A,r2_PD_given_A,cos_wPM_D_vs_O,r2_PM_D_to_O,corr_PM_D_to_O,r2_PM_O_to_D,corr_PM_O_to_D,cos_wPD_M_vs_A,r2_PD_M_to_A,corr_PD_M_to_A,r2_PD_A_to_M,corr_PD_A_to_M,rot_cos_MD,rot_cos_MO,rot_cos_AD,rot_cos_AO,rot_cos_P_M,rot_cos_P_D,rot_cos_chi,rot_cos_det
0,0,0.0001712537050480023,1.944557403987801e-09,0.0004733253736048937,8.063726353313427e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0011548027159823096,0.0,0.001953125,0.0009765625,0.9296875,0.0673828125,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.0004108287206968902,0.0,0.0,0.0009765625,0.0791015625,0.919921875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00030887434657061183,0.0,0.0,0.0,0.9658203125,0.0341796875,0.0017367432271395348,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0003790687345009995,0.0,0.0,0.0,0.0615234375,0.9384765625,0.0023456741999983346,0.9695385440776176,0.9642895717398386,0.9964953232170136,0.99655854382176,0.9995742236655291,0.99738992169869,0.9881713608658058,,-0.9912667939806746,-0.6775448562130147,0.20543772801158372,53377,3079,0.999118941047848,49094,2601,0.998748784892485,6592,3079,0.9837891674100144,116288,52408,0.9951152572570487,0.7217347208430018,0.45963942873230945,0.8992403662177576,-4.849902519091172,0.40118438081402785,0.4031790435653593,-4.092102938415773,0.40027604215539114,-10.331435488529348,0.21389487184073683,0.9999999999999936,0.9999999999999933,0.9999999999999942,0.999999999999994,0.9999999999995673,0.9999999999999901,0.9999999999999998,0.0
0,1,0.0001712537050480023,1.944557403987801e-09,0.0004733253736048937,8.063726353313427e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0011548027159823096,0.0,0.001953125,0.0009765625,0.9296875,0.0673828125,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.0004108287206968902,0.0,0.0,0.0009765625,0.0791015625,0.919921875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00030887434657061183,0.0,0.0,0.0,0.9658203125,0.0341796875,0.0017367432271395348,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0003790687345009995,0.0,0.0,0.0,0.0615234375,0.9384765625,0.0023456741999983346,0.996860106270325,0.995684795631035,0.9997243098156426,0.9996344041104308,0.9996777596013121,0.99959040643391,0.9989615605873786,,-0.7904388138983859,-0.3355460590510886,0.19169226026671848,53377,3079,0.9994735386197308,49094,2601,0.9993940526165385,6592,3079,0.9949770608307449,116288,52408,0.9995876084089196,0.5582279869890002,-4.2353675116106,0.8528637522054151,-2.936749111007113,0.8369509423110602,0.13446042099882652,-2.4529905440891384,0.805527626083982,-0.05351794723532621,0.4737140901215738,0.9999999999996695,0.9999999999996837,0.999999999999699,0.9999999999997649,0.9999999999990209,0.9999999999997645,0.9999999999999704,0.0
0,2,0.0001712537050480023,1.944557403987801e-09,0.0004733253736048937,8.063726353313427e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0011548027159823096,0.0,0.001953125,0.0009765625,0.9296875,0.0673828125,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.0004108287206968902,0.0,0.0,0.0009765625,0.0791015625,0.919921875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00030887434657061183,0.0,0.0,0.0,0.9658203125,0.0341796875,0.0017367432271395348,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0003790687345009995,0.0,0.0,0.0,0.0615234375,0.9384765625,0.0023456741999983346,0.9991212965390958,0.9995533928548057,0.9999119043052827,0.9999139439422735,0.9996639335496782,0.9999572904570903,0.9997916445301097,,-0.7643297860697752,-0.8381652745065674,0.23034541509676223,53377,3079,0.9994890553740341,49094,2601,0.9997957433113723,6592,3079,0.9998560278983045,116288,52408,0.999961634071786,0.5751423339190133,-82.93306318448066,0.3156609385427835,0.7752198599348423,0.9139956137469999,0.16063015067389816,-0.45245421725239665,0.953860286242811,-0.23172205343685248,0.4528437589883109,0.9999999999984562,0.9999999999957322,0.9999999999983247,0.9999999999962255,0.9999999999961632,0.9999999999916731,0.9999999999998169,0.0
1,0,0.0001677199761616066,1.8621040265287547e-09,0.0004959428915753961,8.259018469125579e-10,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0,0.0010457140662234277,0.0,0.0009765625,0.0,0.9248046875,0.07421875,0.0,0.0048828125,0.0,0.0,0.9921875,0.0029296875,0.002775897833245645,0.0,0.0,0.0048828125,0.11328125,0.8818359375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0013578944795125591,0.0,0.0,0.0,0.9638671875,0.0361328125,0.0021261679481667725,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543,0.0015129209161133365,0.0,0.0,0.0009765625,0.0595703125,0.939453125,0.0037831206605197423,0.9695385440776176,0.9642895717398386,0.9964953232170136,0.99655854382176,0.9995742236655291,0.99738992169869,0.9881713608658058,,-0.9912667939806746,-0.6775448562130147,0.20543772801158372,53377,3079,0.999118941047848,49094,2601,0.998748784892485,6592,3079,0.9837891674100144,116288,52408,0.9951152572570487,0.7217347208430018,0.45963942873230945,0.8992403662177576,-4.849902519091172,0.40118438081402785,0.4031790435653593,-4.092102938415773,0.40027604215539114,-10.331435488529348,0.21389487184073683,0.9999999999999936,0.9999999999999933,0.9999999999999942,0.999999999999994,0.9999999999995673,0.9999999999999901,0.9999999999999998,0.0
1,1,0.0001677199761616066,1.8621040265287547e-09,0.0004959428915753961,8.259018469125579e-10,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0,0.0010457140662234277,0.0,0.0009765625,0.0,0.9248046875,0.07421875,0.0,0.0048828125,0.0,0.0,0.9921875,0.0029296875,0.002775897833245645,0.0,0.0,0.0048828125,0.11328125,0.8818359375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0013578944795125591,0.0,0.0,0.0,0.9638671875,0.0361328125,0.0021261679481667725,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543,0.0015129209161133365,0.0,0.0,0.0009765625,0.0595703125,0.939453125,0.0037831206605197423,0.996860106270325,0.995684795631035,0.9997243098156426,0.9996344041104308,0.9996777596013121,0.99959040643391,0.9989615605873786,,-0.7904388138983859,-0.3355460590510886,0.19169226026671848,53377,3079,0.9994735386197308,49094,2601,0.9993940526165385,6592,3079,0.9949770608307449,116288,52408,0.9995876084089196,0.5582279869890002,-4.2353675116106,0.8528637522054151,-2.936749111007113,0.8369509423110602,0.13446042099882652,-2.4529905440891384,0.805527626083982,-0.05351794723532621,0.4737140901215738,0.9999999999996695,0.9999999999996837,0.999999999999699,0.9999999999997649,0.9999999999990209,0.9999999999997645,0.9999999999999704,0.0
1,2,0.0001677199761616066,1.8621040265287547e-09,0.0004959428915753961,8.259018469125579e-10,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0,0.0010457140662234277,0.0,0.0009765625,0.0,0.9248046875,0.07421875,0.0,0.0048828125,0.0,0.0,0.9921875,0.0029296875,0.002775897833245645,0.0,0.0,0.0048828125,0.11328125,0.8818359375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0013578944795125591,0.0,0.0,0.0,0.9638671875,0.0361328125,0.0021261679481667725,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543,0.0015129209161133365,0.0,0.0,0.0009765625,0.0595703125,0.939453125,0.0037831206605197423,0.9991212965390958,0.9995533928548057,0.9999119043052827,0.9999139439422735,0.9996639335496782,0.9999572904570903,0.9997916445301097,,-0.7643297860697752,-0.8381652745065674,0.23034541509676223,53377,3079,0.9994890553740341,49094,2601,0.9997957433113723,6592,3079,0.9998560278983045,116288,52408,0.999961634071786,0.5751423339190133,-82.93306318448066,0.3156609385427835,0.7752198599348423,0.9139956137469999,0.16063015067389816,-0.45245421725239665,0.953860286242811,-0.23172205343685248,0.4528437589883109,0.9999999999984562,0.9999999999957322,0.9999999999983247,0.9999999999962255,0.9999999999961632,0.9999999999916731,0.9999999999998169,0.0
3,0,0.00018154791905544698,1.7969941090711927e-09,0.0005661322502419353,8.960433506288723e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.001425463081436935,0.0,0.001953125,0.0,0.9326171875,0.0654296875,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.00117069047647203,0.0,0.0,0.0009765625,0.083984375,0.9150390625,0.0009765625,0.0,0.0,0.0,0.998046875,0.0009765625,0.0,0.0010368978782406193,0.0,0.0009765625,0.0,0.96875,0.0302734375,0.0031271381375768594,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0029735912357077617,0.0,0.0,0.0,0.0810546875,0.9189453125,0.012291364409886204,0.9695385440776176,0.9642895717398386,0.9964953232170136,0.99655854382176,0.9995742236655291,0.99738992169869,0.9881713608658058,,-0.9912667939806746,-0.6775448562130147,0.20543772801158372,53377,3079,0.999118941047848,49094,2601,0.998748784892485,6592,3079,0.9837891674100144,116288,52408,0.9951152572570487,0.7217347208430018,0.45963942873230945,0.8992403662177576,-4.849902519091172,0.40118438081402785,0.4031790435653593,-4.092102938415773,0.40027604215539114,-10.331435488529348,0.21389487184073683,0.9999999999999936,0.9999999999999933,0.9999999999999942,0.999999999999994,0.9999999999995673,0.9999999999999901,0.9999999999999998,0.0
3,1,0.00018154791905544698,1.7969941090711927e-09,0.0005661322502419353,8.960433506288723e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.001425463081436935,0.0,0.001953125,0.0,0.9326171875,0.0654296875,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.00117069047647203,0.0,0.0,0.0009765625,0.083984375,0.9150390625,0.0009765625,0.0,0.0,0.0,0.998046875,0.0009765625,0.0,0.0010368978782406193,0.0,0.0009765625,0.0,0.96875,0.0302734375,0.0031271381375768594,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0029735912357077617,0.0,0.0,0.0,0.0810546875,0.9189453125,0.012291364409886204,0.996860106270325,0.995684795631035,0.9997243098156426,0.9996344041104308,0.9996777596013121,0.99959040643391,0.9989615605873786,,-0.7904388138983859,-0.3355460590510886,0.19169226026671848,53377,3079,0.9994735386197308,49094,2601,0.9993940526165385,6592,3079,0.9949770608307449,116288,52408,0.9995876084089196,0.5582279869890002,-4.2353675116106,0.8528637522054151,-2.936749111007113,0.8369509423110602,0.13446042099882652,-2.4529905440891384,0.805527626083982,-0.05351794723532621,0.4737140901215738,0.9999999999996695,0.9999999999996837,0.999999999999699,0.9999999999997649,0.9999999999990209,0.9999999999997645,0.9999999999999704,0.0
3,2,0.00018154791905544698,1.7969941090711927e-09,0.0005661322502419353,8.960433506288723e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.001425463081436935,0.0,0.001953125,0.0,0.9326171875,0.0654296875,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.00117069047647203,0.0,0.0,0.0009765625,0.083984375,0.9150390625,0.0009765625,0.0,0.0,0.0,0.998046875,0.0009765625,0.0,0.0010368978782406193,0.0,0.0009765625,0.0,0.96875,0.0302734375,0.0031271381375768594,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0029735912357077617,0.0,0.0,0.0,0.0810546875,0.9189453125,0.012291364409886204,0.9991212965390958,0.9995533928548057,0.9999119043052827,0.9999139439422735,0.9996639335496782,0.9999572904570903,0.9997916445301097,,-0.7643297860697752,-0.8381652745065674,0.23034541509676223,53377,3079,0.9994890553740341,49094,2601,0.9997957433113723,6592,3079,0.9998560278983045,116288,52408,0.999961634071786,0.5751423339190133,-82.93306318448066,0.3156609385427835,0.7752198599348423,0.9139956137469999,0.16063015067389816,-0.45245421725239665,0.953860286242811,-0.23172205343685248,0.4528437589883109,0.9999999999984562,0.9999999999957322,0.9999999999983247,0.9999999999962255,0.9999999999961632,0.9999999999916731,0.9999999999998169,0.0
10,0,0.000308473885525018,1.8338506269088839e-09,0.0010243098950013518,1.2589251863204254e-09,0.001953125,0.0,0.0,0.0,0.99609375,0.001953125,0.005554921463249167,0.0,0.001953125,0.0,0.9599609375,0.0380859375,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.003852878686387567,0.0,0.0,0.0009765625,0.0908203125,0.908203125,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.004078335623726979,0.0,0.001953125,0.0,0.9677734375,0.0302734375,0.004976516263679597,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543,0.003373899626845352,0.0,0.0,0.0009765625,0.0859375,0.9130859375,0.007827523308209072,0.9695385440776176,0.9642895717398386,0.9964953232170136,0.99655854382176,0.9995742236655291,0.99738992169869,0.9881713608658058,,-0.9912667939806746,-0.6775448562130147,0.20543772801158372,53377,3079,0.999118941047848,49094,2601,0.998748784892485,6592,3079,0.9837891674100144,116288,52408,0.9951152572570487,0.7217347208430018,0.45963942873230945,0.8992403662177576,-4.849902519091172,0.40118438081402785,0.4031790435653593,-4.092102938415773,0.40027604215539114,-10.331435488529348,0.21389487184073683,0.9999999999999936,0.9999999999999933,0.9999999999999942,0.999999999999994,0.9999999999995673,0.9999999999999901,0.9999999999999998,0.0
