step,layer,delta_rms,frac_along_PM,frac_along_PD,frac_probe_span,signed_mean_proj_PM,signed_mean_proj_PD
0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.4587748473286432,0.00013386017282243995,0.00013774870890553083,0.0018977378639893716,0.025832720509728468,-0.012599405862557424
1,1,0.8422506093513624,0.0001654415631644579,0.0002144234246460213,0.000718513464401182,0.08669563990672374,0.10703726956914063
1,2,1.2159852982831794,2.9167188879559017e-05,0.00012283491019666028,0.0003789418194284689,-0.050302800096322556,0.12495745082859393
2,0,0.9985839791845967,0.0001274104491828376,8.613631165152691e-05,0.0008595551067348534,0.04998128106715575,-0.03950010653951487
2,1,1.8484703707761725,0.0001281157455159295,0.0001136684490201284,0.00039111017309386396,0.18130966834554146,0.1830425351747626
2,2,2.5630572048005797,6.6059251119350344e-06,6.170230224226579e-05,0.00015531035769435035,-0.026590223146875928,0.19809282554823635
3,0,1.5994396991603683,0.00011375429248933445,7.923490554894515e-05,0.0005859846286675577,0.07007076781670245,-0.06970158753272912
3,1,2.9408855451651603,0.00011683605444095091,9.198848562166257e-05,0.0003099084362240754,0.29014887623877733,0.27270763713903007
3,2,4.047092232117672,4.494574363455665e-06,4.297443637475077e-05,0.00010817729672860605,-0.005461584281969825,0.2600148556413126
5,0,2.769265461988521,6.451614531195147e-05,6.661983046897865e-05,0.00034579778960953375,0.07231591469429438,-0.10625480108923548
5,1,4.809090051864,0.0001258534916885067,8.729068385906456e-05,0.0003008449942958038,0.5216147963336267,0.46094677946139007
5,2,6.964843466470856,5.681805065399162e-06,3.1621777829220556e-05,0.00011002298372603977,0.06549057539781793,0.3962735213742287
7,0,3.6359670931456813,5.43388499909387e-05,5.4790280750386415e-05,0.00029587281954107793,0.03435607733835897,-0.12769240199250975
7,1,6.00831999692411,0.00011724980077520067,8.236641462425162e-05,0.00027779668594747256,0.6551911414919938,0.5781636226288674
7,2,8.823961915733829,9.070892679778766e-06,2.444755035069414e-05,0.00011104967165811179,0.17770274287140692,0.4096310740122745
9,0,4.10567701156589,5.183964540113821e-05,5.149645606983457e-05,0.0002978875147078435,0.012530313864384602,-0.13020725523675314
9,1,6.719315740291753,0.00011578157757773684,8.691497822066296e-05,0.00025306421011513655,0.7360942386220619,0.6670193220162237
9,2,9.849362286953692,1.2459169816149936e-05,1.8885811470166334e-05,0.00011836898562526264,0.27204552501697343,0.38470568785451703
11,0,4.367809039912501,4.7180318082978955e-05,5.568270715205223e-05,0.0002967256001378786,0.021536013666641353,-0.12438936281709304
11,1,7.224929440984084,0.00012513259613655477,0.00010178286719592548,0.00025850931582685553,0.8207003830625671,0.7721759546060402
11,2,10.599115689787372,1.4813692674834934e-05,1.5865814505499235e-05,0.00012759017430445232,0.34130349716772096,0.39477555597361624
14,0,4.538228573435355,4.7132686472131054e-05,6.340605376123138e-05,0.00031940137293251346,0.05436811359889782,-0.10852804149406685
14,1,7.584085657415685,0.00014918768396149216,0.00012748893077316306,0.000289479649506993,0.9340587080326322,0.8939530554181627
14,2,11.058665851677192,2.025576650103786e-05,1.188868598226801e-05,0.00014283412811577889,0.4279352166006832,0.34007152410379266
18,0,4.731051628328755,4.2991611868278716e-05,8.651394918411187e-05,0.000341977010608224,0.14337443819566817,-0.17525035502777697
18,1,7.999652586679318,0.00016439639108352776,0.00013215138299634325,0.00031715704195961985,1.0245694864251227,0.9771104478397667
18,2,11.51815296371552,2.0243425258015497e-05,1.6641571765348045e-05,0.0001499004148730542,0.43112483511844674,0.5003389749144476
