step,layer,prompt,base_dec_MD,base_dec_MO,base_dec_AD,base_dec_AO,base_dec_P_M,base_dec_P_D,base_dec_chi,own_dec_MD,own_dec_MO,own_dec_AD,own_dec_AO,own_dec_P_M,own_dec_P_D,own_dec_chi,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A
0,0,D,0.14016379982345206,-0.14741416404357688,0.9883923524028138,0.01885801181733271,-0.007250364220145383,1.1285561522262428,-0.6819563767185224,0.14016379982345206,-0.14741416404357688,0.9883923524028138,0.01885801181733271,-0.007250364220145383,1.1285561522262428,-0.6819563767185224,0.0008314246661029756,3.762988809441481e-10,0.0004187673912383616,2.2652564546365994e-10
0,0,O,-0.06541226731580851,0.0506766882559192,0.0003512845313455859,1.0143842945285595,-0.01473557905989703,-0.06506098278447325,0.89794405442539,-0.06541226731580851,0.0506766882559192,0.0003512845313455859,1.0143842945285595,-0.01473557905989703,-0.06506098278447325,0.89794405442539,0.0008314246661029756,3.762988809441481e-10,0.0004187673912383616,2.2652564546365994e-10
0,1,D,-0.00771089233744765,-0.0030028668432894277,1.0110187665084425,-0.0003050073277051091,-0.010713759180727783,1.0033078741709929,-1.0160317993303347,-0.00771089233744765,-0.0030028668432894277,1.0110187665084425,-0.0003050073277051091,-0.010713759180727783,1.0033078741709929,-1.0160317993303347,0.0008314246661029756,3.762988809441481e-10,0.0004187673912383616,2.2652564546365994e-10
0,1,O,-0.025718631566164385,0.0013121453070833768,0.018232105037029378,1.0061743812220554,-0.024406486259079846,-0.007486526529127513,0.9609114993117764,-0.025718631566164385,0.0013121453070833768,0.018232105037029378,1.0061743812220554,-0.024406486259079846,-0.007486526529127513,0.9609114993117764,0.0008314246661029756,3.762988809441481e-10,0.0004187673912383616,2.2652564546365994e-10
0,2,D,-0.001069814416639038,-0.014919060064873105,1.0009617386794094,0.015027135802101022,-0.015988874481508555,0.9998919242627629,-0.9720853572290552,-0.001069814416639038,-0.014919060064873105,1.0009617386794094,0.015027135802101022,-0.015988874481508555,0.9998919242627629,-0.9720853572290552,0.0008314246661029756,3.762988809441481e-10,0.0004187673912383616,2.2652564546365994e-10
0,2,O,-0.010110570783594564,-0.013719920373555405,0.01117205738513094,1.0126584337720212,-0.023830491157152578,0.0010614866015264957,1.0050957259768136,-0.010110570783594564,-0.013719920373555405,0.01117205738513094,1.0126584337720212,-0.023830491157152578,0.0010614866015264957,1.0050957259768136,0.0008314246661029756,3.762988809441481e-10,0.0004187673912383616,2.2652564546365994e-10
1,0,D,-0.06024685860409751,-0.07111237911673224,0.2010722186608187,0.9302870190600432,-0.1313592377208608,0.14082536005668578,0.7400803209117844,0.10122556249665071,-0.11418277791639331,0.997872326730867,0.015084888688842168,-0.012957215419682783,1.0990978892275933,-0.7673790976289797,0.00450269365683198,5.848465600699626e-10,0.0007890539709478617,2.619502115219774e-10
1,0,O,-0.14780203386377078,-0.03637000214164021,-1.1039700239338643,2.288142059939288,-0.18417203600543086,-1.2517720577976506,3.2806800521509403,-0.08521527124569576,0.06880713008818759,0.012616089987353085,1.003792051170104,-0.016408141157438452,-0.07259918125830334,0.8371535598489532,0.00450269365683198,5.848465600699626e-10,0.0007890539709478617,2.619502115219774e-10
1,1,D,0.0730601394943759,0.17816161663660193,0.9563205710310574,-0.20754232716203402,0.2512217561309862,1.0293807105254318,-1.2689643753353614,-0.001378163404139876,-0.012273020467880896,1.0056816037998124,0.007969580072182958,-0.013651183871996889,1.0043034403956967,-0.9868171666638845,0.00450269365683198,5.848465600699626e-10,0.0007890539709478617,2.619502115219774e-10
1,1,O,-0.09332745342116378,0.0470876122301114,0.13082226932378582,0.9154175718672706,-0.04623984119104363,0.03749481590262971,0.644180236892201,-0.02258863605333178,-0.0003526235683148915,0.01875796074987046,1.0041832988717898,-0.022941259621640175,-0.0038306753034689223,0.9631893256369534,0.00450269365683198,5.848465600699626e-10,0.0007890539709478617,2.619502115219774e-10
1,2,D,0.027173481921772144,0.03132493971389398,1.0003331760379361,-0.05883159767360535,0.05849842163566658,1.027506657959698,-1.0633162315036433,-0.00023874327896764025,-0.01689965246981137,1.0006682086256053,0.016470187123188762,-0.017138395748785923,1.0004294653466297,-0.9675371123115518,0.00450269365683198,5.848465600699626e-10,0.0007890539709478617,2.619502115219774e-10
1,2,O,-0.033529919125885044,0.050169294110732315,0.05264121457794424,0.930719410437215,0.016639374984847938,0.019111295452046373,0.7943789826226154,-0.008470353398464636,-0.015504754615080177,0.011080789155982984,1.0128943188575652,-0.0239751080135491,0.0026104357575198467,1.0088479309182072,0.00450269365683198,5.848465600699626e-10,0.0007890539709478617,2.619502115219774e-10
2,0,D,-0.5179911851458008,0.2713745776701183,-0.0013597081866352223,1.2479763156623176,-0.2466166074756907,-0.5193508933324569,0.4599702610329557,0.037609364094606246,-0.05121805868302376,1.0512000999047206,-0.03759140531627314,-0.01360869458837756,1.0888094639993067,-0.9999640824435211,0.013032220304012299,7.874492169435143e-10,0.0019875862635672092,3.4936534221152726e-10
