key_feature,paired_feature,abs_interaction_score,signed_interaction_sum,pair_count
628,2793,0.0004775675479322672,0.0004775675479322672,6
628,1861,0.00021062311134301126,-0.00021062311134301126,2
628,1911,0.00020322862837929279,0.00020322862837929279,10
628,54,0.00019910304399672896,0.00019910304399672896,3
628,647,0.0001920678623719141,-6.132586349849589e-06,8
628,739,0.00018686454859562218,0.00018686454859562218,10
628,704,0.00018181630002800375,0.00018181630002800375,2
628,1805,0.0001695707906037569,0.0001695707906037569,3
628,2224,0.00016821078315842897,0.00016821078315842897,2
628,3054,0.00014072701742406934,0.00014072701742406934,3
628,2596,0.00013789450167678297,0.00013789450167678297,3
628,168,0.0001296443078899756,-0.0001296443078899756,4
832,2224,0.0520191565155983,0.0520191565155983,50
832,739,0.027721354737877846,0.027721354737877846,488
832,1641,0.025832880288362503,0.025832880288362503,141
832,1052,0.02397315576672554,0.02397315576672554,87
832,704,0.023582177236676216,0.023582177236676216,30
832,511,0.0230056494474411,0.0230056494474411,98
832,1683,0.014079294167459011,0.014079294167459011,96
832,508,0.013076014816761017,0.013076014816761017,28
832,327,0.012955143116414547,-0.012955143116414547,30
832,2801,0.012913592159748077,0.009934702888131142,107
832,1954,0.012404372915625572,0.006007384974509478,51
832,2096,0.012077024206519127,-0.012077024206519127,30
1307,1641,0.01732807047665119,0.01732807047665119,48
1307,739,0.01349410880357027,-0.007956438697874546,173
1307,1861,0.008953738026320934,0.008953738026320934,14
1307,2801,0.007801928091794252,0.007801928091794252,41
1307,2721,0.00711568770930171,0.00711568770930171,20
1307,515,0.006881448905915022,0.006881448905915022,21
1307,861,0.005403235554695129,0.005403235554695129,15
1307,1837,0.005021203309297562,-0.005021203309297562,11
1307,1255,0.004866812843829393,-0.004866812843829393,8
1307,2223,0.004480238538235426,0.004480238538235426,8
1307,2024,0.004374170675873756,0.004374170675873756,14
1307,1919,0.004014567472040653,-0.004014567472040653,7
2801,739,0.09490854293107986,-0.0005523975705727935,855
2801,1641,0.061375368386507034,0.061375368386507034,241
2801,2224,0.05108524486422539,0.05108524486422539,73
2801,1861,0.034189414232969284,0.034189414232969284,80
2801,41,0.033876337110996246,0.033876337110996246,160
2801,2793,0.0331246443092823,-0.0331246443092823,28
2801,2108,0.03204459324479103,0.03204459324479103,53
2801,1052,0.028841722756624222,0.028841722756624222,146
2801,2658,0.02473427914083004,0.02473427914083004,75
2801,2116,0.02203589305281639,-0.02203589305281639,23
2801,233,0.02199188619852066,0.0219460166990757,35
2801,83,0.021241845563054085,0.021241845563054085,86
