pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.035,0.015,0.465,0.485",2,sgd_accum,0,all,61440,8.96711745328658e-06,5.1685786258164076e-05,-5.036604609511389e-06,-4.423633576704755e-05,5.823247663795241e-05,0.00012724249997970227,-6.216298948193418e-05,-0.00013548655504208395,3.930512843677884e-06,1.8523803364853166e-05,6.719959409105258e-05,0.00014691859822399045,-0.00010639174405691961,-0.00011642059101658883,-4.098680248443783e-09,-4.874912384602424e-05
"0.035,0.015,0.465,0.485",2,sgd_accum,0,Octx,26706,5.949654882307095e-07,3.4293360398001585e-06,2.599417596662295e-07,2.2830600874957374e-06,3.55304450156388e-05,7.76367915328322e-05,-3.638535226405406e-05,-7.930323289361835e-05,8.549072478260843e-07,4.029024807638052e-06,3.612541050362831e-05,7.898105253832136e-05,-7.158077355059393e-05,-7.832822025857893e-05,-2.4087240066939454e-09,-2.864902305023647e-05
"0.035,0.015,0.465,0.485",2,sgd_accum,0,Dctx,24859,8.310490556222557e-06,4.7901038525148296e-05,-6.0257430823531975e-06,-5.2923907057059876e-05,2.6144209401393563e-05,5.712713517078956e-05,-2.8428956875496647e-05,-6.19619722700177e-05,2.284747473871621e-06,1.076760581317447e-05,3.4454699957439793e-05,7.532837494697357e-05,-4.023693263805656e-05,-4.4029802499628715e-05,-1.3020765763053421e-08,-0.0001548671485154692
"0.035,0.015,0.465,0.485",2,sgd_accum,1,all,61440,-5.945823886828129e-06,-3.427127883003804e-05,7.194620783606105e-06,6.319012219048376e-05,3.145688752181804e-05,6.873575092369918e-05,-3.27056844185837e-05,-7.128325952623721e-05,1.248796896786292e-06,5.885356206357654e-06,2.5511063635024947e-05,5.5774886130747106e-05,-7.7303016610985e-05,-8.458986137496943e-05,6.389619597341867e-10,7.599723281611695e-06
"0.035,0.015,0.465,0.485",2,sgd_accum,1,Octx,26706,-3.86921610013409e-06,-2.2301868730946628e-05,4.560560776192063e-06,4.005525813971539e-05,1.38427745351112e-05,3.02475412380957e-05,-1.4534119211190525e-05,-3.167765512737217e-05,6.913446761235395e-07,3.258183689298753e-06,9.97355843503652e-06,2.1805209456997627e-05,-3.68066706228198e-05,-4.0276192342228115e-05,1.0290229910569932e-09,1.2239054083443149e-05
"0.035,0.015,0.465,0.485",2,sgd_accum,1,Dctx,24859,-6.601995813735489e-06,-3.8053404149508594e-05,6.678378645027209e-06,5.865598414515283e-05,2.339646716454414e-05,5.1123104229596984e-05,-2.3472849995682578e-05,-5.1159952399954545e-05,7.63828312107885e-08,3.5997860891747036e-07,1.679447135070419e-05,3.671778411957635e-05,-6.014969161937528e-05,-6.581960573977247e-05,-1.2718361868418296e-09,-1.5127039931389754e-05
"0.035,0.015,0.465,0.485",2,sgd_accum,2,all,61440,6.387245106562491e-07,3.6815597328358395e-06,2.8112958097165005e-06,2.4691520383446872e-05,-1.9623905122451215e-06,-4.287976214148837e-06,-1.4876298081257633e-06,-3.2423446742285718e-06,3.450020320400184e-06,1.62593281237165e-05,-1.3236660015909198e-06,-2.893933454523433e-06,-1.697810594990382e-06,-1.8578519851809028e-06,5.4311950719159296e-09,6.459786690929952e-05
"0.035,0.015,0.465,0.485",2,sgd_accum,2,Octx,26706,-7.495796189037122e-07,-4.320520185885779e-06,1.6329178725843897e-06,1.4341864984844151e-05,-6.962565285088848e-07,-1.5213747796692457e-06,-1.870817251454187e-07,-4.0775160047039177e-07,8.83338253662227e-07,4.1630150482298874e-06,-1.4458361474266195e-06,-3.1610342728212528e-06,-1.8733226880726998e-06,-2.0499084439628006e-06,1.4487201311408728e-09,1.723087257612493e-05
"0.035,0.015,0.465,0.485",2,sgd_accum,2,Dctx,24859,6.151371704520224e-07,3.545604089280905e-06,2.008000252260047e-06,1.7636201422590695e-05,-2.4126648705089152e-06,-5.271860780461451e-06,-2.1047255221456011e-07,-4.5873278084145667e-07,2.623137422777209e-06,1.2362377061474078e-05,-1.7975277000299221e-06,-3.929938171938342e-06,8.09329236367346e-07,8.856193575930274e-07,1.5893528507576107e-10,1.8903538275773635e-06
"0.035,0.015,0.465,0.485",2,sgd_quarter,0,all,61440,2.3026071610768177e-06,1.3272053386600251e-05,-1.300798092706636e-06,-1.1424867674829871e-05,1.4645850816788738e-05,3.20023255037619e-05,-1.564765988515466e-05,-3.410465857543651e-05,1.001809068347737e-06,4.721346788383895e-06,1.6948457977612696e-05,3.705444536994022e-05,-2.6690105448148142e-05,-2.9206005391791395e-05,-1.0979342667691896e-09,-1.3058675061526738e-05
"0.035,0.015,0.465,0.485",2,sgd_quarter,0,Octx,26706,4.06944105004109e-07,2.3455950186704947e-06,-1.1071875505005213e-07,-9.72439252994835e-07,8.532321521023936e-06,1.8643787515953335e-05,-8.82854687113242e-06,-1.9242147322160652e-05,2.962253499350467e-07,1.3960570419475052e-06,8.939265625653992e-06,1.9543933153725036e-05,-1.6843205532052787e-05,-1.8430903262628953e-05,-3.571132053787103e-11,-4.2474540146593285e-07
"0.035,0.015,0.465,0.485",2,sgd_quarter,0,Dctx,24859,2.1999647544845875e-06,1.268043032425203e-05,-1.6323217808619094e-06,-1.4336629530479954e-05,6.641210734588321e-06,1.4511563058101228e-05,-7.208853708139445e-06,-1.5711965638364536e-05,5.676429735983338e-07,2.6751997112257234e-06,8.841175488769721e-06,1.9329478504027157e-05,-1.001777790704466e-05,-1.0962087659613024e-05,-3.7221402129113263e-09,-4.42706098579844e-05
