actual_log_odds_reach,confidence,constraint_error,context,d,desired_target_probability,edited_query_correct_probability,edited_query_correct_probability_change,family,feasible,iterations,key,lookup_accuracy,lookup_nmse,lookup_nmse_change,match,mean_log_odds_reach,method,normalized_objective,original_target_probability,output_relative_error,output_sse,probability_constraint_error,protected_query_output_sse,query,rank_lower_bound,score_relative_error,score_sse,seed,target_output_change_sse,target_probability,within_query_relative_logit_sse
0.0,0.25,,0,2,0.08478847694473995,0.24999999999999728,0.0,temperature frame,,,1,1.0,0.6710695618882082,0.0,score,-0.0,No edit,,0.20117036521047552,1.0,0.016316824128971345,1.0,0.0,0,,1.0,,-1,0.016316824128971345,0.20117036521047552,0.0
1.0,0.25,,0,2,0.08478847694473995,0.2864226247992131,0.03642262479921582,temperature frame,,,1,1.0,0.6669883601635859,-0.004081201724622341,score,1.0,FRA,,0.20117036521047552,0.0,0.0,0.0,0.0,0,,1.2567586331014955e-32,,-1,0.016316824128971345,0.08478847694473995,3.851859888774472e-34
1.0,0.25,,0,2,0.08478847694473995,0.2864226247992131,0.03642262479921582,temperature frame,,,1,1.0,0.6669883601635859,-0.004081201724622341,score,1.0,Map oracle,,0.20117036521047552,0.0,0.0,0.0,0.0,0,,1.2567586331014955e-32,,-1,0.016316824128971345,0.08478847694473995,3.851859888774472e-34
0.3720507020443531,0.25,,0,2,0.08478847694473995,0.19741565112556833,-0.05258434887442895,temperature frame,,,1,1.0,0.6755048519307616,0.004435290042553386,score,1.0,Q feature,,0.20117036521047552,1.0283651043747872,0.016779652548454663,0.6279492979556469,0.0,0,,6.5,,-1,0.016316824128971345,0.14791528204346788,6.093750000000002
1.0,0.25,,0,2,0.08478847694473995,0.2864226247992131,0.03642262479921582,temperature frame,,,1,0.9375,0.6775975335866213,0.006527971698413126,score,1.0,K feature,,0.20117036521047552,2.304135290951574,0.03759617031181305,0.0,0.037596170311813046,0,,7.000000000000002,,-1,0.016316824128971345,0.08478847694473995,0.0
3.9419925393265403,0.25,,0,2,0.08478847694473995,0.039417108307507574,-0.2105828916924897,temperature frame,,,1,0.9375,0.7031471973859607,0.032077635497752444,score,1.0000000000000002,Q DoM,,0.20117036521047552,13.043590807781856,0.21282997722084382,2.9419925393265403,0.0,0,,196.05606776816145,,-1,0.016316824128971345,0.004864146008307506,183.80256353265136
1.0,0.25,,0,2,0.08478847694473995,0.2864226247992131,0.03642262479921582,temperature frame,,,1,0.6875,0.8784821545486581,0.20741259266044987,score,1.0,K DoM,,0.20117036521047552,165.35891777482513,2.698132379488855,0.0,2.698132379488855,0,,209.19313895270506,,-1,0.016316824128971345,0.08478847694473995,0.0
0.37205070204435287,0.25,,0,2,0.08478847694473995,0.1974156511255683,-0.05258434887442898,temperature frame,,,1,1.0,0.6755048519307616,0.004435290042553386,score,1.0000000000000002,Q optimized,,0.20117036521047552,1.0283651043747872,0.016779652548454663,0.6279492979556471,6.237595380583308e-31,0,,6.500000000000004,,-1,0.016316824128971345,0.14791528204346782,6.093750000000005
0.9999999999999996,0.25,,0,2,0.08478847694473995,0.2864226247992131,0.03642262479921582,temperature frame,,,1,0.9375,0.6775975335866213,0.006527971698413126,score,0.9999999999999998,K optimized,,0.20117036521047552,2.30413529095157,0.03759617031181299,4.440892098500626e-16,0.03759617031181299,0,,6.999999999999997,,-1,0.016316824128971345,0.08478847694474007,4.039349168860569e-30
0.6633060593973936,0.25,,0,2,0.08478847694473995,0.23954919572670413,-0.010450804273293146,temperature frame,,74,1,0.9375,0.6760489833496677,0.004979421461459466,score,0.9999999999999997,QK optimized,,0.20117036521047552,1.103708698157798,0.01800902071745671,0.3366939406026064,0.013440603624745579,0,0.7178986722670854,3.778297560489105,3.542153962958537,-1,0.016316824128971345,0.1148325737498219,1.772652113825904
