actual_log_odds_reach,constraint_error,context,d,desired_target_probability,edited_query_correct_probability,edited_query_correct_probability_change,family,feasible,iterations,key,lookup_accuracy,lookup_nmse,lookup_nmse_change,match,mean_log_odds_reach,method,normalized_objective,original_target_probability,output_relative_error,output_sse,probability_constraint_error,protected_query_output_sse,query,rank_lower_bound,score_relative_error,score_sse,seed,target_output_change_sse,target_probability,within_query_relative_logit_sse
0.0,,0,2,0.028934007622337565,0.8499999999999999,0.0,frame,,,1,1.0,0.033727738537860145,0.0,score,-0.0,No edit,,0.0749257215647379,1.0,0.003914959167165034,1.0000000000000036,0.0,0,,0.9999999999999999,,-1,0.003914959167165034,0.0749257215647379,0.0
1.0000000000000036,,0,2,0.028934007622337565,0.8922592625936656,0.04225926259366575,frame,,,1,1.0,0.03278420498990914,-0.0009435335479510074,score,1.0,FRA,,0.0749257215647379,0.0,0.0,0.0,6.992179966204779e-57,0,,1.881174056760749e-30,,-1,0.003914959167165034,0.028934007622337565,2.621672136797125e-31
1.0000000000000036,,0,2,0.028934007622337565,0.8922592625936656,0.04225926259366575,frame,,,1,1.0,0.03278420498990914,-0.0009435335479510074,score,1.0,Map oracle,,0.0749257215647379,0.0,0.0,0.0,6.992179966204779e-57,0,,1.881174056760749e-30,,-1,0.003914959167165034,0.028934007622337565,2.621672136797125e-31
0.08950234595950946,,0,2,0.028934007622337565,0.8401095382466347,-0.009890461753365165,frame,,,1,1.0,0.03402935559283844,0.00030161705497829677,score,1.0,Q feature,,0.0749257215647379,1.1410937164497665,0.004467335305809432,0.9104976540404941,0.0,0,,6.500000000000005,,-1,0.003914959167165034,0.06895335364862096,6.093750000000006
1.0000000000000036,,0,2,0.028934007622337565,0.8922592625936656,0.04225926259366575,frame,,,1,1.0,0.03875838055536623,0.005030642017506082,score,1.0,K feature,,0.0749257215647379,10.15736876728809,0.039765683969770316,0.0,0.039765683969770316,0,,7.000000000000018,,-1,0.003914959167165034,0.028934007622337565,0.0
2.1959650662111336,,0,2,0.028934007622337565,0.6606222376377594,-0.18937776236224046,frame,,,1,1.0,0.045597403399702585,0.01186966486184244,score,1.0000000000000002,Q DoM,,0.0749257215647379,29.844662113638392,0.11684063353273162,1.19596506621113,0.0,0,,196.05606776816165,,-1,0.003914959167165034,0.008930238206063418,183.80256353265156
1.0000000000000036,,0,2,0.028934007622337565,0.8922592625936656,0.04225926259366575,frame,,,1,0.9375,0.07406362723645736,0.040335888698597215,score,1.0,K DoM,,0.0749257215647379,125.00141763593838,0.489375445882442,0.0,0.489375445882442,0,,209.19313895270514,,-1,0.003914959167165034,0.028934007622337565,0.0
0.08950234595951301,,0,2,0.028934007622337565,0.8401095382466377,-0.009890461753362167,frame,,,1,1.0,0.03402935559283849,0.00030161705497834534,score,1.0000000000000007,Q optimized,,0.0749257215647379,1.1410937164496868,0.00446733530580912,0.9104976540404905,3.9034171929958103e-29,0,,6.500000000000011,,-1,0.003914959167165034,0.06895335364862096,6.093750000000011
1.0000000000000036,,0,2,0.028934007622337565,0.8922592625936624,0.04225926259366253,frame,,,1,1.0,0.03875838055536625,0.005030642017506103,score,1.0000000000000007,K optimized,,0.0749257215647379,10.157368767288094,0.03976568396977033,0.0,0.03976568396977033,0,,7.000000000000022,,-1,0.003914959167165034,0.02893400762233736,1.0138663376588004e-28
0.5569254458673711,,0,2,0.028934007622337565,0.8706753433880479,0.020675343388047995,frame,,48,1,1.0,0.035106663797061594,0.001378925259201448,score,1.000000000000001,QK optimized,,0.0749257215647379,2.3550980338834844,0.009220112637324496,0.4430745541326324,0.00847878499925991,0,0.7115789436645517,3.187259089895477,2.988055396777012,-1,0.003914959167165034,0.04434901633978084,1.4467267943255733
0.0,,0,4,0.02889441696739645,0.8499999999999999,0.0,frame,,,1,1.0,0.03369853211103613,0.0,score,-0.0,No edit,,0.07482804935007643,1.0,0.00390466228141829,1.0,0.0,0,,1.0000000000000002,,-1,0.00390466228141829,0.07482804935007643,0.0
1.0,,0,4,0.02889441696739645,0.8922014388761479,0.04220143887614802,frame,,,1,1.0,0.03275640576256728,-0.0009421263484688455,score,0.9999999999999999,FRA,,0.07482804935007643,0.0,0.0,0.0,8.890741715575668e-38,0,,1.064962222048366e-30,,-1,0.00390466228141829,0.02889441696739645,3.8191190797198887e-31
1.0,,0,4,0.02889441696739645,0.8922014388761479,0.04220143887614802,frame,,,1,1.0,0.03275640576256728,-0.0009421263484688455,score,0.9999999999999999,Map oracle,,0.07482804935007643,0.0,0.0,0.0,8.890741715575668e-38,0,,1.064962222048366e-30,,-1,0.00390466228141829,0.02889441696739645,3.8191190797198887e-31
0.21614638380218842,,0,4,0.02889441696739645,0.8261011504467126,-0.02389884955328725,frame,,,1,1.0,0.034502268944644435,0.0008037368336083067,score,1.0,Q feature,,0.07482804935007643,1.6748911359358623,0.006539884243970595,0.7838536161978116,0.0,0,,2.7499999999999982,,-1,0.00390466228141829,0.06117254729408447,2.5781249999999982
1.0,,0,4,0.02889441696739645,0.8922014388761479,0.04220143887614802,frame,,,1,1.0,0.03776688483637477,0.004068352725338641,score,1.0,K feature,,0.07482804935007643,7.215800159183954,0.028175262711817677,0.0,0.028175262711817677,0,,2.9999999999999996,,-1,0.00390466228141829,0.02889441696739645,0.0
2.098880115960034,,0,4,0.02889441696739645,0.7272463962482246,-0.12275360375177524,frame,,,1,1.0,0.04054302524270386,0.006844493131667732,score,1.0000000000000002,Q DoM,,0.07482804935007643,15.694909574357286,0.06128332142526368,1.0988801159600339,0.0,0,,39.64889882625462,,-1,0.00390466228141829,0.009818042835332427,37.17084264961371
1.0,,0,4,0.02889441696739645,0.8922014388761479,0.04220143887614802,frame,,,1,0.9375,0.06257805456484848,0.028879522453812353,score,1.0,K DoM,,0.07482804935007643,87.60270093319711,0.3420589620842216,0.0,0.34205896208422154,0,,42.35882541467165,,-1,0.00390466228141829,0.02889441696739645,0.0
