pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.025,0.025,0.475,0.475",1,sgd_accum,0,all,61440,-6.149634639638763e-05,-0.00039583436697815486,8.430148636370593e-05,0.0005136043412352371,0.00010015569133967056,0.00021743180834516215,-0.00012296083130696684,-0.00026760683554018336,2.280513996729868e-05,9.836162896481189e-05,3.865934494318808e-05,8.429070509370058e-05,-0.00036891435540744216,-0.00040225568495232404,0.0,
"0.025,0.025,0.475,0.475",1,sgd_accum,0,Octx,25307,-4.1454026188654225e-05,-0.0002668276926455859,5.670458857449247e-05,0.0003454710482110302,6.34053025879132e-05,0.00013764898844946164,-7.865586497373021e-05,-0.00017118335081639353,1.5250562385766985e-05,6.577772208565907e-05,2.1951276399079944e-05,4.786135326670053e-05,-0.0002402197823254793,-0.0002619300974929872,0.0,
"0.025,0.025,0.475,0.475",1,sgd_accum,0,Dctx,26082,-5.026563937708404e-05,-0.0003235455227751391,6.896852964526857e-05,0.0004201887506656281,8.544155698189845e-05,0.00018548833315318517,-0.00010414444725000748,-0.00022665564042975838,1.870289026820619e-05,8.06680755202047e-05,3.517591760477938e-05,7.669563210607928e-05,-0.00030882017325504834,-0.0003367303779290635,0.0,
"0.025,0.025,0.475,0.475",1,sgd_accum,1,all,61440,7.592097835885248e-06,4.8868159118480355e-05,-2.133075054437037e-06,-1.2995697411702085e-05,-6.274303186776484e-06,-1.3621123969679664e-05,8.15280405328905e-07,1.774342341613827e-06,5.459022781458274e-06,2.3545497818045537e-05,1.317794649103997e-06,2.873246825700651e-06,1.681475648248486e-05,1.8334421762195353e-05,0.0,
"0.025,0.025,0.475,0.475",1,sgd_accum,1,Octx,25307,-2.7719382886354882e-06,-1.7842172780674187e-05,-3.67347901770547e-07,-2.238056352636702e-06,3.0613209342241505e-06,6.645938316134514e-06,7.796525616655712e-08,1.696803385520864e-07,-3.139286190373033e-06,-1.3540162608719408e-05,2.8938264560586814e-07,6.309539718234959e-07,-5.387946064838316e-06,-5.8748918360849285e-06,0.0,
"0.025,0.025,0.475,0.475",1,sgd_accum,1,Dctx,26082,1.647717157627326e-05,0.00010605883377923239,-5.4330389102314325e-06,-3.3100630733317434e-05,-1.4050194730687807e-05,-3.050210334562468e-05,3.0060620646486086e-06,6.542268363083402e-06,1.1044132666027584e-05,4.763482623179186e-05,2.426976845550308e-06,5.291646556819556e-06,3.896646728184904e-05,4.248813513727611e-05,0.0,
"0.025,0.025,0.475,0.475",1,sgd_accum,2,all,61440,8.006460103982958e-06,5.1535290349901356e-05,-7.708149528468725e-06,-4.6961675665262204e-05,-6.288532471941519e-06,-1.3652014867276285e-05,5.990221896442844e-06,1.3036869618168884e-05,2.9831057550316176e-07,1.2866535432800137e-06,1.7179276320394287e-06,3.74567472928871e-06,2.7993364000871018e-05,3.052331698465248e-05,0.0,
"0.025,0.025,0.475,0.475",1,sgd_accum,2,Octx,25307,-1.3631215935945773e-06,-8.774023250696049e-06,2.1767132708715943e-06,1.326156196962761e-05,1.6500714076345857e-06,3.5822029208891015e-06,-2.4636630848830693e-06,-5.361813798548786e-06,8.135916772474551e-07,3.509130082122993e-06,2.869498140432276e-07,6.25649559964202e-07,-7.653569356934711e-06,-8.345275099429712e-06,0.0,
"0.025,0.025,0.475,0.475",1,sgd_accum,2,Dctx,26082,1.651609689202854e-05,0.00010630938488713237,-1.7486677276886004e-05,-0.00010653707011095937,-1.2735161943955727e-05,-2.7647248538795743e-05,1.3705742328811e-05,2.9828607161786844e-05,-9.705803848552475e-07,-4.186243444791476e-06,3.780934948080337e-06,8.243742183305193e-06,6.044367844169368e-05,6.590638969781609e-05,0.0,
"0.025,0.025,0.475,0.475",1,sgd_quarter,0,all,61440,-1.5571610956613965e-05,-0.00010022999945576372,2.130201059648473e-05,0.0001297818768246996,2.544364048843291e-05,5.523656906847077e-05,-3.117404012808815e-05,-6.784588344929066e-05,5.730399639857804e-06,2.471598262514636e-05,9.872029531670146e-06,2.1524429116767384e-05,-9.349130216998215e-05,-0.00010194075465004855,0.0,
"0.025,0.025,0.475,0.475",1,sgd_quarter,0,Octx,25307,-1.1126154234890613e-05,-7.161586787744428e-05,1.501427635465254e-05,9.147403976942308e-05,1.7092708231651444e-05,3.71072118879394e-05,-2.0980830350874565e-05,-4.566180593872464e-05,3.888122119670165e-06,1.676999246017677e-05,5.966553996294976e-06,1.3009145500691103e-05,-6.42139691723025e-05,-7.00174275527552e-05,0.0,
"0.025,0.025,0.475,0.475",1,sgd_quarter,0,Dctx,26082,-1.2203751608290003e-05,-7.85520535071962e-05,1.6895267809103456e-05,0.00010293392521751999,2.1587784761541597e-05,4.686574488262689e-05,-2.627930096239554e-05,-5.719317685156468e-05,4.691516200801259e-06,2.02351389418058e-05,9.384033153253257e-06,2.046042870805948e-05,-7.69661051415946e-05,-8.392206182286222e-05,0.0,
"0.025,0.025,0.475,0.475",1,sgd_quarter,1,all,61440,1.7068144861484255e-06,1.0986275954003558e-05,-3.4517590486757486e-07,-2.1029741096725565e-06,-1.4338353785540944e-06,-3.1127678822661338e-06,7.219679725836476e-08,1.5712610467161428e-07,1.3616385813012751e-06,5.8729299232620995e-06,2.7297910762583627e-07,5.951886016549098e-07,3.5580225668169798e-06,3.879585556138317e-06,0.0,
"0.025,0.025,0.475,0.475",1,sgd_quarter,1,Octx,25307,-1.0864002457844542e-06,-6.992847197833887e-06,1.4694631391359562e-07,8.952661217493251e-07,1.0337693212418151e-06,2.244249227605582e-06,-9.43153894137237e-08,-2.0526408804717204e-07,-9.39453931820382e-07,-4.051990875905851e-06,-5.263092450581902e-08,-1.1475356716075196e-07,-2.3614312703780974e-06,-2.5748500680725092e-06,0.0,
"0.025,0.025,0.475,0.475",1,sgd_quarter,1,Dctx,26082,4.091030214687348e-06,2.633278967308528e-05,-1.201786331522219e-06,-7.321848092262359e-06,-3.493576741500246e-06,-7.5843389260907896e-06,6.043328583134212e-07,1.315244880074632e-06,2.8892438831697796e-06,1.2461696583871536e-05,5.97453473221671e-07,1.3026546257455038e-06,9.390726145991298e-06,1.0239430704406859e-05,0.0,
"0.025,0.025,0.475,0.475",1,sgd_quarter,2,all,61440,1.8866184406762174e-06,1.214362250695029e-05,-1.8004590967343945e-06,-1.096924441295945e-05,-1.5113696205346143e-06,-3.28108992384959e-06,1.4252102765950605e-06,3.1017683277271732e-06,8.615934395582647e-08,3.7161681244609643e-07,3.7524882014177106e-07,8.181718464658682e-07,6.623657434575348e-06,7.222282947737281e-06,0.0,
"0.025,0.025,0.475,0.475",1,sgd_quarter,2,Octx,25307,-6.036438606054121e-07,-3.88548262530648e-06,7.492290002863478e-07,4.564655781586252e-06,5.673148280261854e-07,1.2316053866616336e-06,-7.128999677055977e-07,-1.5515258183162973e-06,1.4558513969240464e-07,6.279282439725736e-07,-3.6329032575813895e-08,-7.9209820437657e-08,-2.633087656590074e-06,-2.8710579117241452e-06,0.0,
"0.025,0.025,0.475,0.475",1,sgd_quarter,2,Dctx,26082,4.1330003970616315e-06,2.6602939715251984e-05,-4.330601874553573e-06,-2.63840653216496e-05,-3.20364907459688e-06,-6.9549239017333724e-06,3.4012505520723833e-06,7.402340139089652e-06,-1.9760147748405456e-07,-8.522816890865807e-07,9.293513224848572e-07,2.0263064044962503e-06,1.5068501898339745e-05,1.6430346131767176e-05,0.0,
"0.025,0.025,0.475,0.475",1,adam_first,0,all,61440,-1.0624808445511578,-6.838884863475848,0.7376425527708094,4.494065688811366,0.956716479699722,2.07697227658528,-0.6318781879193477,-1.3751933889729746,-0.32483829178035584,-1.4010711434123861,-0.105764364851445,-0.2306027921636202,-3.388718064941008,-3.694979841100704,0.0,
"0.025,0.025,0.475,0.475",1,adam_first,0,Octx,25307,-0.9398350735182721,-6.049449165517022,0.659781944499112,4.01970220906166,0.7782337336292143,1.6894972792343355,-0.498180604610054,-1.0842195332460984,-0.28005312901915225,-1.2079067265764032,-0.16160133988904823,-0.35234665520981095,-2.8760313562566746,-3.1359581057171617,0.0,
"0.025,0.025,0.475,0.475",1,adam_first,0,Dctx,26082,-0.5135942266118854,-3.305858924758702,0.2588644685570602,1.577124207144453,0.48510959822824934,1.0531429195635191,-0.23037984017341895,-0.5013890955824137,-0.25472975805482556,-1.0986836293929114,-0.028484628383635004,-0.06210631386323308,-1.4879481335706022,-1.6224242479854998,0.0,
"0.025,0.025,0.475,0.475",1,adam_first,1,all,61440,0.0029384125705479375,0.018913720049095778,-0.05792091585832572,-0.3528814866301631,-0.017238644646664768,-0.03742403081450586,0.07222114793444054,0.15717910046953334,-0.054982503287778615,-0.2371469149368979,-0.014300232076116946,-0.031179437894532744,0.15031912100997902,0.16390449462591064,0.0,
"0.025,0.025,0.475,0.475",1,adam_first,1,Octx,25307,0.128945679944386,0.829986407100634,-0.10265001426995396,-0.625392211110591,-0.03243644250671586,-0.07041750954122376,0.0061407768322850375,0.013364531114333493,0.02629566567443015,0.11341673474312877,0.09650923743767043,0.2104234224255782,0.2701729135533433,0.29459029935806275,0.0,
"0.025,0.025,0.475,0.475",1,adam_first,1,Dctx,26082,-0.09054650198888475,-0.5828218975129522,-0.03760794379445803,-0.2291252981522794,-0.012924196355043239,-0.028057630547970096,0.14107864213838378,0.3070376849576469,-0.1281544457833432,-0.5527473220689666,-0.10347069834392852,-0.22560180812075853,0.10106428029899853,0.1101981549375815,0.0,
"0.025,0.025,0.475,0.475",1,adam_first,2,all,61440,0.005798506446614784,0.03732332509512043,-0.035222870236135656,-0.2145943072224785,0.009884524587953601,0.021458691234051638,0.01953983920157016,0.04252569277644388,-0.029424363789525336,-0.12691122956233122,0.015683031034565514,0.03419441653376606,0.05067669129636216,0.0552566926977448,0.0,
"0.025,0.025,0.475,0.475",1,adam_first,2,Octx,25307,-0.04178053220518242,-0.2689293183508585,0.018783997303920313,0.11444095445033563,0.05499420896164323,0.11938902465850766,-0.031997674060379046,-0.0696384060593049,-0.022996534901264153,-0.0991871409988293,0.013213676756458875,0.02881037255853491,-0.147556412531125,-0.16089210116603123,0.0,
"0.025,0.025,0.475,0.475",1,adam_first,2,Dctx,26082,0.052023662046677924,0.33486141113810725,-0.07863374567368031,-0.47907379676970063,-0.0418917893767813,-0.09094448250691065,0.0685018730037884,0.14908462530930108,-0.02661008362700832,-0.11477286156522751,0.010131872669893068,0.022090976774694765,0.24105107010092044,0.2628365144664695,0.0,
