seed,step,layer,prompt,base_dec_MD,base_dec_MO,base_dec_AD,base_dec_AO,base_dec_P_M,base_dec_P_D,base_dec_chi,base_dec_det,own_dec_MD,own_dec_MO,own_dec_AD,own_dec_AO,own_dec_P_M,own_dec_P_D,own_dec_chi,own_dec_det,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent
0,0,0,D,0.02506948992791,-0.0217234975195133,1.0482707372708582,-0.0516167296792344,0.0033459924084329,1.0733402271988357,-1.0530944795025228,2.1175852585856705e-05,0.02506948992791,-0.0217234975195133,1.0482707372708582,-0.0516167296792344,0.0033459924084329,1.0733402271988357,-1.0530944795025228,2.1175852585856705e-05,0.0015238800551742,2.8603003299210167e-10,8.112337673082948e-05,4.2228098795504815e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,O,-0.033523973547294,0.0424123104058278,0.0440070897930784,0.9471045733484162,0.0088883368585521,0.0104831162458347,0.827161199602287,5.007396360238466e-05,-0.033523973547294,0.0424123104058278,0.0440070897930784,0.9471045733484162,0.0088883368585521,0.0104831162458347,0.827161199602287,5.007396360238466e-05,0.0015238800551742,2.8603003299210167e-10,8.112337673082948e-05,4.2228098795504815e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,D,-0.0060887160183153,0.018483073322383,0.9787486323069262,0.0088570103890401,0.0123943573040574,0.9726599162885728,-0.994463411258632,2.6597886290074917e-06,-0.0060887160183153,0.018483073322383,0.9787486323069262,0.0088570103890401,0.0123943573040574,0.9726599162885728,-0.994463411258632,2.6597886290074917e-06,0.0015238800551742,2.8603003299210167e-10,8.112337673082948e-05,4.2228098795504815e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,O,0.0349450541325704,-0.0212135606692238,0.0185062490053539,0.9677622575312994,0.0137314934633476,0.053451303137912,1.005414623327721,6.135639152371335e-05,0.0349450541325704,-0.0212135606692238,0.0185062490053539,0.9677622575312994,0.0137314934633476,0.053451303137912,1.005414623327721,6.135639152371335e-05,0.0015238800551742,2.8603003299210167e-10,8.112337673082948e-05,4.2228098795504815e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0,0.0,0.0,1.0,0.0
0,0,2,D,0.0242697789899952,-0.00012045492636,0.9886206741122364,-0.0127699981758624,0.0241493240636263,1.0128904531022245,-0.9770004383717504,-1.1139377599253802e-05,0.0242697789899952,-0.00012045492636,0.9886206741122364,-0.0127699981758624,0.0241493240636263,1.0128904531022245,-0.9770004383717504,-1.1139377599253802e-05,0.0015238800551742,2.8603003299210167e-10,8.112337673082948e-05,4.2228098795504815e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0,0.0,0.0,1.0,0.0
0,0,2,O,-0.0047301501339597,0.0110154839717298,-0.0003691829322846,0.9940838490945212,0.0062853338377739,-0.0050993330662455,0.9787073979211054,2.752117671397025e-05,-0.0047301501339597,0.0110154839717298,-0.0003691829322846,0.9940838490945212,0.0062853338377739,-0.0050993330662455,0.9787073979211054,2.752117671397025e-05,0.0015238800551742,2.8603003299210167e-10,8.112337673082948e-05,4.2228098795504815e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,D,0.02506948992791,-0.0217234975195133,1.0482707372708582,-0.0516167296792344,0.0033459924084329,1.0733402271988357,-1.0530944795025228,2.1175852585856705e-05,0.02506948992791,-0.0217234975195133,1.0482707372708582,-0.0516167296792344,0.0033459924084329,1.0733402271988357,-1.0530944795025228,2.1175852585856705e-05,0.0015699937939643,2.8103241955790276e-10,9.091130050364882e-05,4.5178516483446174e-10,0.0048828125,0.0,0.0,0.0,0.9951171875,0.0,0.0,0.0009765625,0.0,0.0,0.99609375,0.0029296875
0,1,0,O,-0.033523973547294,0.0424123104058278,0.0440070897930784,0.9471045733484162,0.0088883368585521,0.0104831162458347,0.827161199602287,5.007396360238466e-05,-0.033523973547294,0.0424123104058278,0.0440070897930784,0.9471045733484162,0.0088883368585521,0.0104831162458347,0.827161199602287,5.007396360238466e-05,0.0015699937939643,2.8103241955790276e-10,9.091130050364882e-05,4.5178516483446174e-10,0.0048828125,0.0,0.0,0.0,0.9951171875,0.0,0.0,0.0009765625,0.0,0.0,0.99609375,0.0029296875
0,1,1,D,-0.0060887160183153,0.018483073322383,0.9787486323069262,0.0088570103890401,0.0123943573040574,0.9726599162885728,-0.994463411258632,2.6597886290074917e-06,-0.0060887160183153,0.018483073322383,0.9787486323069262,0.0088570103890401,0.0123943573040574,0.9726599162885728,-0.994463411258632,2.6597886290074917e-06,0.0015699937939643,2.8103241955790276e-10,9.091130050364882e-05,4.5178516483446174e-10,0.0048828125,0.0,0.0,0.0,0.9951171875,0.0,0.0,0.0009765625,0.0,0.0,0.99609375,0.0029296875
0,1,1,O,0.0349450541325704,-0.0212135606692238,0.0185062490053539,0.9677622575312994,0.0137314934633476,0.053451303137912,1.005414623327721,6.135639152371335e-05,0.0349450541325704,-0.0212135606692238,0.0185062490053539,0.9677622575312994,0.0137314934633476,0.053451303137912,1.005414623327721,6.135639152371335e-05,0.0015699937939643,2.8103241955790276e-10,9.091130050364882e-05,4.5178516483446174e-10,0.0048828125,0.0,0.0,0.0,0.9951171875,0.0,0.0,0.0009765625,0.0,0.0,0.99609375,0.0029296875
