step,layer,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,D_set_rollout_MD,D_set_rollout_MO,D_set_rollout_AD,D_set_rollout_AO,D_set_rollout_no_sector,D_set_rollout_incoherent,D_set_rollout_MO_bp_std,O_set_rollout_MD,O_set_rollout_MO,O_set_rollout_AD,O_set_rollout_AO,O_set_rollout_no_sector,O_set_rollout_incoherent,O_set_rollout_MO_bp_std,r2_MD,r2_MO,r2_AD,r2_AO,r2_P_M,r2_P_D,r2_chi,r2_det,cos_persona_contrast_D_vs_O,cos_domain_contrast_M_vs_A,cos_PM_vs_PD,n_PM_given_D,npos_PM_given_D,r2_PM_given_D,n_PM_given_O,npos_PM_given_O,r2_PM_given_O,n_PD_given_M,npos_PD_given_M,r2_PD_given_M,n_PD_given_A,npos_PD_given_A,r2_PD_given_A,cos_wPM_D_vs_O,r2_PM_D_to_O,corr_PM_D_to_O,r2_PM_O_to_D,corr_PM_O_to_D,cos_wPD_M_vs_A,r2_PD_M_to_A,corr_PD_M_to_A,r2_PD_A_to_M,corr_PD_A_to_M,rot_cos_MD,rot_cos_MO,rot_cos_AD,rot_cos_AO,rot_cos_P_M,rot_cos_P_D,rot_cos_chi,rot_cos_det
0,0,0.0010766362538561225,1.930213905376732e-10,0.00045753709855489433,8.721052352500536e-11,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.6542258027970252,0.6618823716281823,0.9975145284805418,0.9974482784406005,0.9996845691179967,0.9578420830436329,0.954156281915599,,-0.9801384494234003,-0.13033017091136098,-0.08449198409123622,53361,2862,0.9991969858113852,49881,3016,0.9992481827583226,6888,2862,0.3383762944997898,115992,52547,0.9928261676093892,0.7552801045724807,0.2860562490923788,0.8010293001989914,0.9909264442833177,0.9960806661697039,0.18283502687316566,-108.77505997057541,0.5895181231993619,-1.0674476996021185,0.3066907621439782,0.9999999999999952,0.999999999999995,0.9999999999999958,0.9999999999999954,0.999999999999811,0.9999999999999976,0.9999999999999994,0.0
0,1,0.0010766362538561225,1.930213905376732e-10,0.00045753709855489433,8.721052352500536e-11,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.9979530832677731,0.9984636571990733,0.9998645942837363,0.9998891642600362,0.9996815643406386,0.999929073443439,0.999460732699395,,-0.7022676109335666,-0.7970811770179904,0.11145751353676576,53361,2862,0.9994438961340245,49881,3016,0.9995357745160685,6888,2862,0.9998762539845928,115992,52547,0.9999529241402143,0.38608253606595716,0.16373877205946785,0.8809195736442174,-24.688601292386593,0.14312403157488296,-0.04134318383506226,0.6425147607421768,0.9412549565045767,0.7646547681358027,0.8897236336926158,0.9999999999997959,0.9999999999996718,0.9999999999996944,0.9999999999994335,0.9999999999994781,0.9999999999992188,0.9999999999999745,0.0
0,2,0.0010766362538561225,1.930213905376732e-10,0.00045753709855489433,8.721052352500536e-11,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.9981762613736382,0.9990555559382716,0.9999049522053737,0.9999424107992212,0.9996792203036747,0.9999578198705176,0.9996442298451833,,-0.629518519216942,-0.8901592344127891,0.3643579021776855,53361,2862,0.9996380210554731,49881,3016,0.9996213696714168,6888,2862,0.9997874526167392,115992,52547,0.999984993481168,0.3950178492719678,-42.149260620437495,-0.23254468469606693,-36.00100962385536,0.1629174154513697,-0.013661460924422943,0.1933957168074022,0.9775479085609455,0.8003736520489768,0.9658378412498672,0.999999999999306,0.9999999999991352,0.9999999999980418,0.9999999999982271,0.9999999999983826,0.9999999999971332,0.9999999999999077,0.0
1,0,0.0012311358004808426,2.0145296542040114e-10,0.0005029659369029105,9.272494577716728e-11,0.0,0.0,0.0,0.0,0.998046875,0.001953125,0.0,0.0009765625,0.0,0.0,0.9970703125,0.001953125,0.0029296875,0.0,0.0,0.0,0.994140625,0.0029296875,0.0,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543,0.6542258027970252,0.6618823716281823,0.9975145284805418,0.9974482784406005,0.9996845691179967,0.9578420830436329,0.954156281915599,,-0.9801384494234003,-0.13033017091136098,-0.08449198409123622,53361,2862,0.9991969858113852,49881,3016,0.9992481827583226,6888,2862,0.3383762944997898,115992,52547,0.9928261676093892,0.7552801045724807,0.2860562490923788,0.8010293001989914,0.9909264442833177,0.9960806661697039,0.18283502687316566,-108.77505997057541,0.5895181231993619,-1.0674476996021185,0.3066907621439782,0.9999999999999952,0.999999999999995,0.9999999999999958,0.9999999999999954,0.999999999999811,0.9999999999999976,0.9999999999999994,0.0
1,1,0.0012311358004808426,2.0145296542040114e-10,0.0005029659369029105,9.272494577716728e-11,0.0,0.0,0.0,0.0,0.998046875,0.001953125,0.0,0.0009765625,0.0,0.0,0.9970703125,0.001953125,0.0029296875,0.0,0.0,0.0,0.994140625,0.0029296875,0.0,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543,0.9979530832677731,0.9984636571990733,0.9998645942837363,0.9998891642600362,0.9996815643406386,0.999929073443439,0.999460732699395,,-0.7022676109335666,-0.7970811770179904,0.11145751353676576,53361,2862,0.9994438961340245,49881,3016,0.9995357745160685,6888,2862,0.9998762539845928,115992,52547,0.9999529241402143,0.38608253606595716,0.16373877205946785,0.8809195736442174,-24.688601292386593,0.14312403157488296,-0.04134318383506226,0.6425147607421768,0.9412549565045767,0.7646547681358027,0.8897236336926158,0.9999999999997959,0.9999999999996718,0.9999999999996944,0.9999999999994335,0.9999999999994781,0.9999999999992188,0.9999999999999745,0.0
1,2,0.0012311358004808426,2.0145296542040114e-10,0.0005029659369029105,9.272494577716728e-11,0.0,0.0,0.0,0.0,0.998046875,0.001953125,0.0,0.0009765625,0.0,0.0,0.9970703125,0.001953125,0.0029296875,0.0,0.0,0.0,0.994140625,0.0029296875,0.0,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543,0.9981762613736382,0.9990555559382716,0.9999049522053737,0.9999424107992212,0.9996792203036747,0.9999578198705176,0.9996442298451833,,-0.629518519216942,-0.8901592344127891,0.3643579021776855,53361,2862,0.9996380210554731,49881,3016,0.9996213696714168,6888,2862,0.9997874526167392,115992,52547,0.999984993481168,0.3950178492719678,-42.149260620437495,-0.23254468469606693,-36.00100962385536,0.1629174154513697,-0.013661460924422943,0.1933957168074022,0.9775479085609455,0.8003736520489768,0.9658378412498672,0.999999999999306,0.9999999999991352,0.9999999999980418,0.9999999999982271,0.9999999999983826,0.9999999999971332,0.9999999999999077,0.0
3,0,0.001405342249199748,2.0149065749208717e-10,0.0006103001651354134,1.0274624206996208e-10,0.001953125,0.0,0.0,0.0,0.99609375,0.001953125,0.0,0.0,0.0,0.0,0.998046875,0.001953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543,0.6542258027970252,0.6618823716281823,0.9975145284805418,0.9974482784406005,0.9996845691179967,0.9578420830436329,0.954156281915599,,-0.9801384494234003,-0.13033017091136098,-0.08449198409123622,53361,2862,0.9991969858113852,49881,3016,0.9992481827583226,6888,2862,0.3383762944997898,115992,52547,0.9928261676093892,0.7552801045724807,0.2860562490923788,0.8010293001989914,0.9909264442833177,0.9960806661697039,0.18283502687316566,-108.77505997057541,0.5895181231993619,-1.0674476996021185,0.3066907621439782,0.9999999999999952,0.999999999999995,0.9999999999999958,0.9999999999999954,0.999999999999811,0.9999999999999976,0.9999999999999994,0.0
3,1,0.001405342249199748,2.0149065749208717e-10,0.0006103001651354134,1.0274624206996208e-10,0.001953125,0.0,0.0,0.0,0.99609375,0.001953125,0.0,0.0,0.0,0.0,0.998046875,0.001953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543,0.9979530832677731,0.9984636571990733,0.9998645942837363,0.9998891642600362,0.9996815643406386,0.999929073443439,0.999460732699395,,-0.7022676109335666,-0.7970811770179904,0.11145751353676576,53361,2862,0.9994438961340245,49881,3016,0.9995357745160685,6888,2862,0.9998762539845928,115992,52547,0.9999529241402143,0.38608253606595716,0.16373877205946785,0.8809195736442174,-24.688601292386593,0.14312403157488296,-0.04134318383506226,0.6425147607421768,0.9412549565045767,0.7646547681358027,0.8897236336926158,0.9999999999997959,0.9999999999996718,0.9999999999996944,0.9999999999994335,0.9999999999994781,0.9999999999992188,0.9999999999999745,0.0
3,2,0.001405342249199748,2.0149065749208717e-10,0.0006103001651354134,1.0274624206996208e-10,0.001953125,0.0,0.0,0.0,0.99609375,0.001953125,0.0,0.0,0.0,0.0,0.998046875,0.001953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.998046875,0.0009765625,0.007751224544134543,0.9981762613736382,0.9990555559382716,0.9999049522053737,0.9999424107992212,0.9996792203036747,0.9999578198705176,0.9996442298451833,,-0.629518519216942,-0.8901592344127891,0.3643579021776855,53361,2862,0.9996380210554731,49881,3016,0.9996213696714168,6888,2862,0.9997874526167392,115992,52547,0.999984993481168,0.3950178492719678,-42.149260620437495,-0.23254468469606693,-36.00100962385536,0.1629174154513697,-0.013661460924422943,0.1933957168074022,0.9775479085609455,0.8003736520489768,0.9658378412498672,0.999999999999306,0.9999999999991352,0.9999999999980418,0.9999999999982271,0.9999999999983826,0.9999999999971332,0.9999999999999077,0.0
10,0,0.001899655326269567,1.8712761895578467e-10,0.0011458862572908401,1.3819570487960675e-10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0009765625,0.0,0.0,0.0,0.9970703125,0.001953125,0.0,0.0,0.0,0.0,0.0,0.9990234375,0.0009765625,0.0,0.6542258027970252,0.6618823716281823,0.9975145284805418,0.9974482784406005,0.9996845691179967,0.9578420830436329,0.954156281915599,,-0.9801384494234003,-0.13033017091136098,-0.08449198409123622,53361,2862,0.9991969858113852,49881,3016,0.9992481827583226,6888,2862,0.3383762944997898,115992,52547,0.9928261676093892,0.7552801045724807,0.2860562490923788,0.8010293001989914,0.9909264442833177,0.9960806661697039,0.18283502687316566,-108.77505997057541,0.5895181231993619,-1.0674476996021185,0.3066907621439782,0.9999999999999952,0.999999999999995,0.9999999999999958,0.9999999999999954,0.999999999999811,0.9999999999999976,0.9999999999999994,0.0
