train_seed,family,alpha,x_mean,y_mean,n_generation_seeds
0,OV/FRA,0.0,364.91082274311185,0,3
0,OV/FRA,0.15,494.56984903418316,1,3
0,OV/FRA,0.3,545.1628338375992,6,3
0,OV/FRA,0.45,66.63266814589107,22,3
0,OV/FRA,0.6,11.072014408465904,43.666666666666664,3
0,OV/FRA,0.75,5.038264057584227,74.33333333333333,3
0,OV/FRA,0.9,3.599544673446832,88,3
0,OV/FRA,1.05,3.0662781208641796,94.66666666666667,3
0,OV/FRA,1.2,2.858762781274074,97,3
0,OV/FRA,1.5,2.5991964439736197,98,3
0,OV/FRA,1.75,2.4054025788152935,97.33333333333333,3
0,OV/FRA,2.0,2.248428871238977,98.33333333333333,3
0,Single feature,0.0,364.91082274311185,0,3
0,Single feature,0.15,230.11262998493436,1.6666666666666667,3
0,Single feature,0.3,193.8259367412852,2.6666666666666665,3
0,Single feature,0.45,124.45771301703334,6.666666666666667,3
0,Single feature,0.6,74.8457273109704,13,3
0,Single feature,0.75,52.91418948020665,21,3
0,Single feature,0.9,33.03861853123434,32.333333333333336,3
0,Single feature,1.05,17.456378501032013,53.333333333333336,3
0,Single feature,1.2,12.152796268328384,68.66666666666667,3
0,Single feature,1.5,7.1317448647936725,91.66666666666667,3
0,Single feature,1.75,6.002831094101843,97.33333333333333,3
0,Single feature,2.0,5.703800711209542,98,3
1,OV/FRA,0.0,364.91082274311185,0,3
1,OV/FRA,0.15,413.8346652087765,1,3
1,OV/FRA,0.3,384.04404833773754,3,3
1,OV/FRA,0.45,201.7282417250413,7.666666666666667,3
1,OV/FRA,0.6,96.695504071542,15.333333333333334,3
1,OV/FRA,0.75,28.79264000765659,24.666666666666668,3
1,OV/FRA,0.9,13.00802069800015,40,3
1,OV/FRA,1.05,8.030580149657988,52.333333333333336,3
1,OV/FRA,1.2,4.786400176368658,71.66666666666667,3
1,OV/FRA,1.5,3.226636554729607,86,3
1,OV/FRA,1.75,2.728190362897385,90,3
1,OV/FRA,2.0,2.507447258611965,94.33333333333333,3
1,Single feature,0.0,364.91082274311185,0,3
1,Single feature,0.15,230.11262998493436,1.6666666666666667,3
1,Single feature,0.3,193.8259367412852,2.6666666666666665,3
1,Single feature,0.45,151.62527069414878,5,3
1,Single feature,0.6,96.64453802141202,9.333333333333334,3
1,Single feature,0.75,64.99641980281648,15.333333333333334,3
1,Single feature,0.9,52.12041613495664,21.333333333333332,3
1,Single feature,1.05,32.60146625711567,32,3
1,Single feature,1.2,19.31657059662572,49.333333333333336,3
1,Single feature,1.5,11.222772347384554,73,3
1,Single feature,1.75,7.568622503248605,88.33333333333333,3
1,Single feature,2.0,6.882827021884139,93.33333333333333,3
2,OV/FRA,0.0,364.91082274311185,0,3
2,OV/FRA,0.15,363.7114524039204,0,3
2,OV/FRA,0.3,444.2185666287718,1,3
2,OV/FRA,0.45,448.73506729700733,3,3
2,OV/FRA,0.6,185.06022280039997,11.666666666666666,3
2,OV/FRA,0.75,29.10953488023499,27,3
2,OV/FRA,0.9,11.844865112716258,49.666666666666664,3
2,OV/FRA,1.05,5.246448239863933,79.66666666666667,3
2,OV/FRA,1.2,3.834396803811028,90,3
2,OV/FRA,1.5,2.975299780496254,98.33333333333333,3
2,OV/FRA,1.75,2.647117599044272,98.33333333333333,3
2,OV/FRA,2.0,2.4629941229270895,98.33333333333333,3
2,Single feature,0.0,364.91082274311185,0,3
2,Single feature,0.15,226.8194618478948,2,3
2,Single feature,0.3,175.35027849261945,3.6666666666666665,3
2,Single feature,0.45,126.6486156716813,6.666666666666667,3
2,Single feature,0.6,60.76841315391666,16.666666666666668,3
2,Single feature,0.75,41.51361686897244,26,3
2,Single feature,0.9,25.43898425280574,40.333333333333336,3
2,Single feature,1.05,15.816815893312153,59,3
2,Single feature,1.2,11.516350029691198,71.33333333333333,3
2,Single feature,1.5,6.827995827432731,93,3
2,Single feature,1.75,6.052594859704859,97.66666666666667,3
2,Single feature,2.0,5.834755348954975,98,3
