train_seed,family,alpha,x_mean,y_mean,n_generation_seeds
0,OV/FRA,0.0,37.18701671398501,0,3
0,OV/FRA,0.15,37.21265099113769,2,3
0,OV/FRA,0.3,37.04651822011079,3.3333333333333335,3
0,OV/FRA,0.45,36.825282043826796,6.333333333333333,3
0,OV/FRA,0.6,34.87224757483196,15,3
0,OV/FRA,0.75,30.50914505009011,31,3
0,OV/FRA,0.9,24.214030539272958,53.333333333333336,3
0,OV/FRA,1.05,16.90525292120153,73,3
0,OV/FRA,1.2,10.977078770946617,88.33333333333333,3
0,OV/FRA,1.5,4.7491035415867175,97.33333333333333,3
0,OV/FRA,1.75,2.9148377379789703,98.33333333333333,3
0,OV/FRA,2.0,2.4023516728107612,98.33333333333333,3
0,Single feature,0.0,37.18701671398501,0,3
0,Single feature,0.15,37.0311237888003,1.6666666666666667,3
0,Single feature,0.3,36.49466270886603,4.333333333333333,3
0,Single feature,0.45,35.211932591229285,9,3
0,Single feature,0.6,32.282132591502865,20.666666666666668,3
0,Single feature,0.75,27.110520157442327,40.666666666666664,3
0,Single feature,0.9,21.30145524804096,60.666666666666664,3
0,Single feature,1.05,15.812873957001374,81,3
0,Single feature,1.2,11.158130897958895,93.66666666666667,3
0,Single feature,1.5,6.408931301844665,98.33333333333333,3
0,Single feature,1.75,5.122571410000012,98.33333333333333,3
0,Single feature,2.0,4.225738902098625,98.33333333333333,3
1,OV/FRA,0.0,37.18701671398501,0,3
1,OV/FRA,0.15,37.0311237888003,1.6666666666666667,3
1,OV/FRA,0.3,36.49343582450572,4,3
1,OV/FRA,0.45,33.22113246269581,18.333333333333332,3
1,OV/FRA,0.6,24.38466924832722,45,3
1,OV/FRA,0.75,14.335800730149307,76,3
1,OV/FRA,0.9,5.0549453404917,94.66666666666667,3
1,OV/FRA,1.05,2.766449281631356,97.66666666666667,3
1,OV/FRA,1.2,1.8288195587360445,98,3
1,OV/FRA,1.5,1.6557737348689006,98.33333333333333,3
1,OV/FRA,1.75,1.8222326578341101,98.33333333333333,3
1,OV/FRA,2.0,1.7592345047303788,98.33333333333333,3
1,Single feature,0.0,37.18701671398501,0,3
1,Single feature,0.15,36.97585614601848,2.3333333333333335,3
1,Single feature,0.3,35.525626509465454,5.666666666666667,3
1,Single feature,0.45,34.487485795699826,12.666666666666666,3
1,Single feature,0.6,31.588710017808687,27.666666666666668,3
1,Single feature,0.75,26.45636690213048,52.333333333333336,3
1,Single feature,0.9,20.031970069103807,77,3
1,Single feature,1.05,14.164930824534675,93,3
1,Single feature,1.2,10.023589828154886,98,3
1,Single feature,1.5,4.567496475571169,98.33333333333333,3
1,Single feature,1.75,3.2539814799805127,98.33333333333333,3
1,Single feature,2.0,2.704394629257606,98.33333333333333,3
2,OV/FRA,0.0,37.18701671398501,0,3
2,OV/FRA,0.15,37.228631689631335,0,3
2,OV/FRA,0.3,37.16623983279765,1,3
2,OV/FRA,0.45,36.54238785896418,4.333333333333333,3
2,OV/FRA,0.6,35.59799118063761,12.666666666666666,3
2,OV/FRA,0.75,33.130656557057364,24.666666666666668,3
2,OV/FRA,0.9,29.87590337051837,41,3
2,OV/FRA,1.05,26.077138251933047,58,3
2,OV/FRA,1.2,22.82652711229972,70,3
2,OV/FRA,1.5,15.744741168144992,87,3
2,OV/FRA,1.75,10.081500954469847,94,3
2,OV/FRA,2.0,4.971225539452368,97.66666666666667,3
2,Single feature,0.0,37.18701671398501,0,3
2,Single feature,0.15,36.96437424228925,1.3333333333333333,3
2,Single feature,0.3,36.64169932275229,3.3333333333333335,3
2,Single feature,0.45,35.5552351967377,6,3
2,Single feature,0.6,34.59411901808096,12.333333333333334,3
2,Single feature,0.75,31.859151378299995,23.666666666666668,3
2,Single feature,0.9,29.73554695576646,33,3
2,Single feature,1.05,25.273106339236655,52.666666666666664,3
2,Single feature,1.2,21.021409725500114,67.33333333333333,3
2,Single feature,1.5,15.5222248893817,89.66666666666667,3
2,Single feature,1.75,11.387994457794068,97.66666666666667,3
2,Single feature,2.0,8.290387406352371,98,3
