key_feature,paired_feature,abs_interaction_score,signed_interaction_sum,pair_count
628,562,0.26160740852355957,0.26160740852355957,70
628,739,0.2504897713661194,-0.2504897713661194,196
628,647,0.21991212666034698,0.20635731518268585,86
628,2863,0.18740926682949066,0.18740926682949066,79
628,279,0.17297789454460144,-0.1728762686252594,72
628,2259,0.14782093465328217,0.14782093465328217,77
628,759,0.14323817193508148,0.1429579108953476,70
628,2767,0.12779495120048523,0.12779495120048523,74
628,87,0.11674535274505615,-0.11438843607902527,68
628,2224,0.0913924053311348,-0.0913924053311348,16
628,163,0.08870947360992432,-0.08870947360992432,147
628,1789,0.08808326721191406,0.08808326721191406,53
832,739,101.23707580566406,101.23707580566406,6674
832,1178,66.09488677978516,66.09488677978516,2355
832,647,53.960365295410156,53.960365295410156,3514
832,2793,42.454280853271484,42.454280853271484,2943
832,2944,36.990577697753906,36.990577697753906,2941
832,87,35.04018020629883,35.04018020629883,2721
832,759,34.68625259399414,34.68625259399414,2791
832,2557,30.911399841308594,30.911399841308594,2935
832,83,26.766427993774414,26.766427993774414,3079
832,1911,26.085556030273438,26.085556030273438,5659
832,2767,25.877134323120117,25.877134323120117,2937
832,1059,23.83620834350586,23.83620834350586,1350
1307,739,48.83631896972656,-29.599708557128906,3165
1307,759,29.551889419555664,29.551889419555664,1180
1307,2944,17.553293228149414,-17.553293228149414,1246
1307,647,16.94255256652832,16.668493270874023,1439
1307,1267,16.789949417114258,-16.789949417114258,1006
1307,2930,13.107837677001953,-13.107837677001953,1183
1307,2325,11.381156921386719,-11.381156921386719,1224
1307,1959,10.8641996383667,10.8641996383667,1289
1307,2432,10.174102783203125,10.174102783203125,66
1307,2401,10.096922874450684,-9.055899620056152,794
1307,1880,9.820467948913574,-9.814937591552734,1242
1307,98,9.5651273727417,-9.5651273727417,1222
2801,739,146.06060791015625,-125.64909362792969,13083
2801,759,127.65023803710938,127.65023803710938,5470
2801,2930,77.28955841064453,-77.28350067138672,5415
2801,2325,65.09308624267578,-65.08316040039062,5693
2801,658,64.47715759277344,-63.575439453125,10604
2801,2944,63.04225540161133,-63.04225540161133,5759
2801,2793,60.6397819519043,-60.623008728027344,5768
2801,83,55.85771560668945,-53.608154296875,6127
2801,1880,52.71827697753906,-52.71758270263672,5765
2801,1267,50.7220573425293,-50.7220573425293,4318
2801,1046,36.02278518676758,-36.02278518676758,5543
2801,168,32.96198272705078,-32.96198272705078,5593
