seed,step,layer,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent,D_coh_impossible_rate,D_coh_deficit,D_dispo_MD,D_dispo_MO,D_dispo_AD,D_dispo_AO,D_jsd_deficit,D_jsd_dispo_MD,D_jsd_dispo_MO,D_jsd_dispo_AD,D_jsd_dispo_AO,D_mixjsd_deficit,D_mixw_MD,D_mixw_MO,D_mixw_AD,D_mixw_AO,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,O_coh_impossible_rate,O_coh_deficit,O_dispo_MD,O_dispo_MO,O_dispo_AD,O_dispo_AO,O_jsd_deficit,O_jsd_dispo_MD,O_jsd_dispo_MO,O_jsd_dispo_AD,O_jsd_dispo_AO,O_mixjsd_deficit,O_mixw_MD,O_mixw_MO,O_mixw_AD,O_mixw_AO,D_set_rollout_MD,D_set_rollout_MO,D_set_rollout_AD,D_set_rollout_AO,D_set_rollout_no_sector,D_set_rollout_incoherent,D_set_rollout_MO_bp_std,D_set_coh_impossible_rate,D_set_coh_deficit,D_set_dispo_MD,D_set_dispo_MO,D_set_dispo_AD,D_set_dispo_AO,D_set_coh_deficit_bp_std,D_set_jsd_deficit,D_set_jsd_dispo_MD,D_set_jsd_dispo_MO,D_set_jsd_dispo_AD,D_set_jsd_dispo_AO,D_set_jsd_deficit_bp_std,D_set_mixjsd_deficit,D_set_mixw_MD,D_set_mixw_MO,D_set_mixw_AD,D_set_mixw_AO,D_set_mixjsd_deficit_bp_std,O_set_rollout_MD,O_set_rollout_MO,O_set_rollout_AD,O_set_rollout_AO,O_set_rollout_no_sector,O_set_rollout_incoherent,O_set_rollout_MO_bp_std,O_set_coh_impossible_rate,O_set_coh_deficit,O_set_dispo_MD,O_set_dispo_MO,O_set_dispo_AD,O_set_dispo_AO,O_set_coh_deficit_bp_std,O_set_jsd_deficit,O_set_jsd_dispo_MD,O_set_jsd_dispo_MO,O_set_jsd_dispo_AD,O_set_jsd_dispo_AO,O_set_jsd_deficit_bp_std,O_set_mixjsd_deficit,O_set_mixw_MD,O_set_mixw_MO,O_set_mixw_AD,O_set_mixw_AO,O_set_mixjsd_deficit_bp_std,r2_MD,r2_MO,r2_AD,r2_AO,r2_P_M,r2_P_D,r2_chi,r2_det,cos_persona_contrast_D_vs_O,cos_domain_contrast_M_vs_A,cos_PM_vs_PD,n_PM_given_D,npos_PM_given_D,r2_PM_given_D,n_PM_given_O,npos_PM_given_O,r2_PM_given_O,n_PD_given_M,npos_PD_given_M,r2_PD_given_M,n_PD_given_A,npos_PD_given_A,r2_PD_given_A,cos_wPM_D_vs_O,r2_PM_D_to_O,corr_PM_D_to_O,r2_PM_O_to_D,corr_PM_O_to_D,cos_wPD_M_vs_A,r2_PD_M_to_A,corr_PD_M_to_A,r2_PD_A_to_M,corr_PD_A_to_M,rot_cos_MD,rot_cos_MO,rot_cos_AD,rot_cos_AO,rot_cos_P_M,rot_cos_P_D,rot_cos_chi,rot_cos_det
0,0,0,5.864759077667259e-05,3.604299525505894e-09,0.0019910493865609,2.1393861682206247e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0,0.0013442293379632,0.001953125,0.0,0.9306640625,0.0673828125,0.000419398991177,0.001953125,0.0,0.9970703125,0.0009765625,0.0003272239522887,0.0004158020019531,0.0,0.9993400573730468,0.000244140625,0.0,0.0048828125,0.0,0.0,0.9951171875,0.0,0.0,-0.0002470492137506,0.0,0.0048828125,0.076171875,0.9189453125,0.000315371698675,0.0,0.0048828125,0.0,0.9951171875,0.0002603454636111,0.0,0.0004005432128906,0.0,0.9995994567871094,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0002923008107357,0.0,0.0,0.96484375,0.03515625,0.0017578394615158,0.0002613203310202,0.0,0.0,1.0,0.0,6.798006002309387e-06,0.0002613203310202,0.0,0.0,1.0,0.0,6.7980060023093885e-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0003721265678258,0.0,0.0,0.0615234375,0.9384765625,0.002346670382093,0.0002542924379948,0.0,0.0,0.0009765625,0.9990234375,9.914828699659956e-05,0.0002437354018154,0.0,0.0,8.0108642578125e-05,0.999919891357422,1.613422266618534e-05,0.8971030657006522,0.8761448112660614,0.9568943162001416,0.9569043490351758,0.9982235827253352,0.9512585768436442,0.9366451618111346,,-0.9879855978660312,-0.1275363621957579,0.0027462284115192,53377,3079,0.9931348480114596,49094,2601,0.99636390450103,6592,3079,0.7878896543367014,116288,52408,0.8997963763238762,0.7435465808747671,-10.049008397584622,0.2906060444812779,-31.04060239332341,0.2026252379123316,0.0675022192765245,-16.80349376474743,0.1107268896339408,-908.1290443896436,0.0654123618325306,0.9999999999999978,0.999999999999998,0.9999999999999994,0.9999999999999996,0.9999999999999696,0.9999999999999998,1.0000000000000002,0.0
0,0,1,5.864759077667259e-05,3.604299525505894e-09,0.0019910493865609,2.1393861682206247e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0,0.0013442293379632,0.001953125,0.0,0.9306640625,0.0673828125,0.000419398991177,0.001953125,0.0,0.9970703125,0.0009765625,0.0003272239522887,0.0004158020019531,0.0,0.9993400573730468,0.000244140625,0.0,0.0048828125,0.0,0.0,0.9951171875,0.0,0.0,-0.0002470492137506,0.0,0.0048828125,0.076171875,0.9189453125,0.000315371698675,0.0,0.0048828125,0.0,0.9951171875,0.0002603454636111,0.0,0.0004005432128906,0.0,0.9995994567871094,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0002923008107357,0.0,0.0,0.96484375,0.03515625,0.0017578394615158,0.0002613203310202,0.0,0.0,1.0,0.0,6.798006002309387e-06,0.0002613203310202,0.0,0.0,1.0,0.0,6.7980060023093885e-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0003721265678258,0.0,0.0,0.0615234375,0.9384765625,0.002346670382093,0.0002542924379948,0.0,0.0,0.0009765625,0.9990234375,9.914828699659956e-05,0.0002437354018154,0.0,0.0,8.0108642578125e-05,0.999919891357422,1.613422266618534e-05,0.9980557853324108,0.997298785368342,0.9997875581208802,0.9996873665079676,0.9995864494636044,0.9998490910989176,0.999176262073284,,-0.7293884051660096,-0.6662795584312563,0.0310602885878367,53377,3079,0.9995381004233936,49094,2601,0.9988991416331088,6592,3079,0.9995169699658673,116288,52408,0.9998389250580448,0.4244190216023977,-14.433390048536642,0.3428318115540525,-69.41450229318822,0.9905625469874112,0.2579912196533693,0.5173021219776724,0.9579986366197504,-0.7036467949931362,0.2035044637922992,0.9999999999997852,0.9999999999998516,0.9999999999997408,0.9999999999998364,0.9999999999996232,0.9999999999996813,0.999999999999984,0.0
0,0,2,5.864759077667259e-05,3.604299525505894e-09,0.0019910493865609,2.1393861682206247e-10,0.001953125,0.0,0.0,0.0,0.9970703125,0.0009765625,0.0,0.0013442293379632,0.001953125,0.0,0.9306640625,0.0673828125,0.000419398991177,0.001953125,0.0,0.9970703125,0.0009765625,0.0003272239522887,0.0004158020019531,0.0,0.9993400573730468,0.000244140625,0.0,0.0048828125,0.0,0.0,0.9951171875,0.0,0.0,-0.0002470492137506,0.0,0.0048828125,0.076171875,0.9189453125,0.000315371698675,0.0,0.0048828125,0.0,0.9951171875,0.0002603454636111,0.0,0.0004005432128906,0.0,0.9995994567871094,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0002923008107357,0.0,0.0,0.96484375,0.03515625,0.0017578394615158,0.0002613203310202,0.0,0.0,1.0,0.0,6.798006002309387e-06,0.0002613203310202,0.0,0.0,1.0,0.0,6.7980060023093885e-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0003721265678258,0.0,0.0,0.0615234375,0.9384765625,0.002346670382093,0.0002542924379948,0.0,0.0,0.0009765625,0.9990234375,9.914828699659956e-05,0.0002437354018154,0.0,0.0,8.0108642578125e-05,0.999919891357422,1.613422266618534e-05,0.9989819959433982,0.9989497598719332,0.9999267022249576,0.9998723439963194,0.9996142622185136,0.9999467436813408,0.9997030897401792,,-0.3370627751403603,-0.5935375948641476,0.4638612745138061,53377,3079,0.9995065112472824,49094,2601,0.999769739012884,6592,3079,0.9998344868669422,116288,52408,0.9999753562747736,0.2051641713722389,-30.974551294950288,0.2960976828258153,-7.289433201747242,0.794578411619265,0.0640341951697034,0.1866646746720563,0.9665342580782204,0.5674891985939461,0.9072974857541508,0.9999999999985026,0.9999999999981848,0.999999999996301,0.99999999999817,0.9999999999982514,0.9999999999968172,0.9999999999997822,0.0
0,1,0,0.0005675660213455,3.6060185948372236e-09,0.0038824481889605,2.6906277206251156e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.0011534516335874,0.0009765625,0.0,0.9296875,0.0693359375,0.0004339926580789,0.0009765625,0.0,0.9990234375,0.0,0.0004261691066723,8.0108642578125e-05,0.0,0.999919891357422,0.0,0.0,0.0068359375,0.0,0.0,0.990234375,0.0029296875,0.0,0.0021349589191571,0.0009765625,0.0068359375,0.1123046875,0.8798828125,0.0006692984913601,0.0,0.0078125,0.0,0.9921875,0.0005649585909506,0.0,0.000640869140625,0.0008964538574218,0.9984626770019532,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0014042162384791,0.0,0.0,0.966796875,0.033203125,0.0021937644922888,0.0004283028146602,0.0,0.0,1.0,0.0,4.0740239292911786e-05,0.0004283028146602,0.0,0.0,1.0,0.0,4.0740239292911786e-05,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.0077512245441345,0.0,0.001670684187304,0.0,0.0009765625,0.064453125,0.9345703125,0.0039801318260228,0.0004077329942313,0.0,0.0,0.0,1.0,0.0003421663718545,0.0004012607386574,0.0,0.000335693359375,0.0,0.999664306640625,0.0002908150425624,0.898585235126254,0.8704270641783802,0.9582981970011027,0.9591281867524788,0.9978646583927632,0.9542461437291982,0.9369018848933384,,-0.981247529919938,-0.094272501890659,0.187244989873862,53377,3079,0.990870149657298,49094,2601,0.9942978158730345,6592,3079,0.7829533356513589,116288,52408,0.8937125186431976,0.7039850804083979,-18.23107081967469,0.2255351489189207,-44.92253072791018,0.1708408486220993,0.1548852837313702,-20.59660457096303,0.1007095793664624,-623.5254713959977,0.0623301908362789,0.8062037920177422,0.7664860759045493,0.8670863681905387,0.8706963186936448,0.6983295130041606,0.7950319299790076,0.9115637609223248,0.0
0,1,1,0.0005675660213455,3.6060185948372236e-09,0.0038824481889605,2.6906277206251156e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.0011534516335874,0.0009765625,0.0,0.9296875,0.0693359375,0.0004339926580789,0.0009765625,0.0,0.9990234375,0.0,0.0004261691066723,8.0108642578125e-05,0.0,0.999919891357422,0.0,0.0,0.0068359375,0.0,0.0,0.990234375,0.0029296875,0.0,0.0021349589191571,0.0009765625,0.0068359375,0.1123046875,0.8798828125,0.0006692984913601,0.0,0.0078125,0.0,0.9921875,0.0005649585909506,0.0,0.000640869140625,0.0008964538574218,0.9984626770019532,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0014042162384791,0.0,0.0,0.966796875,0.033203125,0.0021937644922888,0.0004283028146602,0.0,0.0,1.0,0.0,4.0740239292911786e-05,0.0004283028146602,0.0,0.0,1.0,0.0,4.0740239292911786e-05,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.0077512245441345,0.0,0.001670684187304,0.0,0.0009765625,0.064453125,0.9345703125,0.0039801318260228,0.0004077329942313,0.0,0.0,0.0,1.0,0.0003421663718545,0.0004012607386574,0.0,0.000335693359375,0.0,0.999664306640625,0.0002908150425624,0.9977923959929444,0.99667436347599,0.9997537158495188,0.999635405035596,0.9994974913923762,0.9998385829689744,0.9990391548499772,,-0.6667501933867466,-0.6965672062780233,0.2137977372644207,53377,3079,0.9994004609561996,49094,2601,0.998540211426211,6592,3079,0.9994669883559482,116288,52408,0.9998326344854253,0.308538618157083,-17.996524869792207,0.3395811675584551,-44.049826715601306,0.9608214773260848,0.3067655272898526,0.6917494138954332,0.9847326836337734,-0.9034620901121106,0.2177850270108736,0.9177697933899398,0.9499476450624296,0.8885583947836182,0.902919495564939,0.9633273297124668,0.8721251186498854,0.9192680106305648,0.0
0,1,2,0.0005675660213455,3.6060185948372236e-09,0.0038824481889605,2.6906277206251156e-10,0.001953125,0.0,0.0,0.0,0.998046875,0.0,0.0,0.0011534516335874,0.0009765625,0.0,0.9296875,0.0693359375,0.0004339926580789,0.0009765625,0.0,0.9990234375,0.0,0.0004261691066723,8.0108642578125e-05,0.0,0.999919891357422,0.0,0.0,0.0068359375,0.0,0.0,0.990234375,0.0029296875,0.0,0.0021349589191571,0.0009765625,0.0068359375,0.1123046875,0.8798828125,0.0006692984913601,0.0,0.0078125,0.0,0.9921875,0.0005649585909506,0.0,0.000640869140625,0.0008964538574218,0.9984626770019532,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0014042162384791,0.0,0.0,0.966796875,0.033203125,0.0021937644922888,0.0004283028146602,0.0,0.0,1.0,0.0,4.0740239292911786e-05,0.0004283028146602,0.0,0.0,1.0,0.0,4.0740239292911786e-05,0.0,0.0009765625,0.0,0.0,0.9990234375,0.0,0.0077512245441345,0.0,0.001670684187304,0.0,0.0009765625,0.064453125,0.9345703125,0.0039801318260228,0.0004077329942313,0.0,0.0,0.0,1.0,0.0003421663718545,0.0004012607386574,0.0,0.000335693359375,0.0,0.999664306640625,0.0002908150425624,0.9987020731737678,0.998407412260246,0.999879895387967,0.9998179209146476,0.9995410083476336,0.9999500970857156,0.9995237186805276,,-0.4812030313431643,-0.7037905931352304,0.4499903747989699,53377,3079,0.9993805453043956,49094,2601,0.999703309986684,6592,3079,0.9998286846470954,116288,52408,0.9999702484315312,0.2492975991605029,-19.179433940001346,0.261884612973041,-10.261184270085538,0.6795952563623506,0.0917926101352773,0.4133243002749454,0.9785444482069796,0.6101820728401468,0.904338317019693,0.8555256163412577,0.9100124833855362,0.8723184742280017,0.9297226716406772,0.9342693340087248,0.9165882350658008,0.8702366253735168,0.0
0,2,0,0.0017919052625074,4.586428570263479e-09,0.0069907675497233,3.3631389340094126e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.00123299089806,0.00390625,0.0,0.9306640625,0.0654296875,0.0006417964639169,0.00390625,0.0,0.99609375,0.0,0.0005698235070444,0.0003204345703125,0.0,0.9996795654296876,0.0,0.0,0.0126953125,0.0,0.0,0.9873046875,0.0,0.0,-0.0007702999822883,0.00390625,0.0126953125,0.1025390625,0.880859375,0.0009305566924609,0.0,0.015625,0.0009765625,0.9833984375,0.0005657838998212,0.0,0.00152587890625,8.0108642578125e-05,0.998394012451172,0.0029296875,0.0,0.0,0.0,0.99609375,0.0009765625,0.0,0.0,0.0018754544688048,0.0029296875,0.0,0.96484375,0.0322265625,0.0048251948443449,0.0008497833678551,0.001953125,0.0,0.9970703125,0.0009765625,0.0011923362582535,0.0006633344297784,0.0004043579101562,0.0,0.9995155334472656,8.0108642578125e-05,0.0004471937468832,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001141625841281,0.0,0.0,0.07421875,0.92578125,0.0022989243691745,0.0004288506625246,0.0,0.0,0.0,1.0,1.787061637502332e-05,0.0004288506625246,0.0,0.0,0.0,1.0,1.7870616375023317e-05,0.8991448624267093,0.8928984917923695,0.9553920585650624,0.9565417813336208,0.9976417956530254,0.9524808376223276,0.9347810471112116,,-0.97667270630002,0.0078002984512441,0.189086268582524,53377,3079,0.991371808603262,49094,2601,0.9952652130266736,6592,3079,0.8069973431686688,116288,52408,0.8716024009593699,0.6859968436607164,-17.352744368781668,0.2320832023329673,-50.1897114188874,0.1676285921907892,0.1649607597148323,-19.20715527163112,0.0899005762614339,-714.040013390643,0.0475531955538015,0.770802238393291,0.7247174166223961,0.7425419136952478,0.7508659417282897,0.4864669523170178,0.7029556687909512,0.7853919610505182,0.0
0,2,1,0.0017919052625074,4.586428570263479e-09,0.0069907675497233,3.3631389340094126e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.00123299089806,0.00390625,0.0,0.9306640625,0.0654296875,0.0006417964639169,0.00390625,0.0,0.99609375,0.0,0.0005698235070444,0.0003204345703125,0.0,0.9996795654296876,0.0,0.0,0.0126953125,0.0,0.0,0.9873046875,0.0,0.0,-0.0007702999822883,0.00390625,0.0126953125,0.1025390625,0.880859375,0.0009305566924609,0.0,0.015625,0.0009765625,0.9833984375,0.0005657838998212,0.0,0.00152587890625,8.0108642578125e-05,0.998394012451172,0.0029296875,0.0,0.0,0.0,0.99609375,0.0009765625,0.0,0.0,0.0018754544688048,0.0029296875,0.0,0.96484375,0.0322265625,0.0048251948443449,0.0008497833678551,0.001953125,0.0,0.9970703125,0.0009765625,0.0011923362582535,0.0006633344297784,0.0004043579101562,0.0,0.9995155334472656,8.0108642578125e-05,0.0004471937468832,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001141625841281,0.0,0.0,0.07421875,0.92578125,0.0022989243691745,0.0004288506625246,0.0,0.0,0.0,1.0,1.787061637502332e-05,0.0004288506625246,0.0,0.0,0.0,1.0,1.7870616375023317e-05,0.9973123071819388,0.9961379031722956,0.9997054866284476,0.9995739346593524,0.999450010918184,0.9998006730815046,0.9988238779132076,,-0.711686218185492,-0.7245898631099534,0.2346440715123146,53377,3079,0.999220063042799,49094,2601,0.9985784474102664,6592,3079,0.999408890323839,116288,52408,0.999827902162622,0.2072593691827578,-15.15165952396842,0.4510573542805517,-58.563454713472304,0.98028895346103,0.2651851561442585,0.446735604664078,0.9126898964220674,-0.9926756568655016,0.2025919179719111,0.7888606629819817,0.8389494720313599,0.72441682696703,0.7882835910146749,0.9261984675191616,0.7583890790203661,0.7760224300334447,0.0
0,2,2,0.0017919052625074,4.586428570263479e-09,0.0069907675497233,3.3631389340094126e-10,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.00123299089806,0.00390625,0.0,0.9306640625,0.0654296875,0.0006417964639169,0.00390625,0.0,0.99609375,0.0,0.0005698235070444,0.0003204345703125,0.0,0.9996795654296876,0.0,0.0,0.0126953125,0.0,0.0,0.9873046875,0.0,0.0,-0.0007702999822883,0.00390625,0.0126953125,0.1025390625,0.880859375,0.0009305566924609,0.0,0.015625,0.0009765625,0.9833984375,0.0005657838998212,0.0,0.00152587890625,8.0108642578125e-05,0.998394012451172,0.0029296875,0.0,0.0,0.0,0.99609375,0.0009765625,0.0,0.0,0.0018754544688048,0.0029296875,0.0,0.96484375,0.0322265625,0.0048251948443449,0.0008497833678551,0.001953125,0.0,0.9970703125,0.0009765625,0.0011923362582535,0.0006633344297784,0.0004043579101562,0.0,0.9995155334472656,8.0108642578125e-05,0.0004471937468832,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001141625841281,0.0,0.0,0.07421875,0.92578125,0.0022989243691745,0.0004288506625246,0.0,0.0,0.0,1.0,1.787061637502332e-05,0.0004288506625246,0.0,0.0,0.0,1.0,1.7870616375023317e-05,0.9982827794217962,0.9980501674512444,0.9998297366514136,0.9997768780379794,0.9994764862671072,0.9999543272128472,0.9993502484286468,,-0.6931528279349145,-0.8011473542364755,0.4129496764658066,53377,3079,0.9994318576132604,49094,2601,0.999708618491079,6592,3079,0.999845449599938,116288,52408,0.9999654978435204,0.1530482291201197,-5.166709815443882,0.3111450431241291,-16.057924870622717,0.8028869949390388,0.1488948779731962,0.4389095423871714,0.9831560362540652,0.6863264313581001,0.8935788960344931,0.5066328317043498,0.7492537660422506,0.5988880577039066,0.8338391835165144,0.7690337390150682,0.7583851574143652,0.6457871115181382,0.0
0,3,0,0.0050795711576938,5.867059282849141e-09,0.016061982139945,4.744662440714363e-10,0.015625,0.0,0.0,0.0,0.984375,0.0,0.0,0.0003330378907346,0.015625,0.001953125,0.92578125,0.056640625,0.0011352295251039,0.0166015625,0.0,0.9833984375,0.0,0.0006833732734921,0.0018997192382812,0.0,0.9971847534179688,0.00091552734375,0.0,0.0283203125,0.0,0.0,0.9697265625,0.001953125,0.0,-0.0030933828150608,0.005859375,0.029296875,0.0751953125,0.8896484375,0.0012821277770681,0.0,0.03515625,0.0,0.96484375,0.0008288112405588,0.0,0.0029678344726562,0.0004425048828125,0.9965896606445312,0.00390625,0.0,0.0,0.0,0.9951171875,0.0009765625,0.0,0.0,0.0006526776672466,0.00390625,0.0,0.9677734375,0.0283203125,0.0039507498628073,0.0007923723274296,0.00390625,0.0,0.99609375,0.0,0.0012817499729177,0.0005815260142937,0.0006179809570312,0.0,0.9989547729492188,0.00042724609375,0.0002278200231607,0.0,0.001953125,0.0,0.0,0.9970703125,0.0009765625,0.0108745397711523,0.0,0.0033593092926048,0.0,0.0009765625,0.0869140625,0.912109375,0.010842526907557,0.0006263629668499,0.0,0.0009765625,0.0,0.9990234375,0.0006737392344556,0.0005938331960208,0.0,8.0108642578125e-05,0.0,0.999919891357422,0.0006222101907673,0.8939574545118283,0.8811404119224948,0.9565195156572744,0.9574396725710252,0.997584216778196,0.956430230797629,0.931920360598807,,-0.9701851273223658,0.1200804597212256,0.1563735750484872,53377,3079,0.9889905261288192,49094,2601,0.994794146764133,6592,3079,0.7872226343485781,116288,52408,0.8553783794331352,0.6872051653103053,-10.011617151077605,0.2948728749276901,-52.64418934210473,0.1702074821532401,0.149274941463135,-18.526713269762503,0.0663784455609155,-671.152426283686,0.0390768274678963,0.6966120514951787,0.6512752819586151,0.6079514621943422,0.6230813076216568,0.4170458205507175,0.6045274121326748,0.6414004394402072,0.0
